SAMPLE NUMBER:   4
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  RV     	  RV'		  AO     	  AO'		
  8.24   	-37.84   	  8.18   	-203.46		 65.35   	-152.59		
 10.07   	-39.06   	  7.37   	-218.72		 64.74   	-132.25		
 11.90   	-39.98   	  6.49   	-167.85		 64.21   	 -91.56		
 13.12   	-39.67   	  5.82   	 -81.38		 63.85   	 -45.78		
 13.73   	-37.54   	  5.49   	 -50.86		 63.66   	   0.00		
 13.43   	-34.79   	  5.29   	 -96.64		 63.66   	  45.78		
 12.21   	-32.65   	  4.90   	-137.33		 63.85   	  76.30		
 10.99   	-31.74   	  4.35   	-147.51		 64.15   	  81.38		
 10.07   	-32.35   	  3.76   	-178.03		 64.48   	  76.30		
 10.38   	-33.26   	  3.05   	-167.85		 64.78   	  45.78		
 11.90   	-33.87   	  2.38   	-106.82		 64.96   	  10.17		
 14.95   	-34.18   	  1.95   	 -66.12		 65.00   	 -30.52		
 18.31   	-34.48   	  1.69   	 -40.69		 64.88   	 -76.30		
 21.06   	-35.10   	  1.53   	   5.09		 64.58   	-106.82		
 21.36   	-36.01   	  1.55   	  40.69		 64.15   	-132.25		
 18.62   	-36.93   	  1.71   	  50.86		 63.62   	-132.25		
 13.43   	-36.93   	  1.91   	  66.12		 63.09   	-132.25		
  6.71   	-36.01   	  2.18   	  30.52		 62.56   	-111.90		
  0.92   	-34.48   	  2.30   	  -5.09		 62.12   	 -86.47		
 -2.75   	-32.35   	  2.28   	 -15.26		 61.77   	 -61.04		
 -2.44   	-30.21   	  2.22   	 -45.78		 61.53   	 -35.61		
  0.92   	-28.38   	  2.03   	 -76.30		 61.38   	 -10.17		
  6.10   	-28.08   	  1.73   	 -61.04		 61.34   	   5.09		
 10.99   	-29.30   	  1.49   	 -55.95		 61.36   	  10.17		
 14.65   	-31.74   	  1.26   	  -5.09		 61.40   	  15.26		
 16.78   	-34.18   	  1.24   	  66.12		 61.46   	   5.09		
 17.09   	-35.71   	  1.51   	 122.07		 61.49   	  -5.09		
 16.17   	-35.71   	  1.99   	 142.42		 61.46   	 -15.26		
 13.12   	-35.10   	  2.56   	 132.25		 61.40   	 -35.61		
  7.93   	-34.18   	  3.09   	  91.56		 61.26   	 -45.78		
  0.92   	-33.57   	  3.46   	  40.69		 61.08   	 -61.04		
 -5.80   	-32.96   	  3.62   	 -20.35		 60.83   	 -61.04		
-10.38   	-32.35   	  3.54   	 -55.95		 60.59   	 -61.04		
-11.29   	-32.35   	  3.32   	 -55.95		 60.35   	 -61.04		
 -8.85   	-32.65   	  3.09   	 -30.52		 60.10   	 -55.95		
 -3.66   	-33.57   	  2.97   	 -15.26		 59.88   	 -45.78		
  1.83   	-34.18   	  2.91   	  15.26		 59.69   	 -35.61		
  7.32   	-34.18   	  2.97   	  40.69		 59.55   	 -30.52		
 11.90   	-33.26   	  3.13   	  50.86		 59.43   	 -25.43		
 14.95   	-31.74   	  3.34   	  76.30		 59.33   	 -25.43		
 15.87   	-30.52   	  3.64   	  76.30		 59.23   	 -25.43		
 14.95   	-27.77   	  3.95   	  40.69		 59.12   	 -20.35		
 13.73   	-21.06   	  4.11   	  15.26		 59.04   	 -30.52		
 14.95   	 -6.41   	  4.17   	 -15.26		 58.92   	 -25.43		
 21.06   	 19.23   	  4.11   	 -55.95		 58.82   	 -30.52		
 32.65   	 55.85   	  3.89   	 -30.52		 58.70   	 -35.61		
 47.91   	100.40   	  3.76   	 -15.26		 58.56   	 -30.52		
 64.70   	147.09   	  3.70   	  15.26		 58.43   	 -35.61		
 81.18   	189.21   	  3.76   	  40.69		 58.29   	 -35.61		
 97.35   	220.95   	  3.93   	  55.95		 58.15   	 -30.52		
112.30   	241.39   	  4.15   	  45.78		 58.03   	 -30.52		
125.12   	255.43   	  4.33   	  40.69		 57.90   	 -25.43		
132.45   	269.47   	  4.50   	   0.00		 57.80   	 -20.35		
132.14   	283.81   	  4.50   	 -40.69		 57.72   	 -20.35		
122.99   	291.44   	  4.33   	 -55.95		 57.64   	 -25.43		
105.90   	279.85   	  4.11   	 -35.61		 57.54   	 -20.35		
 84.53   	240.17   	  3.97   	  10.17		 57.46   	 -20.35		
 64.09   	175.17   	  4.01   	  30.52		 57.38   	 -25.43		
 48.22   	 97.96   	  4.13   	  35.61		 57.27   	 -25.43		
 38.15   	 25.63   	  4.27   	  15.26		 57.17   	 -25.43		
 32.04   	-28.99   	  4.33   	  -5.09		 57.07   	 -30.52		
 27.77   	-63.17   	  4.31   	  -5.09		 56.95   	 -30.52		
 23.50   	-80.26   	  4.29   	 -25.43		 56.83   	 -30.52		
 18.62   	-86.98   	  4.19   	 -20.35		 56.70   	 -30.52		
 13.12   	-89.72   	  4.11   	 -20.35		 56.58   	 -30.52		
  6.41   	-91.25   	  4.03   	 -20.35		 56.46   	 -25.43		
 -1.53   	-92.77   	  3.95   	  20.35		 56.36   	 -30.52		
-10.38   	-93.38   	  4.03   	  35.61		 56.24   	 -25.43		
-18.62   	-93.38   	  4.17   	  35.61		 56.13   	 -20.35		
-25.33   	-93.38   	  4.31   	  35.61		 56.05   	 -20.35		
-29.91   	-93.69   	  4.46   	  30.52		 55.97   	 -20.35		
-31.13   	-94.60   	  4.58   	  35.61		 55.89   	 -20.35		
-29.30   	-96.44   	  4.72   	  20.35		 55.81   	 -20.35		
-24.41   	-99.49   	  4.80   	   0.00		 55.73   	 -20.35		
-16.48   	-105.29   	  4.80   	  15.26		 55.65   	 -20.35		
 -5.49   	-115.05   	  4.86   	  20.35		 55.56   	 -25.43		
  7.63   	-128.48   	  4.94   	  20.35		 55.46   	 -30.52		
 23.50   	-141.60   	  5.03   	  35.61		 55.34   	 -25.43		
 48.83   	-143.74   	  5.17   	  50.86		 55.24   	 -30.52		
 94.60   	-115.05   	  5.37   	  66.12		 55.12   	 -30.52		
158.69   	-32.04   	  5.64   	  45.78		 54.99   	 -30.52		
206.60   	111.69   	  5.82   	  25.43		 54.87   	 -25.43		
172.12   	290.83   	  5.92   	  10.17		 54.77   	 -30.52		
 -0.31   	455.63   	  5.96   	 -10.17		 54.65   	 -20.35		
-300.60   	555.11(R)	  5.92   	 -20.35		 54.57   	 -25.43		
-878.60   	491.64   	  5.84   	   5.09		 54.47   	 -20.35		
-944.52   	376.59   	  5.86   	  25.43		 54.38   	 -20.35		
-845.95   	251.46   	  5.96   	  50.86		 54.30   	 -20.35		
-665.89   	138.85   	  6.16   	  76.30		 54.22   	 -20.35		
-486.15   	 51.88   	  6.47   	  91.56		 54.14   	 -20.35		
-340.27   	 -4.58   	  6.84   	 106.82		 54.06   	 -25.43		
-220.64   	-36.32   	  7.26   	  76.30		 53.96   	 -25.43		
-115.36   	-56.46   	  7.57   	  35.61		 53.86   	 -25.43		
-32.35   	-76.29   	  7.71   	  25.43		 53.75   	 -30.52		
 13.12   	-101.01   	  7.81   	  30.52		 53.63   	 -20.35		
 19.84   	-125.12   	  7.93   	  45.78		 53.55   	 -25.43		
  6.71   	-139.47   	  8.12   	  86.47		 53.45   	 -25.43		
 -3.66   	-140.69   	  8.46   	  91.56		 53.35   	 -20.35		
 -0.92   	-135.80   	  8.83   	 132.25		 53.27   	 -25.43		
 10.68   	-133.06   	  9.36   	  96.64		 53.16   	 -25.43		
 21.67   	-136.11   	  9.75   	-249.24		 53.06   	 -20.35		
 26.86   	-143.13   	  8.75   	-167.85		 52.98   	 -25.43		
 25.63   	-150.15   	  8.08   	 834.18		 52.88   	 -25.43		
 21.36   	-153.20   	 11.41   	1281.79		 52.78   	 -20.35		
 16.48   	-151.06   	 16.54   	 717.19		 52.70   	 -25.43		
 12.82   	-146.18   	 19.41   	  55.95		 52.59   	 -25.43		
 10.38   	-141.91   	 19.63   	-315.36		 52.49   	 -30.52		
  7.93   	-140.69   	 18.37   	-310.27		 52.37   	 -30.52		
  5.80   	-142.52   	 17.13   	-198.37		 52.25   	 -30.52		
  5.19   	-145.87   	 16.34   	 615.46		 52.13   	 -35.61		
 12.51   	-148.62   	 18.80   	 849.44		 51.98   	 -20.35		
 19.23   	-147.40   	 22.20   	 752.79		 51.90   	 -20.35		
 25.02   	-146.18   	 25.21   	 218.72		 51.82   	 -20.35		
 28.69   	-144.96   	 26.08   	-269.58		 51.74   	 -10.17		
 29.91   	-144.65   	 25.00   	-259.41		 51.70   	 -10.17		
 29.30   	-144.65   	 23.97   	 -81.38		 51.66   	 -10.17		
 26.55   	-144.65   	 23.64   	  20.35		 51.62   	 -10.17		
 21.97   	-144.35   	 23.72   	 152.59		 51.58   	 -10.17		
 16.48   	-143.13   	 24.33   	 264.50		 51.54   	 -10.17		
 12.21   	-140.38   	 25.39   	 269.58		 51.50   	  -5.09		
 10.99   	-136.72   	 26.47   	 208.54		 51.47   	  -5.09		
 13.43   	-132.45   	 27.30   	 122.07		 51.45   	   5.09		
 18.62   	-128.48   	 27.79   	  50.86		 51.47   	  20.35		
 25.33   	-124.51   	 28.00   	   0.00		 51.56   	  35.61		
 31.74   	-120.24   	 28.00   	   0.00		 51.70   	  61.04		
 38.15   	-115.36   	 28.00   	  45.78		 51.94   	  91.56		
 43.03   	-109.56   	 28.18   	 106.82		 52.31   	 127.16		
 44.86   	-104.06   	 28.61   	 142.42		 52.82   	 157.68		
 43.03   	-98.57   	 29.18   	 137.33		 53.45   	 188.20		
 37.54   	-93.99   	 29.73   	 106.82		 54.20   	 203.46		
 30.21   	-90.03   	 30.15   	  76.30		 55.02   	 208.54		
 24.41   	-85.75   	 30.46   	  55.95		 55.85   	 203.46		
 22.58   	-80.87   	 30.68   	  40.69		 56.66   	 188.20		
 25.33   	-75.07   	 30.84   	  45.78		 57.42   	 167.85		
 30.52   	-68.05   	 31.03   	  55.95		 58.09   	 132.25		
 36.62   	-61.04   	 31.25   	  61.04		 58.62   	  96.64		
 41.81   	-54.63   	 31.50   	  71.21		 59.00   	  71.21		
 45.47   	-48.83   	 31.78   	  86.47		 59.29   	  50.86		
 48.83   	-44.25   	 32.13   	  96.64		 59.49   	  35.61		
 50.96   	-39.37   	 32.51   	 106.82		 59.63   	  25.43		
 51.27   	-33.87   	 32.94   	  71.21		 59.74   	  25.43		
 48.83   	-28.08   	 33.22   	  35.61		 59.84   	  35.61		
 44.56   	-22.28   	 33.37   	  20.35		 59.98   	  50.86		
 39.98   	-17.09   	 33.45   	  20.35		 60.18   	  61.04		
 36.62   	-12.82   	 33.53   	  40.69		 60.43   	  81.38		
 34.79   	 -8.54   	 33.69   	  61.04		 60.75   	  91.56		
 34.18   	 -3.97   	 33.94   	  71.21		 61.12   	 111.90		
 33.57   	  1.83   	 34.22   	  76.30		 61.57   	 116.99		
 33.57   	  8.24   	 34.53   	  61.04		 62.03   	 127.16		
 33.26   	 15.56   	 34.77   	  20.35		 62.54   	 127.16		
 33.26   	 22.89   	 34.85   	  -5.09		 63.05   	 127.16		
 32.96   	 29.91   	 34.83   	 -25.43		 63.56   	 127.16		
 32.04   	 36.01   	 34.73   	 -30.52		 64.07   	 111.90		
 29.30   	 40.89   	 34.61   	   5.09		 64.52   	 111.90		
 24.11   	 43.33   	 34.63   	  10.17		 64.96   	 106.82		
 16.17   	 43.33   	 34.67   	  -5.09		 65.39   	  96.64		
  7.32   	 41.50   	 34.65   	  -5.09		 65.78   	  96.64		
 -0.31   	 39.67   	 34.63   	 -35.61		 66.16   	  91.56		
 -5.49   	 38.76   	 34.49   	 -61.04		 66.53   	  91.56		
 -8.85   	 38.76   	 34.24   	 -76.30		 66.90   	  91.56		
-11.29   	 39.37   	 33.94   	 -86.47		 67.26   	  86.47		
-12.82   	 39.37   	 33.59   	 -86.47		 67.61   	  81.38		
-11.60   	 38.45   	 33.25   	 -96.64		 67.93   	  76.30		
 -7.32   	 37.23   	 32.86   	-106.82		 68.24   	  76.30		
  0.00   	 35.71   	 32.43   	-101.73		 68.55   	  66.12		
  8.85   	 33.57   	 32.02   	-116.99		 68.81   	  55.95		
 17.70   	 29.91   	 31.56   	-122.07		 69.03   	  55.95		
 23.80   	 24.41   	 31.07   	-127.16		 69.26   	  45.78		
 25.63   	 17.09   	 30.56   	-152.59		 69.44   	  40.69		
 22.58   	  7.63   	 29.95   	-167.85		 69.60   	  40.69		
 15.87   	 -2.14   	 29.28   	-188.20		 69.77   	  35.61		
  7.93   	-11.60   	 28.52   	-228.89		 69.91   	  30.52		
  1.53   	-20.45   	 27.61   	-239.06		 70.03   	  30.52		
  0.31   	-28.08   	 26.65   	-264.50		 70.15   	  25.43		
  3.97   	-34.79   	 25.60   	-269.58		 70.25   	  15.26		
 11.60   	-40.89   	 24.52   	-279.75		 70.32   	  15.26		
 19.84   	-46.39   	 23.40   	-305.19		 70.38   	  10.17		
 25.02   	-50.96   	 22.18   	-320.45		 70.42   	   0.00		
 25.94   	-54.63   	 20.90   	-462.87		 70.42   	 -10.17		
 24.11   	-56.76   	 19.04   	-681.58		 70.38   	 -25.43		
 21.97   	-57.37   	 16.32   	-539.16		 70.27   	 -35.61		
 19.84   	-57.07   	 14.16   	 -96.64		 70.13   	 -55.95		
 16.17   	-57.07   	 13.77   	  81.38		 69.91   	 -71.21		
 10.38   	-57.68   	 14.10   	 -45.78		 69.62   	 -91.56		
  3.66   	-57.98   	 13.92   	-111.90		 69.26   	-106.82		
 -0.92   	-58.29   	 13.47   	-162.77		 68.83   	-132.25		
  0.31   	-57.98   	 12.82   	-300.10		 68.30   	-142.42		
  6.71   	-57.37   	 11.62   	-315.36		 67.73   	-157.68		
 16.17   	-57.07   	 10.36   	-279.75		 67.10   	-157.68		
 25.33   	-57.07   	  9.24   	-244.15		 66.47   	-137.33		
 31.74   	-56.76   	  8.26   	-157.68		 65.92   	-106.82		
 34.18   	-56.76   	  7.63   	 -86.47		 65.49   	 -66.12		
 32.65   	-57.07   	  7.28   	 -66.12		 65.23   	 -15.26		
 27.77   	-57.37   	  7.02   	 -71.21		 65.17   	  25.43		
 21.36   	-57.07   	  6.73   	 -86.47		 65.27   	  61.04		
 15.26   	-55.24   	  6.39   	-127.16		 65.51   	  66.12		
 10.99   	-52.49   	  5.88   	-152.59		 65.78   	  66.12		
  8.85   	-49.13   	  5.27   	-137.33		 66.04   	  40.69		
  9.16   	-47.00   	  4.72   	-116.99		 66.21   	  10.17		
 11.90   	-46.39   	  4.25   	 -86.47		 66.25   	 -35.61		
 18.01   	-46.69   	  3.91   	 -35.61		 66.10   	 -71.21		
 26.55   	-46.39   	  3.76   	 -10.17		 65.82   	-106.82		
 34.18   	-45.78   	  3.72   	  25.43		 65.39   	-127.16		
 37.54   	-45.17   	  3.83   	  25.43		 64.88   	-137.33		
 35.40   	-45.47   	  3.93   	  -5.09		 64.33   	-132.25		
 28.99   	-47.00   	  3.91   	 -30.52		 63.80   	-122.07		
 21.36   	-48.83   	  3.78   	 -55.95		 63.32   	 -96.64		
 14.95   	-49.44   	  3.56   	 -55.95		 62.93   	 -71.21		
 10.38   	-48.22   	  3.34   	 -55.95		 62.64   	 -45.78		
  7.63   	-45.78   	  3.11   	 -10.17		 62.46   	 -20.35		
  6.41   	-43.03   	  3.07   	  45.78		 62.38   	  -5.09		
  6.71   	-40.59   	  3.26   	  40.69		 62.36   	  10.17		
  8.24   	-39.67   	  3.42   	  35.61		 62.40   	  10.17		
 10.68   	-40.59   	  3.56   	  61.04		 62.44   	  10.17		
 13.43   	-43.64   	  3.80   	  71.21		 62.48   	  -5.09		
 16.78   	-47.30   	  4.09   	  76.30		 62.46   	 -15.26		
 21.67   	-50.35   	  4.39   	  61.04		 62.40   	 -35.61		
 26.25   	-51.88   	  4.64   	  30.52		 62.26   	 -45.78		
 28.69   	-52.19   	  4.76   	 -10.17		 62.08   	 -61.04		
 27.47   	-51.88   	  4.72   	 -25.43		 61.83   	 -66.12		
 22.58   	-50.96   	  4.62   	 -35.61		 61.57   	 -71.21		
 14.95   	-50.05   	  4.48   	 -20.35		 61.28   	 -66.12		
  6.71   	-48.83   	  4.39   	 -15.26		 61.02   	 -61.04		
 -1.22   	-47.61   	  4.33   	   5.09		 60.77   	 -50.86		
 -7.63   	-46.69   	  4.35   	  20.35		 60.57   	 -40.69		
-10.68   	-46.08   	  4.44   	  40.69		 60.41   	 -30.52		
 -9.16   	-46.08   	  4.60   	  40.69		 60.28   	 -20.35		
 -2.44   	-46.39   	  4.76   	  35.61		 60.20   	 -10.17		
  8.24   	-45.78   	  4.90   	  15.26		 60.16   	 -15.26		
 21.06   	-42.42   	  4.96   	  -5.09		 60.10   	 -10.17		
 33.87   	-32.96   	  4.94   	 -15.26		 60.06   	 -15.26		
 44.86   	-14.95   	  4.88   	 -10.17		 60.00   	 -20.35		
 52.49   	 12.82   	  4.84   	   5.09		 59.92   	 -30.52		
 56.76   	 50.66   	  4.86   	  25.43		 59.80   	 -30.52		
 57.07   	 94.60   	  4.96   	  35.61		 59.67   	 -35.61		
 54.63   	139.47   	  5.11   	  30.52		 59.53   	 -40.69		
 50.35   	178.53   	  5.23   	  15.26		 59.37   	 -35.61		
 46.08   	206.60   	  5.29   	  15.26		 59.23   	 -35.61		
 45.47   	223.08   	  5.35   	 -15.26		 59.08   	 -30.52		
 51.27   	233.76   	  5.29   	 -15.26		 58.96   	 -25.43		
 63.78   	245.67   	  5.23   	  -5.09		 58.86   	 -20.35		
 79.35   	259.09   	  5.21   	   5.09		 58.78   	 -25.43		
 91.86   	265.81   	  5.23   	  10.17		 58.68   	 -15.26		
 94.91   	252.08   	  5.27   	   5.09		 58.62   	 -20.35		
 88.20   	209.05   	  5.29   	   0.00		 58.53   	 -20.35		
 75.07   	139.77   	  5.29   	 -10.17		 58.45   	 -25.43		
 59.20   	 59.81   	  5.25   	 -10.17		 58.35   	 -20.35		
 41.50   	-12.82   	  5.21   	  10.17		 58.27   	 -30.52		
 21.97   	-65.31   	  5.25   	  20.35		 58.15   	 -25.43		
  1.83   	-95.21   	  5.33   	  15.26		 58.05   	 -30.52		
-15.56   	-107.73   	  5.39   	   0.00		 57.92   	 -35.61		
-26.55   	-110.47   	  5.39   	  -5.09		 57.78   	 -30.52		
-29.30   	-110.17   	  5.37   	   0.00		 57.66   	 -25.43		
-25.33   	-109.86   	  5.37   	 -15.26		 57.56   	 -30.52		
-17.40   	-110.78   	  5.31   	 -25.43		 57.44   	 -30.52		
 -8.54   	-111.39   	  5.21   	  -5.09		 57.31   	 -25.43		
 -0.31   	-111.39   	  5.19   	  10.17		 57.21   	 -25.43		
  4.27   	-111.08   	  5.23   	  25.43		 57.11   	 -25.43		
  2.75   	-110.78   	  5.33   	  25.43		 57.01   	 -25.43		
 -5.19   	-112.30   	  5.43   	  25.43		 56.91   	 -20.35		
-16.78   	-115.05   	  5.53   	   5.09		 56.83   	 -25.43		
-26.86   	-119.63   	  5.55   	   5.09		 56.72   	 -25.43		
-31.74   	-126.65   	  5.57   	  35.61		 56.62   	 -30.52		
-29.30   	-137.33   	  5.72   	  40.69		 56.50   	 -25.43		
-20.14   	-151.67   	  5.88   	  45.78		 56.40   	 -25.43		
 -1.83   	-164.18   	  6.06   	  25.43		 56.30   	 -30.52		
 34.18   	-161.44   	  6.16   	   0.00		 56.17   	 -30.52		
 95.21   	-119.93   	  6.16   	 -10.17		 56.05   	 -25.43		
167.85   	-18.01   	  6.12   	   0.00		 55.95   	 -30.52		
206.91   	141.60   	  6.12   	  20.35		 55.83   	 -25.43		
145.26   	322.57   	  6.21   	  10.17		 55.73   	 -25.43		
-56.46   	469.97   	  6.25   	   0.00		 55.63   	 -25.43		
-363.46   	537.41(R)	  6.25   	  40.69		 55.52   	 -25.43		
-861.21   	423.89   	  6.41   	  15.26		 55.42   	 -20.35		
-876.16   	311.58   	  6.47   	   0.00		 55.34   	 -30.52		
-750.12   	206.91   	  6.47   	 -10.17		 55.22   	 -25.43		
-566.41   	122.38   	  6.43   	  15.26		 55.12   	 -30.52		
-393.98   	 60.12   	  6.49   	  45.78		 54.99   	 -30.52		
-255.43   	 14.95   	  6.67   	  91.56		 54.87   	 -30.52		
-142.82   	-22.58   	  7.04   	 152.59		 54.75   	 -30.52		
-49.74   	-59.81   	  7.65   	 157.68		 54.63   	 -30.52		
 14.95   	-98.88   	  8.28   	 101.73		 54.51   	 -25.43		
 42.11   	-134.89   	  8.69   	  35.61		 54.40   	 -20.35		
 36.62   	-159.30   	  8.83   	   0.00		 54.32   	 -20.35		
 18.62   	-167.54   	  8.83   	 -10.17		 54.24   	 -15.26		
  6.10   	-163.57   	  8.79   	  20.35		 54.18   	 -20.35		
  5.19   	-157.47   	  8.87   	  66.12		 54.10   	 -20.35		
 10.68   	-155.64   	  9.14   	  45.78		 54.02   	 -25.43		
 15.26   	-158.08   	  9.32   	 -96.64		 53.92   	 -30.52		
 16.48   	-161.44   	  8.93   	  50.86		 53.79   	 -35.61		
 15.56   	-162.66   	  9.14   	 412.00		 53.65   	 -30.52		
 15.26   	-162.05   	 10.78   	1052.90		 53.53   	 -30.52		
 16.17   	-160.83   	 14.99   	1749.74		 53.41   	 -35.61		
 18.31   	-160.22   	 21.99   	 554.42		 53.27   	 -30.52		
 20.45   	-160.83   	 24.21   	-971.51		 53.14   	 -30.52		
 21.97   	-162.05   	 20.33   	-879.96		 53.02   	 -25.43		
 21.67   	-163.57   	 16.81   	-625.63		 52.92   	 -30.52		
 19.53   	-164.79   	 14.30   	 696.84		 52.80   	 -25.43		
  7.93   	-166.63   	 17.09   	1195.32		 52.70   	 -25.43		
  1.22   	-166.63   	 21.87   	1052.90		 52.59   	 -15.26		
 -1.83   	-165.41   	 26.08   	 422.18		 52.53   	 -15.26		
  0.31   	-163.27   	 27.77   	-412.00		 52.47   	 -15.26		
  7.32   	-160.52   	 26.12   	-569.68		 52.41   	 -15.26		
 15.87   	-158.08   	 23.85   	-218.72		 52.35   	 -10.17		
 22.58   	-156.86   	 22.97   	  20.35		 52.31   	 -15.26		
 25.02   	-155.94   	 23.05   	 193.29		 52.25   	  -5.09		
 24.11   	-154.42   	 23.82   	 381.48		 52.23   	  -5.09		
 21.36   	-151.67   	 25.35   	 386.57		 52.21   	   0.00		
 18.92   	-147.71   	 26.90   	 264.50		 52.21   	  10.17		
 16.17   	-143.13   	 27.96   	 137.33		 52.25   	  20.35		
 13.12   	-138.85   	 28.50   	 -20.35		 52.33   	  35.61		
 10.68   	-134.89   	 28.42   	 -96.64		 52.47   	  66.12		
 10.38   	-130.00   	 28.04   	 -50.86		 52.74   	  86.47		
 13.12   	-123.90   	 27.83   	  30.52		 53.08   	 122.07		
 19.53   	-116.88   	 27.96   	 127.16		 53.57   	 147.51		
 27.47   	-109.86   	 28.46   	 172.94		 54.16   	 178.03		
 34.79   	-103.76   	 29.16   	 167.85		 54.87   	 193.29		
 39.06   	-98.88   	 29.83   	 147.51		 55.65   	 208.54		
 39.67   	-94.30   	 30.42   	  96.64		 56.48   	 203.46		
 37.54   	-89.42   	 30.80   	  30.52		 57.29   	 188.20		
 33.87   	-83.92   	 30.93   	  15.26		 58.05   	 167.85		
 30.82   	-77.82   	 30.99   	  10.17		 58.72   	 137.33		
 29.30   	-71.41   	 31.03   	  20.35		 59.27   	 111.90		
 28.69   	-64.09   	 31.11   	  30.52		 59.71   	  71.21		
 28.99   	-56.76   	 31.23   	  45.78		 60.00   	  50.86		
 29.60   	-50.05   	 31.41   	  71.21		 60.20   	  30.52		
 30.21   	-44.25   	 31.70   	 116.99		 60.33   	  20.35		
 31.74   	-38.15   	 32.17   	 106.82		 60.41   	  15.26		
 34.79   	-31.13   	 32.59   	  96.64		 60.47   	  30.52		
 39.06   	-22.58   	 32.98   	  71.21		 60.59   	  45.78		
 43.03   	-13.43   	 33.27   	  15.26		 60.77   	  66.12		
 44.56   	 -4.88   	 33.33   	  -5.09		 61.04   	  86.47		
 43.03   	  1.22   	 33.31   	  15.26		 61.38   	 106.82		
 39.37   	  5.49   	 33.37   	  35.61		 61.81   	 116.99		
 35.40   	  9.16   	 33.51   	  50.86		 62.28   	 132.25		
 33.57   	 13.12   	 33.71   	  86.47		 62.81   	 132.25		
 32.96   	 18.62   	 34.06   	  61.04		 63.34   	 132.25		
 32.65   	 25.33   	 34.30   	  15.26		 63.87   	 127.16		
 31.74   	 33.26   	 34.36   	  25.43		 64.37   	 116.99		
 30.21   	 41.50   	 34.47   	 -10.17		 64.84   	 111.90		
 27.16   	 49.13   	 34.43   	 -20.35		 65.29   	 101.73		
 22.28   	 54.63   	 34.34   	  15.26		 65.70   	 101.73		
 14.95   	 57.07   	 34.40   	  -5.09		 66.10   	  96.64		
  7.32   	 56.76   	 34.38   	 -55.95		 66.49   	 101.73		
  1.83   	 54.63   	 34.16   	 -50.86		 66.90   	  96.64		
  0.92   	 52.19   	 33.96   	 -35.61		 67.28   	  96.64		
  3.36   	 49.74   	 33.81   	 -55.95		 67.67   	  96.64		
  6.71   	 47.61   	 33.59   	 -61.04		 68.06   	  96.64		
  7.32   	 44.86   	 33.35   	 -61.04		 68.44   	  86.47		
  3.97   	 42.11   	 33.10   	 -96.64		 68.79   	  86.47		
