SAMPLE NUMBER:   1
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  RV     	  RV'		  FA     	  FA'		
 54.32   	-34.79   	  4.05   	   5.09		 71.74   	 -25.43		
 39.37   	-39.67   	  4.07   	   0.00		 71.64   	 -20.35		
 25.94   	-45.78   	  4.07   	   5.09		 71.56   	 -20.35		
 15.26   	-56.15   	  4.09   	   5.09		 71.47   	 -20.35		
  8.54   	-72.94   	  4.11   	  -5.09		 71.39   	 -10.17		
  4.58   	-93.99   	  4.09   	  -5.09		 71.35   	 -10.17		
 -1.22   	-114.75   	  4.07   	   5.09		 71.31   	  -5.09		
-13.12   	-131.84   	  4.09   	   0.00		 71.29   	 -10.17		
-31.13   	-144.96   	  4.09   	   0.00		 71.25   	 -10.17		
-50.96   	-156.25   	  4.09   	   5.09		 71.21   	 -10.17		
-67.14   	-168.15   	  4.11   	  10.17		 71.17   	 -10.17		
-76.29   	-180.05   	  4.15   	  10.17		 71.13   	 -15.26		
-78.74   	-190.12   	  4.19   	  15.26		 71.07   	 -20.35		
-79.04   	-195.62   	  4.25   	  15.26		 70.99   	 -20.35		
-79.96   	-196.23   	  4.31   	  20.35		 70.91   	 -25.43		
-82.09   	-193.18   	  4.39   	  25.43		 70.80   	 -35.61		
-85.14   	-189.51   	  4.50   	  20.35		 70.66   	 -35.61		
-89.11   	-187.38   	  4.58   	  25.43		 70.52   	 -40.69		
-94.30   	-186.77   	  4.68   	  20.35		 70.36   	 -35.61		
-99.49   	-186.46   	  4.76   	  20.35		 70.21   	 -40.69		
-103.45   	-184.63   	  4.84   	  20.35		 70.05   	 -35.61		
-104.68   	-180.97   	  4.92   	  10.17		 69.91   	 -35.61		
-104.37   	-176.70   	  4.96   	  10.17		 69.77   	 -30.52		
-103.15   	-173.65   	  5.01   	   5.09		 69.64   	 -20.35		
-102.23   	-172.73   	  5.03   	   0.00		 69.56   	 -15.26		
-101.32   	-173.34   	  5.03   	  10.17		 69.50   	 -10.17		
-99.49   	-173.03   	  5.07   	  10.17		 69.46   	 -10.17		
-97.05   	-171.20   	  5.11   	   5.09		 69.42   	   0.00		
-94.91   	-168.15   	  5.13   	   5.09		 69.42   	   0.00		
-94.30   	-165.10   	  5.15   	  25.43		 69.42   	  -5.09		
-94.60   	-162.96   	  5.25   	  25.43		 69.40   	 -10.17		
-93.38   	-162.05   	  5.35   	  10.17		 69.36   	 -15.26		
-89.72   	-162.05   	  5.39   	  -5.09		 69.30   	 -10.17		
-84.53   	-162.35   	  5.37   	  -5.09		 69.26   	 -15.26		
-79.65   	-158.39   	  5.35   	  -5.09		 69.20   	 -20.35		
-77.21   	-140.99   	  5.33   	   5.09		 69.11   	 -25.43		
-72.94   	-105.29   	  5.35   	  15.26		 69.01   	 -30.52		
-55.24   	-55.54   	  5.41   	  10.17		 68.89   	 -30.52		
-12.51   	 -3.97   	  5.45   	  15.26		 68.77   	 -30.52		
 61.04   	 35.40   	  5.51   	  15.26		 68.65   	 -30.52		
157.47   	 62.56   	  5.57   	  20.35		 68.52   	 -35.61		
257.57   	102.54   	  5.66   	  15.26		 68.38   	 -35.61		
338.44   	189.51   	  5.72   	  15.26		 68.24   	 -30.52		
383.00   	330.81   	  5.78   	   0.00		 68.12   	 -25.43		
377.50   	495.61   	  5.78   	 -15.26		 68.02   	 -30.52		
142.21   	664.06(R)	  5.72   	 -10.17		 67.89   	 -25.43		
-110.17   	581.05   	  5.68(E)	   0.00		 67.79   	 -20.35		
-422.36   	393.68   	  5.68   	  10.17		 67.71   	 -20.35		
-723.27   	130.31   	  5.72   	  15.26		 67.63   	 -15.26		
-926.82   	-170.29   	  5.78   	  20.35		 67.57   	 -20.35		
-970.76   	-444.34   	  5.86   	  30.52		 67.49   	 -15.26		
-848.39   	-617.98   	  5.98   	  25.43		 67.43   	 -20.35		
-610.96   	-640.26   	  6.08   	  25.43		 67.34   	 -20.35		
-341.80   	-511.78   	  6.19   	  20.35		 67.26   	 -15.26		
-120.54   	-305.48   	  6.27   	  15.26		 67.20   	 -20.35		
  7.63   	-127.56   	  6.33   	  15.26		 67.12   	 -20.35		
 43.64   	-42.72   	  6.39   	  25.43		 67.04   	 -20.35		
 23.50   	-45.78   	  6.49   	  35.61		 66.96   	 -20.35		
 -7.02   	-86.36   	  6.63   	  86.47		 66.88   	 -25.43		
-17.09   	-116.88   	  6.98   	 127.16		 66.77   	 -20.35		
 -3.36   	-119.93   	  7.49   	 162.77		 66.69   	 -20.35		
 17.70   	-106.81   	  8.14   	 233.98		 66.61   	 -25.43		
 28.69   	-94.30   	  9.07   	 335.71		 66.51   	 -20.35		
 26.25   	-88.81   	 10.42   	 356.05		 66.43   	 -25.43		
 18.92   	-86.98   	 11.84   	 345.88		 66.33   	 -25.43		
 18.01   	-84.84   	 13.22   	 371.31		 66.23   	 -25.43		
 27.16   	-80.87   	 14.71   	 381.48		 66.12   	 -25.43		
 42.42   	-75.68   	 16.24   	 350.97		 66.02   	 -25.43		
 55.24   	-69.89   	 17.64   	 330.62		 65.92   	 -25.43		
 61.04   	-65.61   	 18.96   	 345.88		 65.82   	 -25.43		
 60.12   	-64.39   	 20.35   	 371.31		 65.72   	 -25.43		
 55.85   	-65.31   	 21.83   	 417.09		 65.62   	 -25.43		
 51.27   	-66.53   	 23.50   	 473.04		 65.51   	 -30.52		
 47.61   	-66.53   	 25.39   	 518.82		 65.39   	 -25.43		
 45.47   	-64.39   	 27.47   	 554.42		 65.29   	 -30.52		
 45.78   	-61.34   	 29.68   	 590.03		 65.17   	 -25.43		
 47.91   	-59.20   	 32.04   	 600.20		 65.07   	 -30.52		
 50.35   	-59.81   	 34.45   	 600.20		 64.94   	 -30.52		
 49.74   	-63.78   	 36.85   	 579.86		 64.82   	 -35.61		
 43.03   	-69.58   	 39.17   	 564.60		 64.68   	 -35.61		
 30.52   	-73.85   	 41.42   	 528.99		 64.54   	 -40.69		
 17.40   	-75.38   	 43.54   	 493.39		 64.37   	 -45.78		
  8.54   	-74.77   	 45.51   	 442.52		 64.19   	 -40.69		
  7.32   	-73.55   	 47.28   	 391.66		 64.03   	 -45.78		
 12.21   	-72.94   	 48.85   	 356.05		 63.85   	 -45.78		
 19.53   	-72.94   	 50.27   	 330.62		 63.66   	 -40.69		
 25.63   	-73.24   	 51.60   	 279.75		 63.50   	 -30.52		
 30.21   	-73.85   	 52.72   	 239.06		 63.38   	 -20.35		
 33.57   	-74.46   	 53.67   	 233.98		 63.30   	 -10.17		
 35.71   	-75.07   	 54.61   	 218.72		 63.26   	 -10.17		
 36.01   	-76.29   	 55.48   	 178.03		 63.21   	   0.00		
 34.18   	-78.43   	 56.20   	 152.59		 63.21   	   0.00		
 30.82   	-81.79   	 56.81   	 162.77		 63.21   	  -5.09		
 26.55   	-85.45   	 57.46   	 157.68		 63.19   	 -10.17		
 23.19   	-87.59   	 58.09   	 157.68		 63.15   	 -15.26		
 20.45   	-86.06   	 58.72   	 162.77		 63.09   	 -10.17		
 17.70   	-80.87   	 59.37   	 162.77		 63.05   	 -20.35		
 14.65   	-73.85   	 60.02   	 178.03		 62.97   	 -35.61		
 10.99   	-67.75   	 60.73   	 213.63		 62.83   	 -45.78		
  9.46   	-65.00   	 61.59   	 203.46		 62.64   	 -50.86		
 12.51   	-64.09   	 62.40   	 142.42		 62.44   	 -40.69		
 18.92   	-62.87   	 62.97   	 147.51		 62.28   	 -35.61		
 25.33   	-58.29   	 63.56   	 193.29		 62.14   	 -40.69		
 26.86   	-50.66   	 64.33   	 172.94		 61.97   	 -61.04		
 21.36   	-42.11   	 65.03   	 162.77		 61.73   	 -40.69		
 11.90   	-35.10   	 65.68   	 178.03		 61.57   	 -20.35		
  3.66   	-30.52   	 66.39   	 167.85		 61.49   	  -5.09		
 -0.92   	-26.25   	 67.06   	 147.51		 61.46   	  15.26		
 -1.53   	-19.84   	 67.65   	 152.59		 61.53   	  50.86		
  1.53   	 -8.54   	 68.26   	 157.68		 61.73   	 101.73		
  7.63   	  7.32   	 68.89   	 162.77		 62.14   	 167.85		
 16.48   	 24.72   	 69.54   	 188.20		 62.81   	 228.89		
 25.63   	 41.20   	 70.29   	 198.37		 63.72   	 295.01		
 31.74   	 54.02   	 71.09   	 183.11		 64.90   	 345.88		
 32.35   	 64.09   	 71.82   	 183.11		 66.29   	 401.83		
 29.30   	 74.46   	 72.55   	 183.11		 67.89   	 437.43		
 25.02   	 86.67   	 73.29   	 183.11		 69.64   	 462.87		
 22.28   	101.32   	 74.02   	 167.85		 71.50   	 473.04		
 19.53   	116.27   	 74.69   	 142.42		 73.39   	 467.95		
 15.87   	129.70   	 75.26   	 142.42		 75.26   	 432.35		
 10.68   	141.91   	 75.83   	 147.51		 76.99   	 396.74		
  6.10   	154.72   	 76.42   	 111.90		 78.58   	 345.88		
  2.44   	168.76   	 76.87   	 111.90		 79.96   	 300.10		
 -2.44   	183.11   	 77.31   	 122.07		 81.16   	 259.41		
 -9.46   	195.92   	 77.80   	 127.16		 82.20   	 218.72		
-19.53   	206.60   	 78.31   	 147.51		 83.07   	 198.37		
-29.91   	214.84   	 78.90   	 142.42		 83.87   	 183.11		
-38.15   	222.47   	 79.47   	 137.33		 84.60   	 183.11		
-44.86   	229.49   	 80.02   	 127.16		 85.33   	 188.20		
-52.80   	233.76   	 80.53   	 101.73		 86.08   	 218.72		
-65.31   	234.38   	 80.94   	  76.30		 86.96   	 244.15		
-81.79   	230.10   	 81.24   	  55.95		 87.93   	 279.75		
-99.18   	221.56   	 81.46   	  45.78		 89.05   	 305.19		
-114.44   	210.57   	 81.65   	  40.69		 90.27   	 335.71		
-124.21   	196.84   	 81.81   	  40.69		 91.62   	 356.05		
-129.70   	179.14   	 81.97   	  40.69		 93.04   	 366.22		
-131.84   	155.94   	 82.14   	  55.95		 94.51   	 356.05		
-133.36   	126.65   	 82.36   	  86.47		 95.93   	 345.88		
-135.80   	 93.08   	 82.71   	  96.64		 97.31   	 330.62		
-138.55   	 58.29   	 83.09   	  81.38		 98.64   	 295.01		
-140.99   	 24.11   	 83.42   	  55.95		 99.82   	 259.41		
-141.60   	 -8.85   	 83.64   	  25.43		100.85   	 223.80		
-141.30   	-41.50   	 83.74(S)	 -15.26		101.75   	 183.11		
-142.52   	-73.85   	 83.68   	 -35.61		102.48   	 152.59		
-145.87   	-104.37   	 83.54   	 -50.86		103.09   	 127.16		
-149.84   	-130.92   	 83.34   	 -66.12		103.60   	  96.64		
-151.98   	-152.59   	 83.07   	 -96.64		103.99   	  81.38		
-151.37   	-169.37   	 82.69   	-106.82		104.31   	  66.12		
-149.54   	-182.50   	 82.26   	-106.82		104.58   	  55.95		
-149.23   	-193.48   	 81.83   	-111.90		104.80   	  50.86		
-151.37   	-202.03   	 81.38   	-152.59		105.00   	  40.69		
-154.11   	-208.13   	 80.77   	-193.29		105.17   	  35.61		
-154.72   	-211.18   	 80.00   	-239.06		105.31   	  30.52		
-151.98   	-212.40   	 79.04   	-289.93		105.43   	  15.26		
-147.71   	-211.49   	 77.88   	-330.62		105.49   	   5.09		
-144.65   	-209.66   	 76.56   	-381.48		105.51(S)	 -15.26		
-143.74   	-206.60   	 75.04   	-462.87		105.45   	 -25.43		
-142.82   	-203.55   	 73.18   	-518.82		105.35   	 -40.69		
-138.24   	-199.58   	 71.11   	-539.16		105.19   	 -50.86		
-128.48   	-195.01   	 68.95   	-605.29		104.98   	 -61.04		
-116.27   	-188.29   	 66.53   	-590.03		104.74   	 -71.21		
-105.90   	-180.36   	 64.17   	-564.60		104.46   	 -71.21		
-100.10   	-171.81   	 61.91   	-676.50		104.17   	 -76.30		
-97.96   	-164.79   	 59.21   	-788.40		103.87   	 -71.21		
-95.83   	-160.22   	 56.05   	-874.87		103.58   	 -76.30		
-90.94   	-157.78   	 52.55   	-920.65		103.28   	 -71.21		
-82.70   	-155.33   	 48.87   	-859.61		102.99   	 -71.21		
-72.94   	-150.76   	 45.43   	-773.14		102.71   	 -61.04		
-63.48   	-144.04   	 42.34   	-686.67		102.46   	 -66.12		
-54.63   	-136.11   	 39.59   	-549.34		102.20   	 -71.21		
-44.86   	-129.39   	 37.40   	-447.61		101.91   	 -76.30		
-33.26   	-124.51   	 35.61   	-427.26		101.61   	 -91.56		
-20.14   	-121.46   	 33.90   	-442.52		101.24   	 -96.64		
 -6.41   	-119.32   	 32.13   	-467.95		100.85   	-127.16		
  5.49   	-117.49   	 30.25   	-513.73		100.35   	-137.33		
 14.04   	-115.36   	 28.20   	-498.47		 99.80   	-157.68		
 21.06   	-112.00   	 26.21   	-473.04		 99.17   	-178.03		
 27.16   	-107.73   	 24.31   	-518.82		 98.45   	-188.20		
 32.04   	-103.76   	 22.24   	-574.77		 97.70   	-198.37		
 34.79   	-100.71   	 19.94   	-493.39		 96.91   	-208.54		
 36.32   	-98.27   	 17.97   	-396.74		 96.07   	-213.63		
 37.84   	-96.44   	 16.38   	-386.57		 95.22   	-213.63		
 40.89   	-93.69   	 14.83   	-345.88		 94.36   	-208.54		
 46.39   	-89.11   	 13.45   	-274.67		 93.53   	-203.46		
 51.27   	-84.23   	 12.35   	-233.98		 92.72   	-188.20		
 53.41   	-80.26   	 11.41   	-218.72		 91.96   	-172.94		
 52.49   	-78.13   	 10.54   	-198.37		 91.27   	-157.68		
 51.27   	-77.21   	  9.75   	-218.72		 90.64   	-137.33		
 51.57   	-76.29   	  8.87   	-228.89		 90.09   	-122.07		
 54.32   	-73.85   	  7.96   	-208.54		 89.60   	-111.90		
 57.37   	-68.97   	  7.12   	-188.20		 89.16   	 -96.64		
 58.59   	-62.26   	  6.37   	-157.68		 88.77   	 -96.64		
 57.07   	-55.54   	  5.74   	-132.25		 88.38   	 -96.64		
 52.80   	-50.05   	  5.21   	-106.82		 88.00   	 -96.64		
 46.08   	-45.78   	  4.78   	 -96.64		 87.61   	-106.82		
 38.45   	-42.72   	  4.39   	 -81.38		 87.18   	-116.99		
 30.82   	-40.28   	  4.07   	 -76.30		 86.71   	-127.16		
 23.80   	-38.45   	  3.76   	 -55.95		 86.21   	-137.33		
 18.92   	-36.93   	  3.54   	 -25.43		 85.66   	-142.42		
 15.56   	-36.62   	  3.44   	   0.00		 85.09   	-132.25		
 12.21   	-36.93   	  3.44   	   5.09		 84.56   	-132.25		
  8.54   	-37.84   	  3.46   	   0.00		 84.03   	-137.33		
  5.80   	-39.06   	  3.46   	   0.00		 83.48   	-137.33		
  6.71   	-39.67   	  3.46   	 -20.35		 82.93   	-137.33		
 14.04   	-38.15   	  3.38   	 -61.04		 82.38   	-122.07		
 28.69   	-33.87   	  3.13   	 -45.78		 81.89   	-116.99		
 46.08   	-28.08   	  2.95   	 -35.61		 81.42   	-101.73		
 61.65   	-22.58   	  2.81   	 -55.95		 81.02   	 -81.38		
 71.41   	-19.53   	  2.58   	 -15.26		 80.69   	 -71.21		
 75.07   	-19.84   	  2.52   	  25.43		 80.41   	 -71.21		
 72.94   	-22.58   	  2.62   	  -5.09		 80.12   	 -96.64		
 67.14   	-26.55   	  2.60   	 -30.52		 79.74   	-111.90		
 60.42   	-30.52   	  2.48   	 -61.04		 79.29   	 -81.38		
 53.41   	-34.48   	  2.24   	 -76.30		 78.96   	 -66.12		
 46.08   	-37.23   	  1.93   	 -10.17		 78.70   	 -71.21		
 38.76   	-39.06   	  1.89(D)	  71.21		 78.41   	 -61.04		
 30.21   	-39.67   	  2.18   	  50.86		 78.17   	 -50.86		
 20.14   	-39.67   	  2.38   	 -25.43		 77.97   	 -50.86		
  8.85   	-39.37   	  2.28   	  25.43		 77.76   	 -66.12		
 -1.83   	-39.37   	  2.38   	 101.73		 77.50   	 -86.47		
-11.29   	-39.06   	  2.79   	  50.86		 77.15   	 -96.64		
-19.23   	-37.84   	  2.99   	   5.09		 76.76   	 -76.30		
-25.33   	-36.01   	  3.01   	   0.00		 76.46   	 -61.04		
-31.43   	-34.79   	  3.01   	   0.00		 76.22   	 -50.86		
-39.67   	-35.71   	  3.01   	  -5.09		 76.01   	 -45.78		
-50.35   	-39.37   	  2.99   	 -15.26		 75.83   	 -35.61		
-62.26   	-44.86   	  2.93   	  -5.09		 75.69   	 -30.52		
-72.33   	-49.44   	  2.91   	   5.09		 75.56   	 -20.35		
-78.74   	-50.66   	  2.93   	  -5.09		 75.48   	 -15.26		
-81.48   	-48.52   	  2.91   	 -10.17		 75.42   	 -15.26		
-83.01   	-46.39   	  2.87   	  10.17		 75.36   	 -15.26		
-84.84   	-47.00   	  2.91   	  15.26		 75.30   	 -15.26		
-87.28   	-52.49   	  2.97   	   5.09		 75.24   	 -10.17		
-90.03   	-60.42   	  2.99   	   5.09		 75.20   	 -20.35		
-93.69   	-68.66   	  3.01   	   5.09		 75.12   	 -25.43		
-100.71   	-75.07   	  3.03   	  -5.09		 75.01   	 -35.61		
-110.17   	-78.43   	  3.01   	  -5.09		 74.87   	 -40.69		
-117.80   	-79.35   	  2.99   	  -5.09		 74.71   	 -40.69		
-120.24   	-78.43   	  2.97   	   0.00		 74.55   	 -50.86		
-117.49   	-76.29   	  2.97   	   0.00		 74.34   	 -40.69		
-112.92   	-73.85   	  2.97   	  15.26		 74.18   	 -45.78		
-110.78   	-71.72   	  3.03   	  10.17		 74.00   	 -35.61		
-113.22   	-70.19   	  3.07   	  10.17		 73.86   	 -30.52		
-118.10   	-68.97   	  3.11   	  20.35		 73.73   	 -30.52		
-122.38   	-67.75   	  3.19   	  25.43		 73.61   	 -15.26		
-123.60   	-66.22   	  3.30   	  15.26		 73.55   	 -15.26		
-121.46   	-64.70   	  3.36   	   0.00		 73.49   	  -5.09		
-117.49   	-63.17   	  3.36   	   0.00		 73.47   	  -5.09		
-113.83   	-62.56   	  3.36   	   0.00		 73.45   	   0.00		
-112.30   	-63.78   	  3.36   	   0.00		 73.45   	   0.00		
-114.44   	-67.75   	  3.36   	   0.00		 73.45   	  -5.09		
-118.41   	-73.24   	  3.36   	  -5.09		 73.43   	  -5.09		
-120.85   	-79.04   	  3.34   	   0.00		 73.41   	 -15.26		
-120.54   	-82.40   	  3.34   	   5.09		 73.35   	 -15.26		
-117.19   	-82.40   	  3.36   	   5.09		 73.29   	 -20.35		
-113.22   	-80.26   	  3.38   	   0.00		 73.20   	 -30.52		
-109.56   	-76.90   	  3.38   	   5.09		 73.08   	 -30.52		
-106.51   	-72.94   	  3.40   	  10.17		 72.96   	 -35.61		
-102.84   	-67.75   	  3.44   	   5.09		 72.82   	 -30.52		
-97.35   	-61.34   	  3.46   	   0.00		 72.70   	 -35.61		
-88.20   	-54.02   	  3.46   	   5.09		 72.55   	 -30.52		
-74.46   	-46.69   	  3.48   	  10.17		 72.43   	 -30.52		
-57.37   	-37.84   	  3.52   	   5.09		 72.31   	 -20.35		
-38.15   	-24.41   	  3.54   	   0.00		 72.23   	 -20.35		
-21.36   	 -4.27   	  3.54   	   0.00		 72.15   	 -15.26		
 -9.16   	 18.31   	  3.54   	   0.00		 72.09   	 -15.26		
 -2.14   	 35.71   	  3.54   	   0.00		 72.02   	 -10.17		
  2.14   	 41.20   	  3.54   	   0.00		 71.98   	  -5.09		
  5.80   	 35.71   	  3.54   	   5.09		 71.96   	 -10.17		
 10.68   	 24.72   	  3.56   	   5.09		 71.92   	 -10.17		
 18.01   	 15.87   	  3.58   	   0.00		 71.88   	 -10.17		
 25.33   	 10.99   	  3.58   	   5.09		 71.84   	 -15.26		
 28.99   	  7.32   	  3.60   	  10.17		 71.78   	 -20.35		
 25.02   	  2.44   	  3.64   	   5.09		 71.70   	 -20.35		
 12.21   	 -4.27   	  3.66   	   5.09		 71.62   	 -30.52		
 -5.49   	-10.99   	  3.68   	  10.17		 71.50   	 -25.43		
-21.97   	-16.78   	  3.72   	   5.09		 71.39   	 -25.43		
-31.74   	-23.80   	  3.74   	   0.00		 71.29   	 -30.52		
-33.26   	-35.40   	  3.74   	   5.09		 71.17   	 -25.43		
-30.52   	-51.57   	  3.76   	  10.17		 71.07   	 -25.43		
-29.30   	-69.27   	  3.80   	   5.09		 70.97   	 -25.43		
-34.79   	-84.84   	  3.83   	   5.09		 70.86   	 -20.35		
-45.78   	-96.44   	  3.85   	   5.09		 70.78   	 -20.35		
-58.29   	-104.06   	  3.87   	  15.26		 70.70   	 -15.26		
-67.75   	-110.47   	  3.93   	  10.17		 70.64   	 -15.26		
-70.19   	-116.88   	  3.97   	  10.17		 70.58   	 -15.26		
-67.44   	-122.38   	  4.01   	  20.35		 70.52   	 -15.26		
-62.56   	-125.73   	  4.09   	  20.35		 70.46   	 -15.26		
-57.98   	-126.65   	  4.17   	  15.26		 70.40   	 -15.26		
-55.54   	-125.43   	  4.23   	  15.26		 70.34   	 -15.26		
-56.76   	-123.90   	  4.29   	  10.17		 70.27   	 -20.35		
-61.95   	-123.60   	  4.33   	  15.26		 70.19   	 -20.35		
-68.66   	-124.82   	  4.39   	  10.17		 70.11   	 -25.43		
-74.16   	-126.04   	  4.44   	  10.17		 70.01   	 -20.35		
-75.68   	-126.65   	  4.48   	  15.26		 69.93   	 -25.43		
-73.24   	-124.82   	  4.54   	  15.26		 69.83   	 -30.52		
-70.19   	-120.54   	  4.60   	  15.26		 69.70   	 -25.43		
-68.05   	-115.36   	  4.66   	  20.35		 69.60   	 -25.43		
-67.14   	-111.39   	  4.74   	  10.17		 69.50   	 -25.43		
-66.22   	-109.56   	  4.78   	  15.26		 69.40   	 -25.43		
-65.31   	-109.25   	  4.84   	   5.09		 69.30   	 -25.43		
-65.31   	-109.25   	  4.86   	   5.09		 69.20   	 -20.35		
-66.22   	-107.12   	  4.88   	   5.09		 69.11   	 -25.43		
-68.36   	-103.15   	  4.90   	   0.00		 69.01   	 -20.35		
-70.50   	-99.18   	  4.90   	   0.00		 68.93   	 -25.43		
-73.85   	-97.35   	  4.90   	   0.00		 68.83   	 -20.35		
-79.96   	-97.66   	  4.90   	   5.09		 68.75   	 -25.43		
-90.03   	-98.27   	  4.92   	   5.09		 68.65   	 -20.35		
-102.54   	-95.21   	  4.94   	  15.26		 68.57   	 -25.43		
-115.36   	-82.70   	  5.01   	  20.35		 68.46   	 -25.43		
-126.04   	-55.24   	  5.09   	  15.26		 68.36   	 -25.43		
-129.09   	-14.95   	  5.15   	  15.26		 68.26   	 -30.52		
-115.97   	 28.99   	  5.21   	  20.35		 68.14   	 -25.43		
-77.51   	 65.61   	  5.29   	  20.35		 68.04   	 -30.52		
 -8.24   	 88.20   	  5.37   	  10.17		 67.91   	 -30.52		
 84.53   	109.86   	  5.41   	   0.00		 67.79   	 -25.43		
181.88   	162.35   	  5.41   	  -5.09		 67.69   	 -30.52		
258.18   	268.55   	  5.39   	  -5.09		 67.57   	 -25.43		
289.31   	416.56   	  5.37   	  -5.09		 67.47   	 -30.52		
253.30   	562.13   	  5.35   	 -10.17		 67.34   	 -30.52		
-79.65   	617.07   	  5.31   	   0.00		 67.22   	 -30.52		
-367.43   	476.68   	  5.31(E)	   5.09		 67.10   	 -25.43		
-680.85   	243.84   	  5.33   	  10.17		 67.00   	 -30.52		
-940.86   	-50.35   	  5.37   	  15.26		 66.88   	 -25.43		
-1068.12   	-349.12   	  5.43   	  15.26		 66.77   	 -30.52		
-1019.90   	-573.73   	  5.49   	  15.26		 66.65   	 -25.43		
-816.35   	-657.35(R)	  5.55   	  15.26		 66.55   	 -30.52		
-531.92   	-575.87   	  5.62   	  15.26		 66.43   	 -30.52		
-262.45   	-379.94   	  5.68   	  15.26		 66.31   	 -30.52		
-80.57   	-177.31   	  5.74   	  20.35		 66.18   	 -30.52		
 -7.32   	-56.76   	  5.82   	  25.43		 66.06   	 -30.52		
-14.95   	-35.71   	  5.92   	  40.69		 65.94   	 -30.52		
-51.88   	-72.94   	  6.08   	  45.78		 65.82   	 -30.52		
-75.99   	-112.00   	  6.27   	  61.04		 65.70   	 -30.52		
-72.33   	-123.60   	  6.51   	 106.82		 65.57   	 -35.61		
-52.19   	-112.61   	  6.94   	 157.68		 65.43   	 -25.43		
-33.87   	-98.27   	  7.57   	 233.98		 65.33   	 -30.52		
-26.55   	-91.55   	  8.50   	 325.53		 65.21   	 -30.52		
-27.16   	-91.55   	  9.81   	 386.57		 65.09   	 -25.43		
-27.77   	-92.47   	 11.35   	 386.57		 64.98   	 -25.43		
-23.80   	-91.86   	 12.90   	 386.57		 64.88   	 -30.52		
-18.62   	-90.03   	 14.45   	 401.83		 64.76   	 -25.43		
-18.01   	-87.89   	 16.05   	 366.22		 64.66   	 -25.43		
-21.36   	-87.59   	 17.52   	 330.62		 64.56   	 -30.52		
-25.02   	-88.81   	 18.84   	 335.71		 64.44   	 -30.52		
