SAMPLE NUMBER:   11
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  RV     	  RV'		
 15.26   	111.69   	  9.36   	  91.56		
 14.34   	111.39   	  9.73   	  91.56		
 13.73   	113.22   	 10.09   	  81.38		
 13.12   	115.66   	 10.42   	  50.86		
 11.60   	113.83   	 10.62   	  25.43		
  9.16   	103.15   	 10.72   	  45.78		
  7.02   	 82.40   	 10.91   	  55.95		
  4.88   	 53.71   	 11.13   	  55.95		
  1.83   	 24.11   	 11.35   	  66.12		
 -3.66   	 -1.22   	 11.62   	  81.38		
-10.68   	-18.62   	 11.94   	 101.73		
-15.26   	-28.08   	 12.35   	 122.07		
-14.34   	-30.52   	 12.84   	 137.33		
 -6.71   	-28.38   	 13.39   	 127.16		
  3.36   	-25.02   	 13.90   	  86.47		
  9.46   	-22.89   	 14.24   	  45.78		
  6.71   	-22.58   	 14.43   	  10.17		
 -3.97   	-23.80   	 14.47   	 -10.17		
-17.40   	-25.02   	 14.43   	 -35.61		
-27.47   	-25.63   	 14.28   	 -50.86		
-31.74   	-26.25   	 14.08   	 -55.95		
-30.52   	-27.16   	 13.86   	 -25.43		
-26.25   	-27.77   	 13.75   	 122.07		
-19.84   	-27.77   	 14.24   	 310.27		
 -9.46   	-26.55   	 15.48   	 254.32		
  5.80   	-23.50   	 16.50   	 106.82		
 24.41   	-17.40   	 16.93   	 -15.26		
 41.81   	 -6.10   	 16.87   	-193.29		
 55.54   	  7.32   	 16.09   	-284.84		
 68.36   	 16.78   	 14.95   	-284.84		
 82.70   	 21.97   	 13.81   	-239.06		
 96.13   	 29.60   	 12.86   	-101.73		
 97.66   	 47.30   	 12.45   	  66.12		
 72.94   	 68.97   	 12.72(E)	 183.11		
 18.01   	 74.46   	 13.45   	 269.58		
-53.41   	 39.37   	 14.53   	 279.75		
-115.36   	-33.57   	 15.65   	 233.98		
-148.62   	-104.68   	 16.58   	 172.94		
-152.89   	-126.34(R)	 17.27   	  61.04		
-144.35   	-83.92   	 17.52   	 -71.21		
-139.47   	 -8.85   	 17.23   	-193.29		
-142.82   	 44.25   	 16.46   	-279.75		
-145.57   	 38.76   	 15.34   	-310.27		
-138.24   	-17.40   	 14.10   	-279.75		
-119.93   	-83.62   	 12.98   	-198.37		
-99.18   	-123.60   	 12.19   	 -76.30		
-83.92   	-126.65   	 11.88   	  45.78		
-72.33   	-105.59   	 12.07   	 157.68		
-57.68   	-76.90   	 12.70   	 244.15		
-32.96   	-49.44   	 13.67   	 310.27		
  0.31   	-22.28   	 14.91   	 340.79		
 34.48   	  3.97   	 16.28   	 335.71		
 61.04   	 23.80   	 17.62   	 325.53		
 76.90   	 30.52   	 18.92   	 310.27		
 84.84   	 25.02   	 20.16   	 381.48		
 90.33   	 15.26   	 21.69   	 498.47		
 97.35   	 10.38   	 23.68   	 523.90		
105.29   	 12.82   	 25.78   	 518.82		
110.17   	 19.23   	 27.85   	 462.87		
107.42   	 24.41   	 29.70   	 305.19		
 97.35   	 25.33   	 30.93   	  96.64		
 84.23   	 23.19   	 31.31   	-106.82		
 74.46   	 20.75   	 30.88   	-167.85		
 72.33   	 18.62   	 30.21   	-101.73		
 77.51   	 17.70   	 29.81   	 -61.04		
 85.75   	 17.40   	 29.56   	 -76.30		
 92.77   	 18.01   	 29.26   	 -55.95		
 96.44   	 18.62   	 29.03   	   0.00		
 97.05   	 18.92   	 29.03   	  81.38		
 95.52   	 18.31   	 29.36   	 152.59		
 91.25   	 18.01   	 29.97   	 193.29		
 84.53   	 18.01   	 30.74   	 193.29		
 76.60   	 18.62   	 31.52   	 178.03		
 68.66   	 19.53   	 32.23   	 162.77		
 61.65   	 20.75   	 32.88   	 142.42		
 54.93   	 21.67   	 33.45   	 116.99		
 47.91   	 22.28   	 33.92   	  71.21		
 41.50   	 22.89   	 34.20   	  20.35		
 38.76   	 23.50   	 34.28(S)	 -35.61		
 41.81   	 24.11   	 34.14   	 -40.69		
 47.91   	 24.41   	 33.98   	 -35.61		
 51.27   	 24.41   	 33.84   	 -71.21		
 46.39   	 23.50   	 33.55   	 -91.56		
 33.26   	 22.28   	 33.18   	-111.90		
 18.01   	 20.75   	 32.74   	-111.90		
  8.85   	 19.84   	 32.29   	-101.73		
  8.85   	 20.45   	 31.88   	 -96.64		
 14.34   	 22.28   	 31.50   	-111.90		
 20.75   	 25.02   	 31.05   	-116.99		
 25.63   	 28.08   	 30.58   	-106.82		
 31.13   	 30.82   	 30.15   	 -91.56		
 39.98   	 32.35   	 29.79   	 -96.64		
 52.19   	 32.35   	 29.40   	-116.99		
 62.87   	 30.82   	 28.93   	-127.16		
 66.53   	 28.08   	 28.42   	 -96.64		
 62.87   	 25.63   	 28.04   	 -30.52		
 56.46   	 23.50   	 27.91   	 -35.61		
 52.80   	 21.97   	 27.77   	 -76.30		
 55.54   	 20.45   	 27.47   	 -71.21		
 63.78   	 18.31   	 27.18   	 -81.38		
 71.11   	 16.17   	 26.86   	 -91.56		
 74.16   	 14.04   	 26.49   	-101.73		
 72.02   	 11.60   	 26.08   	-111.90		
 68.05   	  8.85   	 25.64   	 -96.64		
 65.31   	  5.49   	 25.25   	 -61.04		
 64.39   	  1.53   	 25.00   	 -55.95		
 64.70   	 -1.22   	 24.78   	 -66.12		
 65.61   	 -2.75   	 24.52   	 -61.04		
 67.44   	 -2.75   	 24.27   	 -40.69		
 69.58   	 -2.14   	 24.11   	 -35.61		
 70.50   	 -1.53   	 23.97   	 -35.61		
 67.75   	 -0.61   	 23.82   	 -30.52		
 61.65   	  0.00   	 23.70   	   0.00		
 56.46   	  1.22   	 23.70   	  10.17		
 56.76   	  2.44   	 23.74   	 -25.43		
 64.39   	  4.27   	 23.64   	 -71.21		
 75.07   	  6.71   	 23.36   	 -81.38		
 85.14   	  9.46   	 23.03   	 -61.04		
 93.38   	 13.12   	 22.79   	 -71.21		
102.84   	 16.78   	 22.50   	 -86.47		
115.05   	 20.45   	 22.16   	-101.73		
126.95   	 23.19   	 21.75   	-137.33		
131.84   	 25.63   	 21.20   	-162.77		
125.73   	 26.86   	 20.55   	-183.11		
112.92   	 27.77   	 19.82   	-198.37		
101.62   	 28.08   	 19.02   	-198.37		
 97.35   	 28.08   	 18.23   	-203.46		
 98.57   	 28.08   	 17.42   	-213.63		
 99.49   	 27.77   	 16.56   	-193.29		
 95.83   	 27.47   	 15.79   	-188.20		
 88.81   	 26.55   	 15.04   	-208.54		
 82.09   	 25.33   	 14.20   	-203.46		
 79.35   	 23.19   	 13.39   	-193.29		
 79.04   	 20.14   	 12.61   	-172.94		
 78.13   	 16.17   	 11.92   	-152.59		
 74.16   	 11.60   	 11.31   	-132.25		
 67.75   	  6.10   	 10.78   	-127.16		
 61.04   	  0.00   	 10.27   	-111.90		
 55.24   	 -6.71   	  9.83   	-106.82		
 50.35   	-13.12   	  9.40   	 -96.64		
 47.00   	-17.09   	  9.01   	-106.82		
 46.39   	-18.62   	  8.59   	-106.82		
 47.91   	-18.31   	  8.16   	 -91.56		
 50.96   	-17.40   	  7.79   	 -86.47		
 51.57   	-17.09   	  7.45   	 -55.95		
 47.61   	-17.09   	  7.22   	 -10.17		
 39.37   	-15.56   	  7.18   	 -40.69		
 30.52   	-11.29   	  7.02   	 -35.61		
 25.02   	 -2.14   	  6.88   	  15.26		
 24.41   	 10.99   	  6.94   	  20.35		
 27.77   	 26.55   	  7.02   	  10.17		
 34.79   	 39.98   	  7.06   	  -5.09		
 43.64   	 47.30   	  7.04   	 -30.52		
 53.10   	 47.61   	  6.92   	 -35.61		
 60.42   	 42.42   	  6.78   	 -40.69		
 61.65   	 34.48   	  6.61   	 -45.78		
 54.02   	 26.86   	  6.43   	 -61.04		
 38.76   	 18.92   	  6.19   	 -66.12		
 20.75   	 11.60   	  5.92   	 -81.38		
  6.41   	  5.49   	  5.60   	 -81.38		
  1.53   	  2.14   	  5.27   	 -71.21		
  7.32   	  0.92   	  4.98   	 -61.04		
 19.53   	  0.31   	  4.74   	 -20.35		
 32.04   	 -2.44   	  4.66(D)	  20.35		
 38.15   	 -7.93   	  4.74   	  30.52		
 36.62   	-15.56   	  4.86   	  45.78		
 30.82   	-22.58   	  5.05   	  76.30		
 25.33   	-27.16   	  5.35   	  66.12		
 22.58   	-28.99   	  5.62   	  20.35		
 21.36   	-28.38   	  5.70   	  -5.09		
 19.53   	-26.86   	  5.68   	  15.26		
 16.48   	-25.63   	  5.74   	  30.52		
 13.12   	-25.33   	  5.86   	  66.12		
 10.38   	-25.63   	  6.12   	 106.82		
  7.93   	-25.63   	  6.55   	 132.25		
  4.88   	-25.33   	  7.08   	 147.51		
  3.05   	-25.02   	  7.67   	 172.94		
  4.88   	-24.72   	  8.36   	 188.20		
 11.29   	-25.02   	  9.11   	 167.85		
 19.53   	-25.63   	  9.79   	 127.16		
 23.80   	-26.86   	 10.29   	  81.38		
 20.45   	-28.99   	 10.62   	  35.61		
 12.51   	-30.21   	 10.76   	   0.00		
  4.88   	-28.08   	 10.76   	 -20.35		
  2.75   	-19.53   	 10.68   	 -40.69		
  7.02   	 -2.14   	 10.52   	 -50.86		
 14.95   	 21.67   	 10.32   	 -40.69		
 23.50   	 47.00   	 10.15   	 -10.17		
 31.13   	 67.75   	 10.11   	  25.43		
 36.62   	 80.26   	 10.21   	  76.30		
 39.37   	 84.53   	 10.52   	  40.69		
 40.28   	 83.92   	 10.68   	  55.95		
 45.17   	 85.14   	 10.91   	  55.95		
 54.02   	 88.81   	 11.13   	  45.78		
 61.34   	 92.16   	 11.31   	  45.78		
 61.65   	 90.64   	 11.50   	  35.61		
 53.71   	 81.18   	 11.64   	  35.61		
 42.11   	 61.65   	 11.78   	  45.78		
 32.96   	 34.48   	 11.96   	  50.86		
 28.69   	  4.58   	 12.17   	  55.95		
 26.86   	-22.28   	 12.39   	  71.21		
 23.50   	-42.11   	 12.68   	  91.56		
 17.09   	-53.71   	 13.04   	  96.64		
  9.77   	-58.29   	 13.43   	  96.64		
  4.88   	-57.98   	 13.81   	  91.56		
  3.36   	-56.15   	 14.18   	 218.72		
  4.88   	-55.24   	 15.06   	 284.84		
  8.85   	-55.54   	 16.20   	 -10.17		
 15.26   	-56.46   	 16.15   	 -55.95		
 22.89   	-56.46   	 15.93   	  55.95		
 28.99   	-55.54   	 16.15   	-127.16		
 30.82   	-54.32   	 15.65   	-223.80		
 27.47   	-53.71   	 14.75   	-142.42		
 21.36   	-53.71   	 14.18   	-132.25		
 18.92   	-53.41   	 13.65   	-116.99		
 23.19   	-52.80   	 13.18   	 -61.04		
 32.96   	-50.96   	 12.94   	 -45.78		
 43.03   	-47.00   	 12.76   	 -30.52		
 47.91   	-37.84   	 12.63   	  -5.09		
 49.44   	-25.33   	 12.61(E)	  40.69		
 54.32   	-15.26   	 12.78   	  66.12		
 69.58   	 -9.46   	 13.04   	  81.38		
 91.55   	 -2.44   	 13.37   	  86.47		
104.98   	 14.04   	 13.71   	  91.56		
 88.81   	 35.10   	 14.08   	 111.90		
 33.26   	 41.20   	 14.53   	 122.07		
-50.05   	  7.93   	 15.02   	 101.73		
-130.00   	-66.22   	 15.42   	  55.95		
-180.05   	-144.04   	 15.65   	  -5.09		
-192.57   	-175.48(R)	 15.63   	 -66.12		
-182.80   	-139.16   	 15.36   	 -76.30		
-172.73   	-61.65   	 15.06   	 -86.47		
-174.87   	  1.53   	 14.71   	 -91.56		
-183.41   	  7.63   	 14.34   	 -61.04		
-186.16   	-42.11   	 14.10   	 -30.52		
-175.17   	-110.17   	 13.98   	 -15.26		
-154.72   	-156.56   	 13.92   	  -5.09		
-134.28   	-165.41   	 13.90   	  15.26		
-120.54   	-145.87   	 13.96   	  50.86		
-112.30   	-115.36   	 14.16   	  86.47		
-100.71   	-84.53   	 14.51   	 127.16		
-76.29   	-55.54   	 15.02   	 167.85		
-37.84   	-28.38   	 15.69   	 218.72		
  6.71   	 -7.63   	 16.56   	 289.93		
 43.03   	  0.92   	 17.72   	 325.53		
 58.59   	 -2.44   	 19.02   	 330.62		
 53.71   	-11.60   	 20.35   	 518.82		
 38.76   	-17.40   	 22.42   	 610.37		
 26.25   	-16.78   	 24.86   	 381.48		
 21.97   	-11.90   	 26.39   	 345.88		
 23.80   	 -7.93   	 27.77   	 386.57		
 25.94   	 -7.32   	 29.32   	 208.54		
 24.41   	 -8.85   	 30.15   	 111.90		
 20.14   	-10.07   	 30.60   	  30.52		
 15.56   	 -9.46   	 30.72   	 -66.12		
 11.29   	 -8.24   	 30.46   	 -45.78		
  6.41   	 -7.32   	 30.27   	 -10.17		
  1.53   	 -7.63   	 30.23   	 -61.04		
 -2.44   	 -8.85   	 29.99   	 -81.38		
 -4.88   	-10.68   	 29.66   	 -25.43		
 -6.41   	-12.21   	 29.56   	  30.52		
 -8.85   	-12.82   	 29.68   	  96.64		
-12.51   	-12.82   	 30.07   	 147.51		
-16.78   	-12.21   	 30.66   	 167.85		
-19.84   	-10.68   	 31.33   	 198.37		
-20.45   	 -8.54   	 32.13   	 218.72		
-17.70   	 -5.19   	 33.00   	 183.11		
-13.12   	 -2.44   	 33.73   	 127.16		
 -9.16   	 -1.22   	 34.24   	  86.47		
 -8.24   	 -1.22   	 34.59   	  10.17		
-10.07   	 -2.14   	 34.63(S)	 -35.61		
-14.04   	 -2.75   	 34.49   	 -45.78		
-18.01   	 -3.05   	 34.30   	 -81.38		
-20.45   	 -2.75   	 33.98   	-116.99		
-21.97   	 -2.75   	 33.51   	-127.16		
-22.89   	 -3.05   	 33.00   	-147.51		
-23.50   	 -3.66   	 32.41   	-172.94		
-23.80   	 -3.97   	 31.72   	-152.59		
-21.67   	 -3.36   	 31.11   	-127.16		
-16.17   	 -1.53   	 30.60   	-111.90		
 -7.93   	  1.22   	 30.15   	-116.99		
  2.14   	  3.97   	 29.68   	-101.73		
 11.60   	  5.80   	 29.28   	 -76.30		
 19.84   	  6.71   	 28.97   	 -96.64		
 27.16   	  7.32   	 28.59   	-101.73		
 34.79   	  7.93   	 28.18   	 -81.38		
 44.25   	  8.54   	 27.85   	 -81.38		
 54.02   	  8.24   	 27.53   	 -61.04		
 60.73   	  6.71   	 27.28   	 -61.04		
 61.04   	  3.97   	 27.04   	 -61.04		
 53.71   	  0.61   	 26.80   	 -61.04		
 42.42   	 -1.83   	 26.55   	 -66.12		
 31.74   	 -3.66   	 26.29   	 -66.12		
 26.86   	 -4.88   	 26.02   	 -61.04		
 28.99   	 -6.41   	 25.78   	 -61.04		
 35.10   	 -8.85   	 25.53   	 -61.04		
 40.59   	-12.21   	 25.29   	 -61.04		
 43.03   	-15.26   	 25.05   	 -55.95		
 42.42   	-17.40   	 24.82   	 -55.95		
 40.59   	-17.70   	 24.60   	 -66.12		
 38.45   	-16.17   	 24.33   	 -66.12		
 34.48   	-14.34   	 24.07   	 -55.95		
 27.16   	-13.12   	 23.85   	 -45.78		
 16.78   	-12.51   	 23.66   	 -50.86		
  7.02   	-12.82   	 23.46   	 -61.04		
  3.36   	-12.82   	 23.21   	 -71.21		
  9.16   	-12.51   	 22.93   	 -66.12		
 23.19   	-12.21   	 22.67   	 -61.04		
 41.81   	-11.29   	 22.42   	 -76.30		
 59.20   	 -9.16   	 22.12   	 -91.56		
 72.63   	 -6.41   	 21.75   	 -96.64		
 80.57   	 -2.44   	 21.36   	 -86.47		
 84.23   	  1.22   	 21.02   	 -86.47		
 86.36   	  4.27   	 20.67   	-106.82		
 87.89   	  6.71   	 20.24   	-116.99		
 88.50   	  8.54   	 19.78   	-122.07		
 86.36   	 10.07   	 19.29   	-132.25		
 80.26   	 10.68   	 18.76   	-157.68		
 71.72   	 11.29   	 18.13   	-203.46		
 63.78   	 11.90   	 17.31   	-223.80		
 59.20   	 12.82   	 16.42   	-198.37		
 56.46   	 13.73   	 15.63   	-228.89		
 52.80   	 13.12   	 14.71   	-264.50		
 45.47   	 11.60   	 13.65   	-239.06		
 35.71   	  8.54   	 12.70   	-213.63		
 26.55   	  5.19   	 11.84   	-188.20		
 20.75   	  1.83   	 11.09   	-162.77		
 18.31   	 -1.53   	 10.44   	-142.42		
 16.48   	 -4.27   	  9.87   	-116.99		
 14.65   	 -6.71   	  9.40   	-106.82		
 14.65   	 -8.24   	  8.97   	-111.90		
 19.53   	 -9.16   	  8.52   	-116.99		
 29.91   	-10.07   	  8.06   	 -91.56		
 42.72   	-10.68   	  7.69   	 -61.04		
 51.57   	-11.29   	  7.45   	 -55.95		
 52.19   	-11.60   	  7.22   	 -61.04		
 45.78   	-11.60   	  6.98   	 -10.17		
 37.54   	-12.51   	  6.94   	   0.00		
 32.65   	-14.04   	  6.94   	 -50.86		
 32.65   	-15.87   	  6.73   	 -35.61		
 36.01   	-17.40   	  6.59   	  20.35		
 38.76   	-18.01   	  6.67   	  45.78		
 36.93   	-18.31   	  6.86   	  35.61		
 28.69   	-19.84   	  7.00   	   5.09		
 14.65   	-22.28   	  7.02   	 -30.52		
 -0.92   	-24.72   	  6.90   	 -45.78		
-12.21   	-25.94   	  6.71   	 -55.95		
-15.26   	-25.33   	  6.49   	 -71.21		
-11.29   	-23.80   	  6.21   	-106.82		
 -4.88   	-22.58   	  5.78   	-122.07		
 -0.92   	-21.36   	  5.29   	-132.25		
 -0.61   	-20.75   	  4.76   	-106.82		
 -2.14   	-19.84   	  4.33   	 -50.86		
 -1.53   	-18.92   	  4.13(D)	   5.09		
  2.44   	-18.01   	  4.15   	  30.52		
  7.93   	-17.09   	  4.27   	  55.95		
 11.90   	-17.09   	  4.50   	  55.95		
 11.60   	-18.31   	  4.72   	  50.86		
  6.71   	-20.14   	  4.92   	  40.69		
 -0.61   	-21.36   	  5.09   	  50.86		
 -7.02   	-21.67   	  5.29   	  50.86		
-10.07   	-20.45   	  5.49   	  25.43		
 -9.16   	-19.23   	  5.60   	  25.43		
 -7.02   	-18.92   	  5.70   	  61.04		
 -4.58   	-19.53   	  5.94   	 116.99		
 -1.53   	-19.84   	  6.41   	 147.51		
  4.27   	-19.53   	  7.00   	 183.11		
 13.43   	-18.01   	  7.73   	 193.29		
 22.58   	-16.17   	  8.50   	 198.37		
 26.86   	-15.26   	  9.30   	 198.37		
 24.11   	-15.26   	 10.09   	 183.11		
 17.09   	-16.17   	 10.82   	 127.16		
 11.29   	-17.09   	 11.33   	  71.21		
 10.99   	-17.09   	 11.62   	   5.09		
 15.87   	-14.95   	 11.64   	 -50.86		
 20.75   	 -7.32   	 11.43   	 -86.47		
 22.28   	  7.02   	 11.09   	-111.90		
 19.84   	 28.08   	 10.64   	-111.90		
 17.40   	 52.19   	 10.19   	 -91.56		
 18.31   	 73.55   	  9.83   	 -71.21		
 28.99   	 94.60   	  9.54   	  15.26		
 30.52   	 95.52   	  9.60   	  40.69		
 27.47   	 93.99   	  9.77   	  66.12		
 23.80   	 94.30   	 10.03   	  91.56		
 23.80   	 96.74   	 10.40   	  81.38		
 26.86   	100.10   	 10.72   	  55.95		
 28.69   	 99.49   	 10.95   	  45.78		
 25.63   	 90.03   	 11.13   	  66.12		
 17.09   	 69.27   	 11.39   	 106.82		
  8.85   	 39.67   	 11.82   	 122.07		
  4.27   	  6.71   	 12.31   	  96.64		
  3.97   	-22.89   	 12.70   	  76.30		
  3.36   	-45.17   	 13.00   	  50.86		
  0.00   	-57.98   	 13.20   	  30.52		
 -4.88   	-62.87   	 13.33   	 -15.26		
 -7.02   	-61.65   	 13.27   	 -25.43		
 -2.75   	-58.59   	 13.16   	 -10.17		
  8.54   	-56.15   	 13.12   	  20.35		
 23.50   	-54.02   	 13.20   	  55.95		
 36.32   	-49.74   	 13.43   	 162.77		
 43.03   	-40.89   	 14.08   	 356.05		
 42.42   	-26.25   	 15.50   	 244.15		
 36.01   	 -8.85   	 16.48   	  71.21		
 24.72   	  5.80   	 16.76   	  55.95		
 11.90   	 14.04   	 16.99   	-137.33		
  2.14   	 15.87   	 16.44   	-330.62		
  0.31   	 14.65   	 15.12   	-310.27		
  8.85   	 12.82   	 13.88   	-259.41		
 25.63   	 13.43   	 12.84   	-213.63		
 42.11   	 18.31   	 11.98   	 -76.30		
 51.57   	 24.72   	 11.68   	  55.95		
 54.93   	 28.69   	 11.90(E)	 162.77		
 59.20   	 28.99   	 12.55   	 249.24		
 69.27   	 31.74   	 13.55   	 295.01		
 78.43   	 43.64   	 14.73   	 264.50		
 70.19   	 60.73   	 15.79   	 193.29		
 29.60   	 64.39   	 16.56   	 111.90		
-39.67   	 30.82   	 17.01   	  10.17		
-113.83   	-44.56   	 17.05   	 -91.56		
-165.41   	-129.09   	 16.68   	-147.51		
-181.88   	-171.20(R)	 16.09   	-157.68		
-172.42   	-144.04   	 15.46   	-157.68		
-159.00   	-68.66   	 14.83   	-127.16		
-157.78   	  0.31   	 14.32   	 -86.47		
-167.24   	 15.26   	 13.98   	 -50.86		
-175.78   	-29.30   	 13.77   	 -30.52		
-173.34   	-99.18   	 13.65   	   0.00		
-158.08   	-151.06   	 13.65   	  20.35		
-135.50   	-165.71   	 13.73   	  35.61		
-112.30   	-149.54   	 13.88   	  61.04		
-89.72   	-120.54   	 14.12   	 101.73		
-66.53   	-90.94   	 14.53   	 162.77		
-39.67   	-63.17   	 15.18   	 249.24		
 -8.54   	-36.62   	 16.17   	 305.19		
 21.97   	-14.65   	 17.40   	 340.79		
 45.47   	 -3.66   	 18.76   	 340.79		
 56.76   	 -5.19   	 20.12   	 249.24		
 55.85   	-13.43   	 21.12   	 295.01		
 47.30   	-19.53   	 22.30   	 462.87		
 38.76   	-18.92   	 24.15   	 437.43		
 34.48   	-13.12   	 25.90   	 381.48		
 34.18   	 -7.63   	 27.43   	 401.83		
 35.71   	 -6.41   	 29.03   	 259.41		
 36.62   	 -7.93   	 30.07   	  81.38		
 35.40   	 -9.46   	 30.40   	 -25.43		
 32.65   	-10.07   	 30.29   	 -91.56		
 29.60   	-10.07   	 29.93   	 -55.95		
 27.47   	-10.99   	 29.70   	 -30.52		
 25.63   	-12.82   	 29.58   	 -66.12		
 22.28   	-14.65   	 29.32   	 -71.21		
 18.31   	-15.56   	 29.03   	  -5.09		
 16.78   	-14.65   	 29.01   	  76.30		
 22.28   	-12.21   	 29.32   	 147.51		
 34.48   	 -8.85   	 29.91   	 167.85		
 47.00   	 -5.80   	 30.58   	 193.29		
 52.19   	 -3.05   	 31.35   	 223.80		
 47.61   	 -1.53   	 32.25   	 208.54		
 38.76   	 -0.92   	 33.08   	 172.94		
 32.04   	 -0.92   	 33.77   	 127.16		
 29.91   	 -1.83   	 34.28   	  96.64		
 28.38   	 -3.05   	 34.67   	  55.95		
 21.36   	 -4.27   	 34.89(S)	 -10.17		
  9.16   	 -4.88   	 34.85   	 -66.12		
 -3.05   	 -5.19   	 34.59   	-106.82		
 -8.24   	 -5.19   	 34.16   	-137.33		
 -4.88   	 -4.88   	 33.61   	-157.68		
  3.05   	 -4.88   	 32.98   	-167.85		
  9.16   	 -4.88   	 32.31   	-157.68		
  9.46   	 -4.58   	 31.68   	-127.16		
  4.27   	 -3.97   	 31.17   	-127.16		
 -2.14   	 -2.44   	 30.66   	-127.16		
 -5.80   	 -0.31   	 30.15   	 -71.21		
 -7.02   	  1.83   	 29.87   	 -55.95		
 -7.32   	  3.05   	 29.64   	 -50.86		
 -9.16   	  2.75   	 29.44   	 -30.52		
-13.12   	  0.92   	 29.32   	 -40.69		
-17.70   	 -1.83   	 29.16   	 -61.04		
-21.67   	 -5.19   	 28.91   	 -86.47		
-23.80   	 -8.24   	 28.57   	 -81.38		
-22.89   	-10.68   	 28.24   	 -76.30		
-17.09   	-12.51   	 27.93   	-101.73		
 -7.63   	-13.73   	 27.53   	-106.82		
  2.75   	-14.65   	 27.10   	 -91.56		
  9.46   	-15.87   	 26.73   	 -81.38		
 10.68   	-17.40   	 26.41   	 -55.95		
  7.02   	-18.92   	 26.19   	 -45.78		
  1.83   	-20.75   	 26.00   	 -71.21		
