SAMPLE NUMBER:   10
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  RV     	  RV'		
 43.33   	-15.56   	 21.99   	-157.68		
 33.87   	-22.28   	 21.36   	-152.59		
 32.35   	-37.84   	 20.75   	-142.42		
 34.48   	-50.05   	 20.18   	-132.25		
 36.62   	-50.96   	 19.65   	-137.33		
 35.71   	-40.89   	 19.10   	-147.51		
 28.69   	-25.63   	 18.51   	-162.77		
 17.09   	 -8.24   	 17.86   	-167.85		
  3.97   	  3.36   	 17.19   	-178.03		
 -6.71   	  3.05   	 16.48   	-172.94		
-12.82   	 -7.93   	 15.79   	-167.85		
-13.12   	-29.60   	 15.12   	-162.77		
 -8.54   	-57.68   	 14.47   	-157.68		
 -0.31   	-83.01   	 13.84   	-142.42		
 10.07   	-102.84   	 13.27   	-137.33		
 20.75   	-118.41   	 12.72   	-142.42		
 29.30   	-128.17   	 12.15   	-142.42		
 34.18   	-130.00   	 11.58   	-147.51		
 38.76   	-119.32   	 10.99   	-147.51		
 46.39   	-90.03   	 10.40   	-152.59		
 58.29   	-41.20   	  9.79   	-157.68		
 71.11   	 19.84   	  9.16   	-167.85		
 79.65   	 76.29   	  8.48   	-162.77		
 80.87   	109.86   	  7.83   	-147.51		
 80.87   	109.86   	  7.24   	-157.68		
 79.65   	 84.23   	  6.61   	-142.42		
 79.65   	 84.23   	  6.04   	-137.33		
 98.57   	-21.97   	  5.49   	-122.07		
 98.57   	-21.97   	  5.01   	 -96.64		
 93.99   	-97.05   	  4.62   	 -86.47		
 93.99   	-97.05   	  4.27   	 -55.95		
 49.13   	-81.18   	  4.05   	 -50.86		
 49.13   	-81.18   	  3.85   	 -20.35		
 13.73   	-95.21   	  3.76   	 -20.35		
 13.73   	-95.21   	  3.68   	  20.35		
 14.95   	-168.15   	  3.76   	  30.52		
 21.67   	-177.61   	  3.89   	  40.69		
 23.80   	-166.93   	  4.05   	  45.78		
 17.40   	-155.64   	  4.23   	  45.78		
  7.63   	-159.91   	  4.42   	  45.78		
  7.02   	-170.90   	  4.60   	  45.78		
 24.72   	-164.49   	  4.78   	  40.69		
 59.81   	-124.82   	  4.94   	  35.61		
104.06   	-50.05   	  5.09   	  20.35		
151.37   	 64.09   	  5.17   	  10.17		
194.40   	244.75   	  5.21   	  -5.09		
217.90   	529.17   	  5.19   	 -15.26		
188.90   	905.46   	  5.13   	 -20.35		
 69.58   	1269.53   	  5.05   	 -40.69		
-415.34   	1333.62(R)	  4.88(E)	 -50.86		
-645.14   	924.38   	  4.68   	 -55.95		
-758.36   	402.53   	  4.46   	 -66.12		
-730.29   	-16.17   	  4.19   	 -71.21		
-599.06   	-218.20   	  3.91   	 -81.38		
-430.91   	-239.87   	  3.58   	 -86.47		
-280.15   	-202.33   	  3.23   	 -96.64		
-166.32   	-199.58   	  2.85   	-106.82		
-86.06   	-239.56   	  2.42   	-122.07		
-32.65   	-276.18   	  1.93   	-142.42		
 -1.83   	-273.74   	  1.36   	-157.68		
  8.85   	-243.23   	  0.73   	-162.77		
  6.10   	-220.34   	  0.08   	-152.59		
 -0.92   	-225.83   	 -0.53   	-142.42		
 -5.80   	-250.55   	 -1.10   	-122.07		
 -5.80   	-271.91   	 -1.59   	 -96.64		
 -2.44   	-275.57   	 -1.97   	 -55.95		
  1.53   	-265.20   	 -2.20   	 -20.35		
  5.49   	-255.43   	 -2.28(D)	  35.61		
  8.85   	-255.74   	 -2.14   	  91.56		
 13.43   	-263.37   	 -1.77   	 142.42		
 18.62   	-269.17   	 -1.20   	 183.11		
 23.19   	-267.64   	 -0.47   	 218.72		
 27.16   	-262.76   	  0.41   	 198.37		
 27.16   	-262.76   	  1.20   	 269.58		
 35.10   	-255.74   	  2.28   	 239.06		
 35.10   	-255.74   	  3.23   	 254.32		
 46.69   	-227.97   	  4.25   	 218.72		
 46.69   	-227.97   	  5.13   	 208.54		
 49.13   	-203.25   	  5.96   	 183.11		
 49.13   	-203.25   	  6.69   	 157.68		
 53.71   	-232.54   	  7.32   	 137.33		
 53.71   	-232.54   	  7.87   	 127.16		
 73.24   	-223.69   	  8.38   	 111.90		
 73.24   	-223.69   	  8.83   	 137.33		
 82.09   	-168.46   	  9.38   	 137.33		
 79.04   	-161.13   	  9.93   	 147.51		
 74.46   	-171.20   	 10.52   	 137.33		
 73.55   	-182.50   	 11.07   	 132.25		
 78.13   	-182.19   	 11.60   	 122.07		
 88.20   	-171.20   	 12.09   	 101.73		
 98.88   	-162.05   	 12.49   	  81.38		
105.90   	-165.71   	 12.82   	  61.04		
107.42   	-181.27   	 13.06   	  50.86		
106.20   	-196.23   	 13.27   	  35.61		
108.34   	-198.06   	 13.41   	  25.43		
115.97   	-185.24   	 13.51   	  20.35		
128.78   	-162.96   	 13.59   	  20.35		
143.13   	-140.08   	 13.67   	  20.35		
154.72   	-121.15   	 13.75   	  25.43		
162.35   	-107.42   	 13.86   	  35.61		
167.24   	-98.88   	 14.00   	  40.69		
168.46   	-95.52   	 14.16   	  45.78		
165.71   	-97.96   	 14.34   	  40.69		
158.39   	-108.34   	 14.51   	  50.86		
148.32   	-125.43   	 14.71   	  40.69		
137.63   	-142.82   	 14.87   	  35.61		
127.26   	-153.50   	 15.02   	  25.43		
117.49   	-152.28   	 15.12   	  10.17		
107.12   	-140.69   	 15.16   	   5.09		
 93.38   	-126.65   	 15.18   	 -15.26		
 75.99   	-116.88   	 15.12   	 -40.69		
 56.15   	-112.00   	 14.95   	 -55.95		
 36.93   	-112.92   	 14.73   	 -76.30		
 22.58   	-118.71   	 14.43   	-101.73		
 15.26   	-128.78   	 14.02   	-132.25		
 13.73   	-138.85   	 13.49   	-147.51		
 14.04   	-138.55   	 12.90   	-172.94		
 12.82   	-121.15   	 12.21   	-193.29		
 11.29   	-93.69   	 11.43   	-218.72		
 11.29   	-70.19   	 10.56   	-233.98		
 13.73   	-60.12   	  9.62   	-254.32		
 16.78   	-62.26   	  8.61   	-254.32		
 17.70   	-65.92   	  7.59   	-228.89		
 17.70   	-65.92   	  6.67   	-264.50		
 15.56   	-47.30   	  5.62   	-233.98		
 15.56   	-47.30   	  4.68   	-239.06		
 28.08   	-22.89   	  3.72   	-208.54		
 28.08   	-22.89   	  2.89   	-193.29		
 58.90   	  6.71   	  2.12   	-167.85		
 58.90   	  6.71   	  1.44   	-147.51		
 83.92   	102.23   	  0.85   	-127.16		
 83.92   	102.23   	  0.35   	-101.73		
 86.36   	209.96   	 -0.06   	 -86.47		
 86.36   	209.96   	 -0.41   	 -50.86		
 85.14   	214.84   	 -0.61   	 -30.52		
 86.06   	168.46   	 -0.73   	 -15.26		
 83.62   	100.10   	 -0.79   	   5.09		
 75.07   	 23.80   	 -0.77   	  15.26		
 61.04   	-42.42   	 -0.71   	  25.43		
 44.25   	-86.06   	 -0.61   	  35.61		
 28.99   	-106.51   	 -0.47   	  40.69		
 18.92   	-112.61   	 -0.31   	  45.78		
 16.78   	-111.69   	 -0.12   	  55.95		
 22.58   	-108.34   	  0.10   	  45.78		
 34.18   	-102.54   	  0.28   	  45.78		
 45.47   	-96.44   	  0.47   	  45.78		
 48.83   	-94.60   	  0.65   	  45.78		
 41.81   	-100.40   	  0.83   	  50.86		
 26.86   	-106.51   	  1.04   	  50.86		
 10.07   	-103.15   	  1.24   	  50.86		
 -1.22   	-91.25   	  1.44   	  50.86		
 -0.61   	-83.92   	  1.65   	  50.86		
 17.40   	-88.50   	  1.85   	  55.95		
 54.93   	-78.13   	  2.08   	  45.78		
102.23   	 15.87   	  2.26   	  45.78		
132.45   	256.96   	  2.44   	  40.69		
106.51   	625.00   	  2.60   	  40.69		
 -8.24   	977.17(R)	  2.77(E)	  61.04		
-439.15   	925.29   	  3.01   	  55.95		
-626.53   	464.17   	  3.23   	  50.86		
-705.26   	-46.69   	  3.44   	  35.61		
-660.10   	-381.47   	  3.58   	  35.61		
-525.82   	-455.93   	  3.72   	  30.52		
-361.94   	-352.17   	  3.85   	  30.52		
-218.81   	-221.25   	  3.97   	  30.52		
-117.49   	-162.35   	  4.09   	  40.69		
-56.46   	-178.83   	  4.25   	  45.78		
-25.33   	-218.20   	  4.44   	  55.95		
-13.43   	-239.56   	  4.66   	  61.04		
-11.90   	-238.04   	  4.90   	  66.12		
-14.34   	-227.36   	  5.17   	  81.38		
-16.78   	-218.20   	  5.49   	 111.90		
-16.48   	-210.88   	  5.94   	  96.64		
-16.48   	-210.88   	  6.33   	 193.29		
 -7.63   	-194.70   	  7.10   	 167.85		
 -7.63   	-194.70   	  7.77   	 325.53		
  2.75   	-174.26   	  9.07   	 279.75		
  2.75   	-174.26   	 10.19   	 473.04		
  2.44   	-151.37   	 12.09   	 412.00		
  2.44   	-151.37   	 13.73   	 559.51		
  0.61   	-152.89   	 15.97   	 493.39		
  0.61   	-152.89   	 17.94   	 539.16		
 11.90   	-190.43   	 20.10   	 467.95		
 11.90   	-190.43   	 21.97   	 422.18		
 22.89   	-265.50   	 23.66   	 345.88		
 25.02   	-283.20   	 25.05   	 284.84		
 27.16   	-260.01   	 26.19   	 223.80		
 31.74   	-193.48   	 27.08   	 167.85		
 40.28   	-114.44   	 27.75   	 127.16		
 50.66   	-76.60   	 28.26   	 111.90		
 59.81   	-103.45   	 28.71   	 101.73		
 65.31   	-162.35   	 29.11   	 101.73		
 67.14   	-197.14   	 29.52   	 116.99		
 67.75   	-175.17   	 29.99   	 127.16		
 70.80   	-116.27   	 30.50   	 132.25		
 76.60   	-78.43   	 31.03   	 122.07		
 83.62   	-107.12   	 31.52   	 106.82		
 90.33   	-184.63   	 31.94   	  81.38		
 96.74   	-247.19   	 32.27   	  55.95		
102.84   	-246.58   	 32.49   	  25.43		
108.95   	-188.60   	 32.59(S)	   0.00		
114.14   	-120.54   	 32.59   	 -30.52		
116.88   	-86.36   	 32.47   	 -50.86		
116.88   	-92.16   	 32.27   	 -71.21		
117.19   	-102.54   	 31.98   	 -81.38		
122.38   	-78.43   	 31.66   	 -81.38		
132.75   	-18.01   	 31.33   	 -91.56		
144.96   	 44.56   	 30.97   	 -91.56		
153.81   	 73.85   	 30.60   	-101.73		
155.03   	 59.81   	 30.19   	 -96.64		
148.62   	 20.14   	 29.81   	-101.73		
138.85   	-10.38   	 29.40   	-101.73		
129.39   	-13.43   	 28.99   	-101.73		
120.85   	  3.05   	 28.59   	-101.73		
113.22   	 18.92   	 28.18   	-111.90		
105.59   	 21.36   	 27.73   	-122.07		
 96.44   	 15.87   	 27.24   	-132.25		
 83.92   	 17.40   	 26.71   	-127.16		
 68.66   	 26.86   	 26.21   	-137.33		
 52.19   	 25.63   	 25.66   	-142.42		
 36.62   	  0.00   	 25.09   	-157.68		
 24.11   	-41.81   	 24.46   	-183.11		
 16.48   	-74.46   	 23.72   	-152.59		
 16.48   	-74.46   	 23.11   	-228.89		
 10.38   	-38.45   	 22.20   	-203.46		
 10.38   	-38.45   	 21.38   	-254.32		
  7.02   	 15.56   	 20.37   	-218.72		
  7.02   	 15.56   	 19.49   	-259.41		
  3.05   	-46.39   	 18.45   	-228.89		
  3.05   	-46.39   	 17.54   	-264.50		
  0.92   	-94.91   	 16.48   	-233.98		
  0.92   	-94.91   	 15.54   	-300.10		
 -0.61   	-61.04   	 14.34   	-259.41		
 -0.61   	-61.04   	 13.31   	-310.27		
 11.29   	 -8.85   	 12.07   	-289.93		
 24.72   	 23.80   	 10.91   	-259.41		
 39.98   	 60.73   	  9.87   	-208.54		
 54.63   	 93.08   	  9.03   	-162.77		
 69.27   	109.25   	  8.38   	-106.82		
 82.70   	113.53   	  7.96   	 -66.12		
 92.77   	126.34   	  7.69   	 -30.52		
 95.52   	160.52   	  7.57   	 -10.17		
 89.72   	204.47   	  7.53   	 -10.17		
 81.18   	228.88   	  7.49   	 -10.17		
 79.65   	211.18   	  7.45   	 -10.17		
 91.86   	158.08   	  7.41   	 -15.26		
113.83   	101.93   	  7.34   	 -20.35		
133.06   	 64.39   	  7.26   	 -20.35		
136.41   	 42.72   	  7.18   	 -10.17		
118.71   	 18.62   	  7.14   	 -10.17		
 85.45   	-20.45   	  7.10   	  -5.09		
 50.05   	-59.20   	  7.08(D)	   0.00		
 22.89   	-79.04   	  7.08   	   0.00		
  6.41   	-78.43   	  7.08   	  10.17		
 -4.58   	-73.85   	  7.12   	  15.26		
-14.65   	-81.18   	  7.18   	  20.35		
-24.11   	-99.49   	  7.26   	  25.43		
-29.30   	-115.97   	  7.37   	  30.52		
-28.38   	-119.63   	  7.49   	  30.52		
-22.89   	-110.47   	  7.61   	  35.61		
-14.95   	-95.52   	  7.75   	  50.86		
 -4.88   	-83.01   	  7.96   	  50.86		
 15.26   	-68.66   	  8.16   	  61.04		
 54.93   	-30.21   	  8.40   	  66.12		
108.03   	 67.75   	  8.67   	  71.21		
146.18   	266.72   	  8.95   	  76.30		
127.56   	575.87   	  9.26   	  76.30		
 17.70   	909.73   	  9.56   	  71.21		
-179.75   	1106.87(R)	  9.85(E)	  61.04		
-607.30   	678.41   	 10.09   	  50.86		
-695.80   	196.84   	 10.29   	  40.69		
-661.93   	-199.28   	 10.46   	  35.61		
-661.93   	-199.28   	 10.60   	  25.43		
-375.98   	-354.31   	 10.70   	  25.43		
-375.98   	-354.31   	 10.80   	  25.43		
-119.32   	-160.83   	 10.91   	  20.35		
-119.32   	-160.83   	 10.99   	  35.61		
-15.87   	-148.62   	 11.13   	  35.61		
-15.87   	-148.62   	 11.27   	  35.61		
 -3.97   	-190.12   	 11.41   	  35.61		
 -3.97   	-190.12   	 11.56   	  35.61		
 -7.32   	-200.50   	 11.70   	  35.61		
 -7.32   	-200.50   	 11.84   	  91.56		
 -0.92   	-187.38   	 12.21   	 127.16		
  1.83   	-172.12   	 12.72   	 167.85		
  3.36   	-155.03   	 13.39   	 233.98		
  3.66   	-140.38   	 14.32   	 320.45		
  2.44   	-132.75   	 15.61   	 386.57		
  1.22   	-134.28   	 17.15   	 422.18		
  2.14   	-136.72   	 18.84   	 457.78		
  6.41   	-128.48   	 20.67   	 467.95		
 13.12   	-110.78   	 22.54   	 447.61		
 19.84   	-92.16   	 24.33   	 406.92		
 24.41   	-79.04   	 25.96   	 356.05		
 27.47   	-72.33   	 27.39   	 300.10		
 32.04   	-65.61   	 28.59   	 249.24		
 39.37   	-60.12   	 29.58   	 193.29		
 47.61   	-68.97   	 30.36   	 152.59		
 54.02   	-99.18   	 30.97   	 116.99		
 57.68   	-139.47   	 31.43   	 101.73		
 61.65   	-166.93   	 31.84   	  86.47		
 69.27   	-168.76   	 32.19   	  81.38		
 81.18   	-145.87   	 32.51   	  86.47		
 93.99   	-108.34   	 32.86   	  86.47		
102.84   	-63.17   	 33.20   	  91.56		
104.37   	-10.07   	 33.57   	  86.47		
101.01   	 44.56   	 33.92   	  76.30		
 97.05   	 77.21   	 34.22   	  71.21		
 96.13   	 66.83   	 34.51   	  50.86		
 99.79   	 18.31   	 34.71   	  25.43		
107.42   	-36.93   	 34.81(S)	   0.00		
117.49   	-66.53   	 34.81   	 -30.52		
127.87   	-59.81   	 34.69   	 -61.04		
136.72   	-33.26   	 34.45   	 -81.38		
143.43   	-13.43   	 34.12   	-101.73		
148.32   	 -5.80   	 33.71   	-111.90		
153.81   	  3.97   	 33.27   	-116.99		
161.44   	 27.16   	 32.80   	-116.99		
169.68   	 57.68   	 32.33   	-116.99		
175.48   	 74.46   	 31.86   	-111.90		
175.48   	 64.09   	 31.41   	-106.82		
169.07   	 45.17   	 30.99   	 -96.64		
169.07   	 45.17   	 30.60   	-111.90		
145.87   	 74.77   	 30.15   	 -96.64		
145.87   	 74.77   	 29.77   	-111.90		
120.24   	115.05   	 29.32   	 -96.64		
120.24   	115.05   	 28.93   	-122.07		
 95.21   	 27.77   	 28.44   	-106.82		
 95.21   	 27.77   	 28.02   	-147.51		
 70.80   	 -5.80   	 27.43   	-127.16		
 70.80   	 -5.80   	 26.92   	-178.03		
 43.64   	 -3.97   	 26.21   	-157.68		
 43.64   	 -3.97   	 25.57   	-223.80		
 25.63   	-35.40   	 24.68   	-239.06		
 23.80   	-13.12   	 23.72   	-249.24		
 23.19   	 40.28   	 22.73   	-259.41		
 20.75   	 88.20   	 21.69   	-259.41		
 17.09   	 96.74   	 20.65   	-269.58		
 14.65   	 60.73   	 19.57   	-284.84		
 15.26   	  5.19   	 18.43   	-300.10		
 19.23   	-31.43   	 17.23   	-315.36		
 25.02   	-21.97   	 15.97   	-320.45		
 29.60   	 25.02   	 14.69   	-310.27		
 32.96   	 82.70   	 13.45   	-284.84		
 36.62   	123.29   	 12.31   	-239.06		
 43.95   	125.73   	 11.35   	-198.37		
 58.90   	 93.69   	 10.56   	-152.59		
 83.31   	 57.07   	  9.95   	-111.90		
113.22   	 64.39   	  9.50   	 -81.38		
140.08   	138.85   	  9.18   	 -66.12		
154.11   	254.21   	  8.91   	 -45.78		
150.76   	354.92   	  8.73   	 -45.78		
135.19   	376.89   	  8.55   	 -40.69		
117.49   	304.26   	  8.38   	 -40.69		
104.68   	187.99   	  8.22   	 -40.69		
 97.05   	 89.72   	  8.06   	 -40.69		
 87.89   	 44.56   	  7.89   	 -40.69		
 71.41   	 43.33   	  7.73   	 -35.61		
 45.78   	 42.42   	  7.59   	 -35.61		
 18.01   	 13.43   	  7.45   	 -20.35		
 -3.36   	-44.86   	  7.37   	 -15.26		
-13.73   	-109.56   	  7.30   	 -10.17		
-15.56   	-134.58   	  7.26   	  -5.09		
-13.12   	-100.71   	  7.24   	   0.00		
-10.99   	-23.19   	  7.24   	   5.09		
-11.90   	 54.02   	  7.26   	  10.17		
-14.34   	 70.19   	  7.30   	  20.35		
-16.48   	 -2.44   	  7.39   	  20.35		
-17.70   	-132.75   	  7.47   	  30.52		
-16.78   	-246.89   	  7.59   	  35.61		
-10.38   	-276.79   	  7.73   	  30.52		
 10.07   	-205.69   	  7.85   	  30.52		
 10.07   	-205.69   	  7.98   	  30.52		
 99.49   	144.96   	  8.10   	  30.52		
 99.49   	144.96   	  8.22   	  20.35		
105.90   	722.96   	  8.30   	  20.35		
105.90   	722.96   	  8.38   	  15.26		
-214.23   	1072.69(R)	  8.44(E)	   5.09		
-624.69   	597.23   	  8.46   	   5.09		
-624.69   	597.23   	  8.48   	   0.00		
-638.43   	 -8.24   	  8.48   	   0.00		
-638.43   	 -8.24   	  8.48   	  10.17		
-339.36   	-172.12   	  8.52   	  20.35		
-200.20   	-234.99   	  8.61   	  25.43		
-102.84   	-312.81   	  8.71   	  30.52		
-44.25   	-341.80   	  8.83   	  35.61		
-14.34   	-267.03   	  8.97   	  45.78		
 -3.66   	-98.57   	  9.16   	  35.61		
 -3.66   	 71.72   	  9.30   	  30.52		
 -7.63   	134.28   	  9.42   	  40.69		
-11.29   	 57.07   	  9.58   	  55.95		
-11.29   	-98.57   	  9.81   	  76.30		
 -7.32   	-231.32   	 10.11   	 116.99		
 -1.53   	-275.57   	 10.58   	 157.68		
  3.97   	-233.46   	 11.21   	 208.54		
  8.24   	-152.28   	 12.04   	 284.84		
 11.60   	-79.96   	 13.18   	 361.14		
 14.04   	-39.98   	 14.63   	 406.92		
 16.78   	-36.62   	 16.26   	 452.69		
 20.14   	-63.78   	 18.07   	 462.87		
 23.80   	-106.51   	 19.92   	 447.61		
 27.47   	-138.24   	 21.71   	 401.83		
 31.13   	-133.06   	 23.32   	 356.05		
 35.71   	-93.38   	 24.74   	 295.01		
 40.89   	-50.05   	 25.92   	 233.98		
 47.00   	-33.26   	 26.86   	 178.03		
 54.02   	-43.95   	 27.57   	 132.25		
 61.34   	-61.65   	 28.10   	 101.73		
 68.36   	-63.48   	 28.50   	  81.38		
 73.85   	-45.78   	 28.83   	  76.30		
 78.43   	-26.86   	 29.14   	  71.21		
 82.09   	-26.25   	 29.42   	  76.30		
 86.36   	-45.47   	 29.73   	  86.47		
 91.25   	-66.53   	 30.07   	  86.47		
 96.74   	-69.58   	 30.42   	  91.56		
102.54   	-50.66   	 30.78   	  81.38		
107.73   	-21.67   	 31.11   	  71.21		
110.47   	 -3.05   	 31.39   	  50.86		
111.39   	 -1.83   	 31.60   	  25.43		
110.78   	 -6.71   	 31.70(S)	   0.00		
111.39   	 -3.05   	 31.70   	   0.00		
111.39   	 -3.05   	 31.70   	 -50.86		
123.60   	 18.31   	 31.50   	 -45.78		
123.60   	 18.31   	 31.31   	 -86.47		
145.26   	 30.21   	 30.97   	 -81.38		
145.26   	 30.21   	 30.64   	-106.82		
160.83   	 67.14   	 30.21   	 -96.64		
160.83   	 67.14   	 29.83   	-116.99		
160.22   	 80.87   	 29.36   	-101.73		
160.22   	 80.87   	 28.95   	-111.90		
146.48   	 71.72   	 28.50   	-101.73		
146.48   	 71.72   	 28.10   	-111.90		
133.06   	113.53   	 27.65   	-111.90		
125.43   	117.19   	 27.20   	-111.90		
115.05   	 89.42   	 26.75   	-111.90		
101.32   	 40.28   	 26.31   	-116.99		
 85.45   	 -6.10   	 25.84   	-122.07		
 70.50   	-24.41   	 25.35   	-137.33		
 57.68   	-11.90   	 24.80   	-147.51		
 47.30   	 18.92   	 24.21   	-167.85		
 39.06   	 54.63   	 23.54   	-188.20		
 32.35   	 83.62   	 22.79   	-203.46		
 27.77   	103.15   	 21.97   	-223.80		
 25.63   	111.08   	 21.08   	-239.06		
 25.33   	102.84   	 20.12   	-244.15		
 26.25   	 76.90   	 19.15   	-259.41		
 27.77   	 37.54   	 18.11   	-279.75		
 30.21   	  0.31   	 16.99   	-295.01		
 33.26   	-18.92   	 15.81   	-305.19		
 38.76   	-12.82   	 14.59   	-310.27		
 47.61   	 13.12   	 13.35   	-300.10		
 59.81   	 43.33   	 12.15   	-279.75		
 71.11   	 61.04   	 11.03   	-244.15		
 78.13   	 62.56   	 10.05   	-208.54		
 78.74   	 56.15   	  9.22   	-162.77		
 76.29   	 57.37   	  8.57   	-127.16		
 76.60   	 80.57   	  8.06   	 -91.56		
 81.48   	125.12   	  7.69   	 -76.30		
 87.28   	176.70   	  7.39   	 -61.04		
 88.20   	213.93   	  7.14   	 -55.95		
 80.57   	216.06   	  6.92   	 -61.04		
 68.05   	182.19   	  6.67   	 -61.04		
 59.81   	136.41   	  6.43   	 -61.04		
 60.73   	104.06   	  6.19   	 -61.04		
 67.44   	 95.52   	  5.94   	 -55.95		
 71.72   	 95.21   	  5.72   	 -55.95		
 65.31   	 72.02   	  5.49   	 -45.78		
 47.30   	 13.43   	  5.31   	 -30.52		
 23.19   	-54.63   	  5.19   	 -25.43		
  1.83   	-87.28   	  5.09   	 -15.26		
-11.60   	-65.61   	  5.03   	 -10.17		
-11.60   	-65.61   	  4.98(D)	   5.09		
-19.53   	  7.93   	  5.01   	  10.17		
-19.53   	  7.93   	  5.05   	  25.43		
-21.06   	-72.94   	  5.15   	  25.43		
-21.06   	-72.94   	  5.25   	  30.52		
-21.06   	-112.61   	  5.37   	  25.43		
-21.06   	-112.61   	  5.47   	  25.43		
-19.84   	-73.24   	  5.57   	  20.35		
-19.84   	-73.24   	  5.66   	  40.69		
 -5.80   	-149.23   	  5.82   	  35.61		
 -5.80   	-149.23   	  5.96   	  55.95		
 67.44   	-119.63   	  6.19   	  45.78		
115.36   	 90.64   	  6.37   	  45.78		
132.14   	455.02   	  6.55   	  35.61		
 75.38   	869.75   	  6.69   	  30.52		
-75.68   	1148.99(R)	  6.82(E)	  20.35		
-517.58   	801.39   	  6.90   	  15.26		
-662.23   	307.01   	  6.96   	  10.17		
-685.12   	-122.07   	  7.00   	  10.17		
-595.40   	-345.46   	  7.04   	  15.26		
-443.73   	-372.62   	  7.10   	  15.26		
-286.56   	-303.65   	  7.16   	  25.43		
-160.83   	-234.07   	  7.26   	  30.52		
-76.29   	-195.92   	  7.39   	  40.69		
-28.69   	-172.73   	  7.55   	  45.78		
-10.38   	-167.54   	  7.73   	  40.69		
-12.51   	-200.20   	  7.89   	  40.69		
-23.19   	-257.87   	  8.06   	  45.78		
-31.74   	-295.10   	  8.24   	  55.95		
-31.13   	-275.27   	  8.46   	  81.38		
-21.67   	-194.70   	  8.79   	 111.90		
 -9.16   	-94.30   	  9.24   	 162.77		
  0.92   	-40.59   	  9.89   	 218.72		
  6.10   	-66.83   	 10.76   	 300.10		
  7.32   	-144.96   	 11.96   	 371.31		
  7.63   	-224.91   	 13.45   	 427.26		
  9.77   	-264.28   	 15.16   	 467.95		
 13.73   	-244.75   	 17.03   	 503.56		
 18.92   	-183.41   	 19.04   	 498.47		
 22.89   	-124.51   	 21.04   	 457.78		
 25.63   	-103.76   	 22.87   	 406.92		
 28.38   	-121.77   	 24.50   	 340.79		
