SAMPLE NUMBER:   1
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  AO     	  AO'		  RV     	  RV'		
121.15   	205.08   	 73.86   	 717.19		 38.92   	 -81.38		
125.73   	220.64   	 76.72   	 696.84		 38.60   	  45.78		
131.84   	242.31   	 79.51   	 610.37		 38.78   	  15.26		
139.47   	267.64   	 81.95   	 406.92		 38.84   	  20.35		
146.79   	290.53   	 83.58   	 208.54		 38.92   	  81.38		
151.98   	307.62   	 84.41   	  66.12		 39.25   	   0.00		
155.03   	320.43   	 84.68   	  30.52		 39.25   	   0.00		
157.17   	333.86   	 84.80   	  25.43		 39.25   	  -5.09		
159.91   	352.17   	 84.90   	 116.99		 39.23   	 -30.52		
163.88   	374.76   	 85.37   	 203.46		 39.10   	 -30.52		
167.24   	397.34   	 86.18   	 228.89		 38.98   	 -25.43		
166.93   	415.34   	 87.10   	 315.36		 38.88   	 -71.21		
161.44   	425.72   	 88.36   	 371.31		 38.60   	 -86.47		
151.37   	427.86   	 89.85   	 330.62		 38.25   	 -76.30		
137.63   	420.53   	 91.17   	 340.79		 37.94   	 -76.30		
120.85   	401.00   	 92.53   	 315.36		 37.64   	 -45.78		
102.54   	368.65   	 93.79   	 223.80		 37.46   	 -45.78		
 83.62   	325.01   	 94.69   	 193.29		 37.27   	 -91.56		
 65.92   	275.88   	 95.46   	 178.03		 36.91   	 -81.38		
 50.35   	227.97   	 96.17   	 167.85		 36.58   	 -50.86		
 36.62   	183.72   	 96.85   	 183.11		 36.38   	 -30.52		
 24.72   	142.52   	 97.58   	 178.03		 36.26   	 -35.61		
 13.43   	101.62   	 98.29   	 172.94		 36.11   	 -50.86		
  2.75   	 61.04   	 98.98   	 350.97		 35.91   	 -61.04		
-14.65   	 -5.19   	100.39   	 147.51		 35.67   	 -30.52		
-20.75   	-25.33   	100.98   	 162.77		 35.54   	 -35.61		
-24.72   	-38.76   	101.63   	 137.33		 35.40   	 -45.78		
-26.86   	-48.83   	102.18   	 101.73		 35.22   	 -76.30		
-26.86   	-57.98   	102.58   	  55.95		 34.91   	-106.82		
-25.63   	-66.83   	102.81   	  10.17		 34.49   	-122.07		
-25.94   	-75.38   	102.85   	 -30.52		 34.00   	-152.59		
-28.69   	-84.53   	102.73   	 -61.04		 33.39   	-223.80		
-33.57   	-94.30   	102.48   	 -61.04		 32.49   	-254.32		
-38.45   	-102.54   	102.24   	 -25.43		 31.47   	-320.45		
-39.98   	-106.81   	102.14   	 -66.12		 30.19   	-478.13		
-38.45   	-105.90   	101.87   	-101.73		 28.28   	-442.52		
-35.40   	-101.93   	101.46   	 -71.21		 26.51   	-300.10		
-32.65   	-99.18   	101.18   	 -76.30		 25.31   	-437.43		
-31.74   	-99.49   	100.87   	-101.73		 23.56   	-625.63		
-31.13   	-101.62   	100.47   	 -71.21		 21.06   	-437.43		
-29.60   	-102.54   	100.18   	 -96.64		 19.31   	-391.66		
-26.55   	-100.71   	 99.80   	-127.16		 17.74   	-386.57		
-23.50   	-95.83   	 99.29   	-101.73		 16.20   	-295.01		
-21.97   	-89.42   	 98.88   	 -96.64		 15.02   	-274.67		
-21.97   	-83.92   	 98.49   	-142.42		 13.92   	-208.54		
-22.28   	-79.65   	 97.92   	-167.85		 13.08   	-183.11		
-22.28   	-78.13   	 97.25   	-157.68		 12.35   	-172.94		
-21.36   	-79.35   	 96.62   	-178.03		 11.66   	-147.51		
-20.45   	-83.01   	 95.91   	-376.40		 11.07   	-335.71		
-21.36   	-89.72   	 94.40   	-198.37		  9.73   	-193.29		
-22.58   	-89.11   	 93.61   	-233.98		  8.95   	-198.37		
-23.50   	-84.84   	 92.68   	-228.89		  8.16   	-244.15		
-22.89   	-78.43   	 91.76   	-233.98		  7.18   	-305.19		
-21.36   	-71.72   	 90.82   	-244.15		  5.96   	-330.62		
-18.92   	-65.92   	 89.85   	-223.80		  4.64   	-391.66		
-17.09   	-62.26   	 88.95   	-198.37		  3.07   	-478.13		
-16.48   	-61.34   	 88.16   	-183.11		  1.16   	-488.30		
-17.40   	-63.17   	 87.43   	-167.85		 -0.79   	-488.30		
-19.84   	-67.44   	 86.75   	-142.42		 -2.75   	-437.43		
-22.28   	-71.41   	 86.18   	-122.07		 -4.50   	-259.41		
-23.19   	-72.94   	 85.70   	-101.73		 -5.53   	-122.07		
-21.36   	-71.41   	 85.29   	-101.73		 -6.02   	-101.73		
-17.70   	-67.14   	 84.88   	-101.73		 -6.43   	 -25.43		
-14.34   	-62.56   	 84.48   	 -91.56		 -6.53   	 167.85		
-13.73   	-60.12   	 84.11   	 -96.64		 -5.86   	 228.89		
-15.87   	-59.81   	 83.72   	-116.99		 -4.94   	 274.67		
-18.92   	-60.12   	 83.26   	-122.07		 -3.85   	 345.88		
-20.75   	-60.12   	 82.77   	-122.07		 -2.46   	 279.75		
-19.23   	-59.81   	 82.28   	-122.07		 -1.34   	 223.80		
-16.17   	-59.20   	 81.79   	-106.82		 -0.45   	 249.24		
-13.12   	-58.90   	 81.36   	-101.73		  0.55   	 223.80		
-12.51   	-57.98   	 80.96   	 -91.56		  1.44   	 147.51		
-14.34   	-56.76   	 80.59   	 -66.12		  2.03   	 142.42		
-18.01   	-56.15   	 80.33   	 -66.12		  2.60   	 335.71		
-21.06   	-57.98   	 80.06   	 -86.47		  3.95   	 467.95		
-22.28   	-61.95   	 79.71   	 -96.64		  5.82   	 345.88		
-21.36   	-65.92   	 79.33   	-101.73		  7.20   	 178.03		
-19.53   	-67.14   	 78.92   	 -91.56		  7.91   	  50.86		
-16.78   	-62.26   	 78.56   	 -76.30		  8.12   	 -20.35		
-13.43   	-50.66   	 78.25   	 -81.38		  8.04   	 -20.35		
 -8.24   	-32.65   	 77.92   	 -71.21		  7.96   	   0.00		
 -1.83   	-10.38   	 77.64   	 -40.69		  7.96   	 -66.12		
  4.58   	 12.51   	 77.48   	 -35.61		  7.69   	 -76.30		
  8.85   	 34.48   	 77.33   	 -45.78		  7.39   	 -25.43		
 11.29   	 57.07   	 77.15   	 -35.61		  7.28   	 -40.69		
 13.12   	 82.40   	 77.01   	 -50.86		  7.12   	   5.09		
 16.17   	111.08   	 76.81   	 -71.21		  7.14   	 116.99		
 20.75   	140.69   	 76.52   	 -50.86		  7.61   	 137.33		
 26.86   	166.02   	 76.32   	 -66.12		  8.16   	 111.90		
 34.18   	183.72   	 76.05   	 -71.21		  8.61   	  81.38		
 42.11   	191.65   	 75.77   	 -50.86		  8.93   	  71.21		
 49.13   	189.21   	 75.56   	 -45.78		  9.22   	  76.30		
 52.49   	175.48   	 75.38   	 -45.78		  9.52   	  66.12		
 48.52   	150.15   	 75.20   	 -35.61		  9.79   	  40.69		
 36.01   	114.75   	 75.06   	 -45.78		  9.95   	  10.17		
 17.40   	 74.77   	 74.87   	 -45.78		  9.99   	 -35.61		
 -0.61   	 35.10   	 74.69   	 -25.43		  9.85   	 -20.35		
-11.90   	  0.31   	 74.59   	 -30.52		  9.77   	  50.86		
-14.04   	-28.38   	 74.47   	 -25.43		  9.97   	  66.12		
-10.07   	-49.44   	 74.36   	 -25.43		 10.23   	  55.95		
 -5.80   	-61.65   	 74.26   	 -25.43		 10.46   	  50.86		
 -6.10   	-68.05   	 74.16   	 -40.69		 10.66   	   0.00		
-10.99   	-72.63   	 74.00   	 -45.78		 10.66   	 -15.26		
-17.70   	-79.35   	 73.81   	 -55.95		 10.60   	  15.26		
-22.58   	-88.50   	 73.59   	 -50.86		 10.66   	  20.35		
-23.19   	-97.05   	 73.39   	 -45.78		 10.74   	   5.09		
-20.75   	-102.54   	 73.20   	 -45.78		 10.76   	   0.00		
-17.40   	-104.37   	 73.02   	 -40.69		 10.76   	 -25.43		
-15.56   	-104.98   	 72.86   	 -25.43		 10.66   	 -71.21		
-15.56   	-106.81   	 72.76   	 -15.26		 10.38   	 -91.56		
-15.56   	-108.34   	 72.70   	 -15.26		 10.01   	 -96.64		
-14.34   	-107.42   	 72.63   	 -15.26		  9.62   	-106.82		
-11.90   	-102.84   	 72.57   	 -15.26		  9.20   	 -66.12		
 -8.85   	-96.13   	 72.51   	 -20.35		  8.93   	  35.61		
 -6.41   	-93.38   	 72.43   	 -15.26		  9.07   	 127.16		
 -3.36   	-104.68   	 72.37   	 -10.17		  9.58   	 157.68		
  2.44   	-139.16   	 72.33   	 -40.69		 10.21   	 152.59		
 11.60   	-195.01   	 72.17   	 -35.61		 10.82   	 111.90		
 21.97   	-249.02   	 72.02   	 -35.61		 11.27   	  71.21		
 31.13   	-258.79   	 71.88   	 -35.61		 11.56   	  40.69		
 39.67   	-173.65   	 71.74   	 -25.43		 11.72   	  20.35		
 49.74   	 40.28   	 71.64   	 -30.52		 11.80   	   0.00		
 64.09   	379.03   	 71.52   	 -25.43		 11.80   	   5.09		
 79.04   	799.87   	 71.41   	 -10.17		 11.82   	 -30.52		
 82.40   	1230.16   	 71.37   	 -20.35		 11.70   	 -40.69		
 59.20   	1564.64(R)	 71.29   	 -30.52		 11.54   	 -45.78		
-90.03   	1516.72   	 71.17   	 -10.17		 11.35   	 -10.17		
-197.45   	1082.15   	 71.13   	 -25.43		 11.31   	 -15.26		
-293.27   	506.90   	 71.03   	 -15.26		 11.25   	 -10.17		
-350.04   	-28.08   	 70.97   	   0.00		 11.21   	   0.00		
-351.87   	-390.63   	 70.97   	 -10.17		 11.21   	  30.52		
-302.73   	-561.52   	 70.93   	 -15.26		 11.33   	  30.52		
-224.91   	-601.81   	 70.86   	 -15.26		 11.45   	  40.69		
-146.18   	-573.12   	 70.80   	 -25.43		 11.62   	  76.30		
-83.92   	-491.94   	 70.70   	 -20.35		 11.92   	 106.82		
-39.37   	-354.00   	 70.62   	 -20.35		 12.35   	 172.94		
 -7.32   	-183.41   	 70.54   	 -30.52		 13.04   	 310.27		
 15.56   	-38.45   	 70.42   	 -15.26		 14.28   	 412.00		
 28.38   	 29.30   	 70.36   	  -5.09		 15.93   	 335.71		
 31.43   	 16.78   	 70.34   	 -15.26		 17.27   	 228.89		
 29.30   	-29.91   	 70.27   	 -10.17		 18.19   	 442.52		
 28.38   	-58.29   	 70.23   	  -5.09		 19.96   	 803.66		
 33.26   	-49.74   	 70.21   	  10.17		 23.17   	 635.81		
 42.11   	-20.14   	 70.25   	   0.00		 25.72   	 432.35		
 50.66   	  5.80   	 70.25   	 -15.26		 27.45   	 590.03		
 55.24   	 14.65   	 70.19   	  -5.09		 29.81   	 651.07		
 56.46   	  9.16   	 70.17   	   5.09		 32.41   	 696.84		
 55.85   	 -0.61   	 70.19   	   0.00		 35.20   	 691.76		
 55.85   	 -5.19   	 70.19   	 -10.17		 37.97   	 564.60		
 57.37   	 -0.61   	 70.15   	  -5.09		 40.22   	 483.21		
 60.42   	  9.46   	 70.13   	 -50.86		 42.16   	 752.79		
 65.00   	 22.89   	 69.93   	 -35.61		 45.17   	 259.41		
 65.00   	 23.50   	 69.79   	 -20.35		 46.21   	 223.80		
 64.70   	 25.33   	 69.70   	 -20.35		 47.10   	 198.37		
 65.00   	 32.04   	 69.62   	 -10.17		 47.89   	 137.33		
 66.53   	 42.72   	 69.58   	 -15.26		 48.44   	  86.47		
 68.97   	 52.80   	 69.52   	 -25.43		 48.79   	  66.12		
 71.41   	 58.59   	 69.42   	 -15.26		 49.05   	  25.43		
 73.24   	 59.51   	 69.36   	 -20.35		 49.16   	 -15.26		
 74.16   	 58.90   	 69.28   	 -15.26		 49.09   	   5.09		
 73.85   	 60.12   	 69.22   	   0.00		 49.11   	  15.26		
 72.94   	 64.09   	 69.22   	 -10.17		 49.18   	   0.00		
 72.63   	 69.89   	 69.18   	 -30.52		 49.18   	  45.78		
 73.85   	 75.99   	 69.05   	 -20.35		 49.36   	  66.12		
 76.29   	 82.40   	 68.97   	 -20.35		 49.62   	   0.00		
 79.04   	 90.64   	 68.89   	 -25.43		 49.62   	  10.17		
 81.18   	101.32   	 68.79   	 -20.35		 49.66   	  40.69		
 83.01   	114.14   	 68.71   	  15.26		 49.83   	  30.52		
 85.45   	126.95   	 68.77   	  35.61		 49.95   	  10.17		
 88.81   	138.24   	 68.91   	  66.12		 49.99   	  25.43		
 93.08   	145.87   	 69.18   	 137.33		 50.09   	  20.35		
 97.96   	150.76   	 69.73   	 244.15		 50.17   	  10.17		
103.15   	154.72   	 70.70   	 396.74		 50.21   	  -5.09		
108.95   	159.91   	 72.29   	 600.20		 50.19   	 -30.52		
115.36   	169.07   	 74.69   	 788.40		 50.07   	 -61.04		
121.46   	181.27   	 77.84   	1795.52		 49.83   	-116.99		
133.06   	209.35   	 85.03   	 681.58		 49.36   	 -20.35		
138.85   	224.30   	 87.75   	 442.52		 49.28   	 -15.26		
144.65   	242.61   	 89.52   	 233.98		 49.22   	  -5.09		
150.15   	264.89   	 90.46   	  71.21		 49.20   	 -10.17		
154.42   	288.09   	 90.74   	  15.26		 49.16   	 -10.17		
158.39   	309.14   	 90.80   	  71.21		 49.11   	 -10.17		
163.27   	325.62   	 91.09   	 147.51		 49.07   	 -10.17		
169.68   	340.58   	 91.68   	 249.24		 49.03   	  -5.09		
177.92   	358.58   	 92.68   	 345.88		 49.01   	  10.17		
185.55   	382.08   	 94.06   	 401.83		 49.05   	   5.09		
191.04   	406.80   	 95.67   	 422.18		 49.07   	 -15.26		
191.96   	426.33   	 97.35   	 417.09		 49.01   	 -30.52		
187.68   	434.88   	 99.02   	 381.48		 48.89   	 -30.52		
178.53   	431.52   	100.55   	 340.79		 48.77   	 -35.61		
165.10   	417.18   	101.91   	 300.10		 48.63   	 -40.69		
148.62   	392.15   	103.11   	 259.41		 48.46   	 -45.78		
130.31   	356.75   	104.15   	 223.80		 48.28   	 -61.04		
111.08   	312.19   	105.05   	 218.72		 48.04   	 -50.86		
 92.47   	263.06   	105.92   	 218.72		 47.83   	 -55.95		
 75.07   	213.93   	106.80   	 218.72		 47.61   	 -76.30		
 59.51   	167.54   	107.67   	 233.98		 47.30   	 -76.30		
 46.39   	124.21   	108.61   	 249.24		 47.00   	 -55.95		
 36.62   	 83.01   	109.60   	 239.06		 46.77   	 -45.78		
 30.21   	 43.95   	110.56   	 198.37		 46.59   	 -30.52		
 26.25   	  9.16   	111.35   	 249.24		 46.47   	  15.26		
 21.36   	-39.67   	112.35   	  50.86		 46.53   	  25.43		
 17.40   	-54.32   	112.55   	  20.35		 46.63   	  30.52		
 12.51   	-65.00   	112.63   	   0.00		 46.75   	   0.00		
  7.63   	-75.07   	112.63   	 -15.26		 46.75   	 -55.95		
  4.88   	-86.36   	112.57   	  -5.09		 46.53   	 -96.64		
  3.97   	-97.35   	112.55   	 -20.35		 46.14   	-142.42		
  4.88   	-106.20   	112.47   	 -25.43		 45.57   	-188.20		
  6.10   	-110.47   	112.37   	 -25.43		 44.82   	-203.46		
  6.10   	-109.56   	112.27   	 -45.78		 44.01   	-228.89		
  5.19   	-107.12   	112.09   	 -55.95		 43.09   	-259.41		
  3.05   	-106.51   	111.86   	 -76.30		 42.05   	-300.10		
  0.92   	-110.17   	111.56   	 -96.64		 40.85   	-356.05		
 -0.92   	-115.36   	111.17   	-111.90		 39.43   	-432.35		
 -1.53   	-119.32   	110.72   	-106.82		 37.70   	-432.35		
 -1.22   	-120.85   	110.29   	-106.82		 35.97   	-437.43		
 -0.61   	-119.93   	109.87   	-111.90		 34.22   	-630.72		
  0.61   	-119.63   	109.42   	-116.99		 31.70   	-539.16		
  3.05   	-120.54   	108.95   	-127.16		 29.54   	-396.74		
  5.49   	-121.77   	108.44   	-137.33		 27.96   	-483.21		
  6.41   	-121.15   	107.89   	-142.42		 26.02   	-432.35		
  5.19   	-118.41   	107.32   	-142.42		 24.29   	-412.00		
  1.53   	-113.83   	106.75   	-152.59		 22.64   	-432.35		
 -2.14   	-108.64   	106.14   	-147.51		 20.92   	-401.83		
 -3.66   	-103.76   	105.55   	-152.59		 19.31   	-412.00		
 -2.75   	-101.01   	104.94   	-330.62		 17.66   	-834.18		
  1.53   	-103.76   	103.62   	-193.29		 14.32   	-340.79		
  2.14   	-110.17   	102.85   	-203.46		 12.96   	-269.58		
  1.53   	-117.49   	102.03   	-223.80		 11.88   	-213.63		
  0.92   	-122.68   	101.14   	-239.06		 11.03   	-157.68		
  0.31   	-123.60   	100.18   	-259.41		 10.40   	-137.33		
  0.00   	-120.24   	 99.15   	-264.50		  9.85   	-132.25		
 -0.31   	-114.14   	 98.09   	-264.50		  9.32   	-111.90		
 -0.92   	-107.12   	 97.03   	-254.32		  8.87   	 -91.56		
 -2.14   	-101.32   	 96.01   	-259.41		  8.50   	 -66.12		
 -2.44   	-98.27   	 94.97   	-239.06		  8.24   	 -55.95		
 -2.44   	-97.66   	 94.02   	-208.54		  8.02   	 -61.04		
 -2.14   	-99.18   	 93.18   	-178.03		  7.77   	 -86.47		
 -1.53   	-101.62   	 92.47   	-157.68		  7.43   	-101.73		
 -0.92   	-102.23   	 91.84   	-127.16		  7.02   	-152.59		
 -0.31   	-100.40   	 91.33   	-111.90		  6.41   	-218.72		
  0.92   	-96.74   	 90.88   	-101.73		  5.53   	-244.15		
  1.83   	-94.30   	 90.48   	-111.90		  4.56   	-233.98		
  0.92   	-95.21   	 90.03   	-127.16		  3.62   	-203.46		
 -1.22   	-99.49   	 89.52   	-127.16		  2.81   	-132.25		
 -4.27   	-104.06   	 89.01   	-137.33		  2.28   	 -45.78		
 -6.10   	-104.98   	 88.46   	-157.68		  2.10   	  25.43		
 -6.10   	-101.62   	 87.83   	-157.68		  2.20   	  91.56		Beg---------
 -4.27   	-96.13   	 87.20   	-152.59		  2.56   	 167.85		
 -1.83   	-91.55   	 86.59   	-147.51		  3.23   	 198.37		
  0.61   	-91.25   	 86.00   	-132.25		  4.03   	 239.06		
  2.75   	-93.99   	 85.47   	-116.99		  4.98   	 259.41		
  4.27   	-97.05   	 85.00   	-101.73		  6.02   	 254.32		
  4.88   	-98.57   	 84.60   	 -86.47		  7.04   	 203.46		
  4.27   	-97.66   	 84.25   	 -81.38		  7.85   	 122.07		
  1.83   	-97.05   	 83.93   	 -96.64		  8.34   	  71.21		
 -1.22   	-98.88   	 83.54   	 -86.47		  8.63   	  55.95		
 -4.27   	-104.37   	 83.19   	 -91.56		  8.85   	  30.52		
 -6.71   	-110.78   	 82.83   	 -96.64		  8.97   	   5.09		
 -7.63   	-114.44   	 82.44   	 -81.38		  8.99   	 -20.35		
 -7.32   	-112.61   	 82.12   	 -71.21		  8.91   	 -30.52		
 -4.88   	-105.59   	 81.83   	 -71.21		  8.79   	  15.26		
 -0.61   	-95.21   	 81.55   	 -71.21		  8.85   	  40.69		
  5.19   	-83.01   	 81.26   	 -71.21		  9.01   	  30.52		
 10.99   	-68.05   	 80.98   	 -76.30		  9.14   	  15.26		
 15.26   	-49.13   	 80.67   	 -81.38		  9.20   	  25.43		
 17.40   	-26.25   	 80.35   	 -76.30		  9.30   	  55.95		
 18.31   	 -3.66   	 80.04   	 -66.12		  9.52   	  96.64		
 20.14   	 16.17   	 79.78   	 -45.78		  9.91   	 132.25		
 23.80   	 33.87   	 79.59   	 -40.69		 10.44   	 147.51		
 28.69   	 52.49   	 79.43   	 -50.86		 11.03   	 137.33		
 33.26   	 74.16   	 79.23   	 -45.78		 11.58   	  96.64		
 36.62   	 95.52   	 79.04   	 -50.86		 11.96   	  45.78		
 38.76   	110.47   	 78.84   	 -71.21		 12.15   	  15.26		
 41.81   	115.97   	 78.56   	 -71.21		 12.21   	 -20.35		
 48.22   	112.61   	 78.27   	 -55.95		 12.13   	 -55.95		
 55.85   	101.93   	 78.05   	 -61.04		 11.90   	 -71.21		
 59.81   	 85.14   	 77.80   	 -61.04		 11.62   	 -71.21		
 54.63   	 62.56   	 77.56   	 -45.78		 11.33   	 -50.86		
 38.45   	 33.87   	 77.38   	 -50.86		 11.13   	  -5.09		
 15.87   	  0.92   	 77.17   	 -55.95		 11.11   	  15.26		
 -4.58   	-33.87   	 76.95   	 -50.86		 11.17   	   5.09		
-16.48   	-68.97   	 76.74   	 -35.61		 11.19   	  10.17		
-18.31   	-101.01   	 76.60   	 -20.35		 11.23   	  30.52		
-13.43   	-122.68   	 76.52   	 -10.17		 11.35   	  30.52		
 -8.24   	-130.62   	 76.48   	 -20.35		 11.48   	  25.43		
 -5.80   	-128.78   	 76.40   	 -35.61		 11.58   	  30.52		
 -7.32   	-127.87   	 76.26   	 -25.43		 11.70   	  35.61		
-10.38   	-134.89   	 76.15   	 -25.43		 11.84   	  35.61		
-13.43   	-149.54   	 76.05   	 -35.61		 11.98   	  20.35		
-14.95   	-164.79   	 75.91   	 -30.52		 12.07   	  -5.09		
-15.26   	-172.42   	 75.79   	 -25.43		 12.04   	 -15.26		
-15.87   	-171.81   	 75.69   	 -30.52		 11.98   	 -35.61		
-18.31   	-168.15   	 75.56   	 -30.52		 11.84   	 -50.86		
-21.97   	-165.10   	 75.44   	 -25.43		 11.64   	 -61.04		
-25.63   	-162.96   	 75.34   	 -50.86		 11.39   	 -45.78		
-28.08   	-160.83   	 75.14   	 -45.78		 11.21   	 -25.43		
-28.08   	-158.69   	 74.95   	 -10.17		 11.11   	 -15.26		
-25.02   	-162.05   	 74.91   	 -20.35		 11.05   	   5.09		
-19.23   	-182.50   	 74.83   	 -20.35		 11.07   	  25.43		
-10.99   	-227.97   	 74.75   	  10.17		 11.17   	  35.61		
 -1.83   	-291.44   	 74.79   	   5.09		 11.31   	  55.95		
  7.93   	-343.02   	 74.81   	 -15.26		 11.54   	  61.04		
 19.53   	-335.08   	 74.75   	 -20.35		 11.78   	  45.78		
 35.40   	-217.29   	 74.67   	 -25.43		 11.96   	  40.69		
 57.07   	 40.28   	 74.57   	 -45.78		 12.13   	  40.69		
 82.09   	426.03   	 74.38   	 -35.61		 12.29   	  15.26		
 99.18   	889.28   	 74.24   	 -35.61		 12.35   	   0.00		
 93.38   	1341.25   	 74.10   	 -66.12		 12.35   	 -10.17		
-27.77   	1709.59(R)	 73.83   	 -20.35		 12.31   	 -15.26		
