SAMPLE NUMBER:   3
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  RFA     	  RFA'		  RV     	  RV'		
402.53   	2025.76   	 50.32   	 -30.52		  7.49   	   5.09		
 -6.71   	1409.00   	 50.19   	 -25.43		  7.51   	  15.26		
-363.16   	567.32   	 50.09   	 -25.43		  7.57   	  10.17		
-567.63   	-182.19   	 49.99   	 -30.52		  7.61   	  15.26		
-588.68   	-580.44   	 49.87   	 -25.43		  7.67   	  15.26		
-472.11   	-582.89   	 49.77   	 -20.35		  7.73   	   5.09		
-306.09   	-353.70   	 49.68   	 -30.52		  7.75   	   5.09		
-167.54   	-119.93   	 49.56   	 -25.43		  7.77   	   0.00		
-88.81   	-17.70   	 49.46   	 -25.43		  7.77   	 -10.17		
-60.42   	-41.20   	 49.36   	 -25.43		  7.73   	 -10.17		
-56.76   	-105.29   	 49.26   	 -25.43		  7.69   	   0.00		
-57.68   	-138.24   	 49.16   	 -20.35		  7.69   	   5.09		
-56.15   	-127.56   	 49.07   	 -25.43		  7.71   	  15.26		
-53.10   	-98.57   	 48.97   	 -25.43		  7.77   	  40.69		
-50.96   	-78.74   	 48.87   	 -25.43		  7.93   	  76.30		
-49.13   	-75.68   	 48.77   	 -20.35		  8.24   	 111.90		
-47.61   	-82.70   	 48.69   	 -20.35		  8.69   	 127.16		
-45.47   	-88.81   	 48.61   	 -20.35		  9.20   	 137.33		
-43.03   	-88.50   	 48.52   	 -20.35		  9.75   	 162.77		
-39.67   	-81.79   	 48.44   	 -20.35		 10.40   	 188.20		
-36.32   	-74.46   	 48.36   	 -20.35		 11.15   	 213.63		
-33.57   	-69.89   	 48.28   	 -20.35		 12.00   	 228.89		
-31.74   	-67.44   	 48.20   	 -20.35		 12.92   	 244.15		
-30.21   	-65.00   	 48.12   	 -15.26		 13.90   	 310.27		
-25.63   	-56.76   	 48.06   	 -25.43		 15.14   	 320.45		
-24.11   	-52.49   	 47.96   	 -30.52		 16.42   	 305.19		
-23.50   	-48.83   	 47.83   	 -20.35		 17.64   	 295.01		
-23.19   	-45.47   	 47.75   	 -20.35		 18.82   	 284.84		
-23.19   	-42.42   	 47.67   	 -10.17		 19.96   	 279.75		
-22.89   	-39.37   	 47.63   	 -20.35		 21.08   	 264.50		
-22.58   	-36.93   	 47.55   	 -15.26		 22.14   	 233.98		
-21.67   	-34.79   	 47.49   	 -15.26		 23.07   	 203.46		
-20.75   	-32.35   	 47.43   	 -10.17		 23.89   	 183.11		
-19.23   	-28.38   	 47.39   	 -15.26		 24.62   	 167.85		
-17.09   	-22.58   	 47.32   	 -20.35		 25.29   	 152.59		
-14.34   	-14.95   	 47.24   	 -25.43		 25.90   	 132.25		
-10.99   	 -7.32   	 47.14   	 -20.35		 26.43   	 116.99		
 -8.54   	 -0.92   	 47.06   	 -20.35		 26.90   	 116.99		
 -7.02   	  3.05   	 46.98   	 -20.35		 27.37   	 116.99		
 -6.71   	  6.10   	 46.90   	 -10.17		 27.83   	 116.99		
 -6.71   	  8.85   	 46.86   	  -5.09		 28.30   	 106.82		
 -6.10   	 13.12   	 46.84   	 -10.17		 28.73   	 106.82		
 -5.19   	 18.92   	 46.80   	 -10.17		 29.16   	 106.82		
 -3.66   	 25.33   	 46.75   	 -10.17		 29.58   	 106.82		
 -1.83   	 32.04   	 46.71   	 -10.17		 30.01   	 106.82		
 -0.31   	 39.06   	 46.67   	 -25.43		 30.44   	 101.73		
  1.83   	 46.69   	 46.57   	 -15.26		 30.84   	  91.56		
  3.97   	 54.93   	 46.51   	 -15.26		 31.21   	  81.38		
  6.41   	 63.48   	 46.45   	 -25.43		 31.54   	 101.73		
 11.60   	 77.82   	 46.35   	 -25.43		 31.94   	 106.82		
 14.95   	 84.23   	 46.25   	 -15.26		 32.37   	 111.90		
 19.23   	 90.94   	 46.18   	 -10.17		 32.82   	 111.90		
 24.11   	 98.57   	 46.14   	   0.00		 33.27   	 106.82		
 28.38   	107.12   	 46.14   	   0.00		 33.69   	 101.73		
 31.74   	115.66   	 46.14   	   0.00		 34.10   	  91.56		
 34.48   	124.51   	 46.14   	  10.17		 34.47   	  71.21		
 37.23   	133.36   	 46.18   	  25.43		 34.75   	  45.78		
 41.20   	144.04   	 46.29   	  35.61		 34.93   	  25.43		
 47.00   	156.86   	 46.43   	  55.95		 35.04(S)	  -5.09		
 53.41   	171.51   	 46.65   	  86.47		 35.02   	 -25.43		
 58.90   	185.85   	 47.00   	 106.82		 34.91   	 -45.78		
 62.56   	198.36   	 47.43   	 137.33		 34.73   	 -61.04		
 65.31   	209.66   	 47.98   	 157.68		 34.49   	 -55.95		
 67.75   	220.64   	 48.61   	 167.85		 34.26   	 -61.04		
 71.11   	232.85   	 49.28   	 157.68		 34.02   	 -66.12		
 75.07   	245.67   	 49.91   	 137.33		 33.75   	 -55.95		
 79.04   	256.96   	 50.46   	 122.07		 33.53   	 -45.78		
 82.40   	264.89   	 50.95   	 116.99		 33.35   	 -35.61		
 84.23   	269.17   	 51.41   	 116.99		 33.20   	 -25.43		
 85.75   	270.69   	 51.88   	 122.07		 33.10   	 -30.52		
 87.28   	270.08   	 52.37   	 132.25		 32.98   	 -15.26		
 88.81   	266.42   	 52.90   	 142.42		 32.92   	 -15.26		
 89.11   	257.87   	 53.47   	 152.59		 32.86   	  -5.09		
 87.59   	243.53   	 54.08   	 157.68		 32.84   	  -5.09		
 83.31   	222.78   	 54.71   	 167.85		 32.82   	  -5.09		
 76.29   	196.84   	 55.38   	 178.03		 32.80   	  -5.09		
 67.75   	166.63   	 56.09   	 178.03		 32.78   	  -5.09		
 58.29   	133.97   	 56.81   	 178.03		 32.76   	 -15.26		
 47.61   	 99.18   	 57.52   	 167.85		 32.70   	 -15.26		
 35.71   	 63.78   	 58.19   	 167.85		 32.63   	 -20.35		
 23.19   	 29.30   	 58.86   	 167.85		 32.55   	 -20.35		
 10.99   	 -2.14   	 59.53   	 167.85		 32.47   	 -20.35		
  0.00   	-29.60   	 60.20   	 172.94		 32.39   	 -30.52		
 -8.24   	-52.49   	 60.89   	 162.77		 32.27   	 -30.52		
-14.34   	-70.50   	 61.55   	 162.77		 32.15   	 -40.69		
-19.53   	-84.84   	 62.20   	 157.68		 31.98   	 -35.61		
-23.80   	-96.13   	 62.83   	 157.68		 31.84   	 -35.61		
-28.38   	-105.59   	 63.46   	 162.77		 31.70   	 -45.78		
-32.35   	-113.53   	 64.11   	 152.59		 31.52   	 -45.78		
-35.10   	-119.63   	 64.72   	 152.59		 31.33   	 -61.04		
-36.93   	-123.90   	 65.33   	 142.42		 31.09   	 -71.21		
-38.15   	-126.65   	 65.90   	 132.25		 30.80   	 -71.21		
-39.06   	-128.78   	 66.43   	 132.25		 30.52   	 -91.56		
-39.98   	-130.00   	 66.96   	 127.16		 30.15   	-111.90		
-40.28   	-130.31   	 67.47   	 116.99		 29.70   	-127.16		
-39.67   	-130.00   	 67.93   	 111.90		 29.20   	-142.42		
-38.45   	-129.09   	 68.38   	 101.73		 28.63   	-162.77		
-37.23   	-128.48   	 68.79   	  96.64		 27.98   	-178.03		
-36.62   	-128.17   	 69.18   	  96.64		 27.26   	-188.20		
-36.93   	-127.87   	 69.56   	  91.56		 26.51   	-208.54		
-37.54   	-127.26   	 69.93   	  81.38		 25.68   	-218.72		
-38.76   	-126.04   	 70.25   	  86.47		 24.80   	-239.06		
-39.98   	-124.51   	 70.60   	  76.30		 23.85   	-259.41		
-40.59   	-122.99   	 70.91   	  66.12		 22.81   	-254.32		
-40.59   	-121.46   	 71.17   	  61.04		 21.79   	-218.72		
-39.67   	-120.24   	 71.41   	  61.04		 20.92   	-203.46		
-38.45   	-119.63   	 71.66   	  55.95		 20.10   	-228.89		
-37.23   	-119.02   	 71.88   	  55.95		 19.19   	-254.32		
-37.23   	-118.41   	 72.11   	  50.86		 18.17   	-254.32		
-37.23   	-116.88   	 72.31   	  40.69		 17.15   	-233.98		
-36.93   	-114.75   	 72.47   	  35.61		 16.22   	-218.72		
-36.01   	-112.30   	 72.61   	  40.69		 15.34   	-218.72		
-34.48   	-110.47   	 72.78   	  30.52		 14.47   	-213.63		
-33.26   	-110.17   	 72.90   	  35.61		 13.61   	-208.54		
-32.96   	-110.78   	 73.04   	  20.35		 12.78   	-193.29		
-34.18   	-112.00   	 73.12   	  10.17		 12.00   	-172.94		
-36.01   	-112.30   	 73.16(S)	  -5.09		 11.31   	-172.94		
-37.23   	-111.69   	 73.14   	 -15.26		 10.62   	-172.94		
-36.93   	-109.56   	 73.08   	 -30.52		  9.93   	-162.77		
-35.10   	-107.12   	 72.96   	 -35.61		  9.28   	-152.59		
-32.04   	-105.29   	 72.82   	 -40.69		  8.67   	-137.33		
-29.60   	-104.68   	 72.65   	 -50.86		  8.12   	-142.42		
-28.69   	-105.29   	 72.45   	 -61.04		  7.55   	-142.42		
-28.99   	-106.81   	 72.21   	 -71.21		  6.98   	-167.85		
-30.52   	-108.03   	 71.92   	 -76.30		  6.31   	-167.85		
-32.04   	-108.95   	 71.62   	 -86.47		  5.64   	-157.68		
-32.96   	-109.25   	 71.27   	 -81.38		  5.01   	-157.68		
-32.96   	-109.56   	 70.95   	 -86.47		  4.37   	-142.42		
-32.96   	-109.56   	 70.60   	 -86.47		  3.80   	-127.16		
-32.65   	-109.56   	 70.25   	 -91.56		  3.30   	 -91.56		
-32.65   	-109.56   	 69.89   	 -81.38		  2.93   	 -55.95		
-33.26   	-109.25   	 69.56   	 -71.21		  2.71   	 -30.52		
-34.18   	-108.95   	 69.28   	 -71.21		  2.58(D)	   0.00		
-34.79   	-108.64   	 68.99   	 -66.12		  2.58   	  35.61		
-34.48   	-108.64   	 68.73   	 -61.04		  2.73   	  61.04		
-33.87   	-108.03   	 68.48   	 -50.86		  2.97   	  81.38		
-33.26   	-106.81   	 68.28   	 -50.86		  3.30   	 101.73		
-32.96   	-105.59   	 68.08   	 -61.04		  3.70   	 101.73		
-32.65   	-104.68   	 67.83   	 -66.12		  4.11   	 101.73		
-32.04   	-104.98   	 67.57   	 -71.21		  4.52   	  96.64		
-30.82   	-105.59   	 67.28   	 -71.21		  4.90   	  91.56		
-28.99   	-105.90   	 67.00   	 -76.30		  5.27   	  76.30		
-26.55   	-104.98   	 66.69   	 -71.21		  5.57   	  61.04		
-24.41   	-102.54   	 66.41   	 -76.30		  5.82   	  40.69		
-22.89   	-99.49   	 66.10   	 -76.30		  5.98   	  25.43		
-22.89   	-97.05   	 65.80   	 -71.21		  6.08   	  10.17		
-24.11   	-96.74   	 65.51   	 -71.21		  6.12   	  -5.09		
-26.25   	-98.88   	 65.23   	 -66.12		  6.10   	 -15.26		
-28.08   	-101.62   	 64.96   	 -61.04		  6.04   	 -15.26		
-28.69   	-103.45   	 64.72   	 -61.04		  5.98   	 -25.43		
-28.69   	-103.76   	 64.48   	 -61.04		  5.88   	 -25.43		
-28.08   	-102.54   	 64.23   	 -61.04		  5.78   	 -25.43		
-27.47   	-100.71   	 63.99   	 -61.04		  5.68   	 -15.26		
-26.86   	-98.57   	 63.74   	 -55.95		  5.62   	 -10.17		
-25.33   	-96.13   	 63.52   	 -55.95		  5.57   	  -5.09		
-23.50   	-93.69   	 63.30   	 -61.04		  5.55   	   0.00		
-21.97   	-92.16   	 63.05   	 -61.04		  5.55   	   5.09		
-21.97   	-92.16   	 62.81   	 -55.95		  5.57   	  15.26		
-24.11   	-93.69   	 62.58   	 -50.86		  5.64   	  25.43		
-27.16   	-96.13   	 62.38   	 -55.95		  5.74   	  30.52		
-28.99   	-98.27   	 62.16   	 -55.95		  5.86   	  25.43		
-28.99   	-98.57   	 61.93   	 -55.95		  5.96   	  30.52		
-26.55   	-97.35   	 61.71   	 -50.86		  6.08   	  35.61		
-22.28   	-95.52   	 61.51   	 -55.95		  6.23   	  30.52		
-15.87   	-93.38   	 61.28   	 -50.86		  6.35   	  25.43		
 -7.32   	-90.33   	 61.08   	 -45.78		  6.45   	  25.43		
  2.44   	-85.75   	 60.89   	 -45.78		  6.55   	  20.35		
 13.12   	-77.82   	 60.71   	 -45.78		  6.63   	  10.17		
 23.50   	-67.14   	 60.53   	 -45.78		  6.67   	  10.17		
 34.48   	-54.93   	 60.35   	 -45.78		  6.71   	   5.09		
 48.22   	-42.42   	 60.16   	 -45.78		  6.73   	  -5.09		
 65.31   	-30.82   	 59.98   	 -50.86		  6.71   	  -5.09		
 83.31   	-21.67   	 59.78   	 -61.04		  6.69   	 -10.17		
 95.83   	-18.01   	 59.53   	 -55.95		  6.65   	 -10.17		
 96.13   	-21.97   	 59.31   	 -50.86		  6.61   	 -15.26		
 81.79   	-35.40   	 59.10   	 -61.04		  6.55   	 -15.26		
 58.59   	-56.46   	 58.86   	 -66.12		  6.49   	 -15.26		
 35.40   	-78.43   	 58.60   	 -50.86		  6.43   	 -10.17		
 18.01   	-94.91   	 58.39   	 -35.61		  6.39   	  -5.09		
  5.19   	-103.15   	 58.25   	 -40.69		  6.37   	   0.00		
 -7.32   	-104.37   	 58.09   	 -50.86		  6.37   	   0.00		
-24.11   	-103.76   	 57.88   	 -50.86		  6.37   	   5.09		
-41.81   	-105.90   	 57.68   	 -50.86		  6.39   	  10.17		
-54.32   	-111.08   	 57.48   	 -45.78		  6.43   	  20.35		
-57.37   	-116.58   	 57.29   	 -40.69		  6.51   	  25.43		
-53.10   	-119.63   	 57.13   	 -40.69		  6.61   	  25.43		
-47.30   	-119.32   	 56.97   	 -50.86		  6.71   	  20.35		
-44.86   	-117.19   	 56.76   	 -55.95		  6.80   	  25.43		
-46.08   	-115.05   	 56.54   	 -40.69		  6.90   	  30.52		
-48.22   	-113.83   	 56.38   	 -40.69		  7.02   	  25.43		
-48.83   	-113.22   	 56.22   	 -45.78		  7.12   	  20.35		
-47.00   	-112.30   	 56.03   	 -40.69		  7.20   	  15.26		
-44.25   	-110.47   	 55.87   	 -40.69		  7.26   	  20.35		
-42.42   	-107.73   	 55.71   	 -30.52		  7.34   	  15.26		
-41.81   	-104.37   	 55.58   	 -40.69		  7.41   	  10.17		
-42.42   	-101.93   	 55.42   	 -35.61		  7.45   	  15.26		
-43.64   	-100.10   	 55.28   	 -40.69		  7.51   	   0.00		
-44.56   	-99.18   	 55.12   	 -40.69		  7.51   	   0.00		
-44.86   	-99.18   	 54.95   	 -40.69		  7.51   	  -5.09		
-44.56   	-98.57   	 54.79   	 -40.69		  7.49   	   0.00		
-43.95   	-97.35   	 54.63   	 -40.69		  7.49   	  -5.09		
-43.33   	-95.83   	 54.47   	 -40.69		  7.47   	  -5.09		
-43.03   	-93.99   	 54.30   	 -45.78		  7.45   	 -10.17		
-43.03   	-93.08   	 54.12   	 -35.61		  7.41   	  -5.09		
-43.64   	-92.77   	 53.98   	 -40.69		  7.39   	   5.09		
-43.95   	-92.77   	 53.81   	 -30.52		  7.41   	   5.09		
-43.95   	-91.55   	 53.69   	 -25.43		  7.43   	  10.17		
-42.42   	-88.81   	 53.59   	 -25.43		  7.47   	  15.26		
-39.06   	-84.23   	 53.49   	 -35.61		  7.53   	  15.26		
-35.10   	-81.18   	 53.35   	 -35.61		  7.59   	  25.43		
-31.74   	-85.45   	 53.20   	 -35.61		  7.69   	  25.43		
-29.30   	-106.81   	 53.06   	 -30.52		  7.79   	  20.35		
-26.86   	-148.62   	 52.94   	 -35.61		  7.87   	  20.35		
-17.40   	-195.92   	 52.80   	 -40.69		  7.96   	  20.35		
 13.73   	-209.66   	 52.63   	 -35.61		  8.04   	  15.26		
 86.36   	-137.63   	 52.49   	 -25.43		  8.10   	  10.17		
218.20   	 61.65   	 52.39   	 -20.35		  8.14   	   0.00		
407.71   	400.39   	 52.31   	 -25.43		  8.14   	   0.00		
622.86   	862.73   	 52.21   	 -30.52		  8.14   	  -5.09		
797.73   	1399.23   	 52.09   	 -30.52		  8.12   	  -5.09		
857.24   	1906.13   	 51.96   	 -30.52		  8.10   	 -20.35		
473.02   	2165.22(R)	 51.84   	 -45.78		  8.02   	 -10.17		
 98.57   	1671.14   	 51.66   	 -45.78		  7.98   	 -10.17		
-261.84   	860.90   	 51.47   	 -35.61		  7.93   	 -15.26		
-503.54   	 29.91   	 51.33   	 -40.69		  7.87   	 -10.17		
-573.12   	-514.83   	 51.17   	 -35.61		  7.83   	 -10.17		
-492.25   	-642.09   	 51.03   	 -30.52		  7.79(E)	   0.00		
-335.69   	-455.93   	 50.91   	 -30.52		  7.79   	   0.00		
-185.55   	-187.38   	 50.78   	 -25.43		  7.79   	   0.00		
-88.20   	-23.50   	 50.68   	 -20.35		  7.79   	   0.00		
-47.61   	 -8.54   	 50.60   	 -20.35		  7.79   	  -5.09		
-41.81   	-72.33   	 50.52   	 -20.35		  7.77   	   0.00		
-47.30   	-126.65   	 50.44   	 -25.43		  7.77   	   5.09		
-50.66   	-133.36   	 50.34   	 -20.35		  7.79   	  10.17		
-49.44   	-108.34   	 50.25   	 -20.35		  7.83   	  20.35		
-44.86   	-81.79   	 50.17   	 -30.52		  7.91   	  40.69		
-39.06   	-70.50   	 50.05   	 -25.43		  8.08   	  66.12		
-32.96   	-72.94   	 49.95   	 -20.35		  8.34   	 101.73		
-28.69   	-79.04   	 49.87   	 -20.35		  8.75   	 162.77		
-25.63   	-80.87   	 49.79   	 -20.35		  9.40   	 213.63		
-24.11   	-75.99   	 49.70   	 -25.43		 10.25   	 228.89		
-22.58   	-68.36   	 49.60   	 -20.35		 11.17   	 233.98		
-21.36   	-62.26   	 49.52   	 -25.43		 12.11   	 244.15		
-20.75   	-59.20   	 49.42   	 -25.43		 13.08   	 264.50		
-20.45   	-57.68   	 49.32   	 -20.35		 14.14   	 269.58		
-19.84   	-55.24   	 49.24   	 -25.43		 15.22   	 269.58		
-16.17   	-45.78   	 49.14   	 -20.35		 16.30   	 249.24		
-14.04   	-41.20   	 49.05   	 -20.35		 17.29   	 228.89		
-11.90   	-37.23   	 48.97   	 -20.35		 18.21   	 208.54		
-10.68   	-34.79   	 48.89   	 -20.35		 19.04   	 198.37		
-10.68   	-32.96   	 48.81   	 -15.26		 19.84   	 183.11		
-11.29   	-31.43   	 48.75   	 -15.26		 20.57   	 183.11		
-11.60   	-29.30   	 48.69   	 -15.26		 21.30   	 188.20		
-11.29   	-26.25   	 48.63   	 -20.35		 22.05   	 183.11		
 -9.77   	-21.97   	 48.55   	 -20.35		 22.79   	 183.11		
 -7.32   	-16.78   	 48.46   	 -20.35		 23.52   	 178.03		
 -4.88   	-10.99   	 48.38   	 -20.35		 24.23   	 167.85		
 -2.14   	 -5.49   	 48.30   	 -15.26		 24.90   	 167.85		
  0.00   	  0.31   	 48.24   	 -15.26		 25.57   	 157.68		
  2.14   	  6.10   	 48.18   	 -15.26		 26.21   	 152.59		
  3.66   	 11.60   	 48.12   	 -30.52		 26.82   	 147.51		
  4.58   	 16.78   	 48.00   	 -25.43		 27.41   	 137.33		
  5.19   	 21.36   	 47.89   	 -10.17		 27.96   	 127.16		
  5.49   	 25.63   	 47.85   	 -10.17		 28.46   	 111.90		
  5.49   	 29.60   	 47.81   	 -15.26		 28.91   	 106.82		
  6.10   	 33.87   	 47.75   	 -25.43		 29.34   	 101.73		
  7.63   	 39.37   	 47.65   	 -10.17		 29.75   	  86.47		
 10.07   	 45.78   	 47.61   	  -5.09		 30.09   	  86.47		
 13.12   	 53.10   	 47.59   	 -10.17		 30.44   	  76.30		
 16.17   	 61.65   	 47.55   	 -15.26		 30.74   	  71.21		
 18.01   	 71.11   	 47.49   	 -15.26		 31.03   	  76.30		
 19.53   	 92.47   	 47.43   	 -10.17		 31.33   	  76.30		
 20.45   	104.37   	 47.39   	 -15.26		 31.64   	  66.12		
 22.28   	116.58   	 47.32   	 -15.26		 31.90   	  61.04		
 25.94   	128.78   	 47.26   	 -10.17		 32.15   	  50.86		
 31.13   	141.60   	 47.22(D)	   0.00		 32.35   	  40.69		
 36.93   	154.11   	 47.22   	   5.09		 32.51   	  35.61		
 42.72   	166.93   	 47.24   	  10.17		 32.66   	  25.43		
 47.00   	178.53   	 47.28   	  20.35		 32.76   	  30.52		
 50.05   	188.90   	 47.37   	  40.69		 32.88   	  30.52		
 53.10   	198.67   	 47.53   	  66.12		 33.00   	  35.61		
 57.37   	209.35   	 47.79   	 106.82		 33.14   	  30.52		
 62.87   	221.25   	 48.22   	 127.16		 33.27   	  35.61		
 69.58   	234.68   	 48.73   	 142.42		 33.41   	  25.43		
 75.38   	248.11   	 49.30   	 147.51		 33.51   	  25.43		
 79.35   	260.93   	 49.89   	 157.68		 33.61   	  15.26		
 82.09   	272.52   	 50.52   	 147.51		 33.67(S)	  -5.09		
 83.92   	283.20   	 51.11   	 137.33		 33.65   	 -20.35		
 86.06   	292.36   	 51.66   	 116.99		 33.57   	 -30.52		
 88.20   	299.99   	 52.13   	 106.82		 33.45   	 -40.69		
 89.42   	304.87   	 52.55   	 101.73		 33.29   	 -40.69		
 90.64   	306.09   	 52.96   	 116.99		 33.12   	 -45.78		
 91.86   	302.73   	 53.43   	 132.25		 32.94   	 -50.86		
 93.38   	293.88   	 53.96   	 152.59		 32.74   	 -45.78		
 93.99   	278.63   	 54.57   	 162.77		 32.55   	 -45.78		
 92.16   	257.26   	 55.22   	 167.85		 32.37   	 -45.78		
 86.98   	230.41   	 55.89   	 167.85		 32.19   	 -40.69		
 78.43   	199.58   	 56.56   	 162.77		 32.02   	 -40.69		
 68.36   	166.32   	 57.21   	 172.94		 31.86   	 -40.69		
 57.37   	131.84   	 57.90   	 162.77		 31.70   	 -45.78		
 46.69   	 97.66   	 58.56   	 162.77		 31.52   	 -40.69		
 36.01   	 63.48   	 59.21   	 162.77		 31.35   	 -40.69		
 25.63   	 30.82   	 59.86   	 157.68		 31.19   	 -40.69		
 16.48   	  0.61   	 60.49   	 167.85		 31.03   	 -40.69		
  9.16   	-24.72   	 61.16   	 183.11		 30.86   	 -35.61		
  3.36   	-44.56   	 61.89   	 172.94		 30.72   	 -40.69		
 -0.92   	-58.90   	 62.58   	 172.94		 30.56   	 -45.78		
 -4.58   	-69.58   	 63.28   	 162.77		 30.38   	 -45.78		
 -9.16   	-78.13   	 63.93   	 167.85		 30.19   	 -55.95		
-14.04   	-86.06   	 64.60   	 172.94		 29.97   	 -55.95		
-18.62   	-92.77   	 65.29   	 162.77		 29.75   	 -66.12		
-21.67   	-97.66   	 65.94   	 142.42		 29.48   	 -81.38		
-23.50   	-101.01   	 66.51   	 132.25		 29.16   	 -96.64		
-23.80   	-102.84   	 67.04   	 127.16		 28.77   	-106.82		
-24.41   	-103.76   	 67.55   	 127.16		 28.34   	-122.07		
-25.33   	-104.68   	 68.06   	 106.82		 27.85   	-147.51		
-26.25   	-105.59   	 68.48   	 101.73		 27.26   	-183.11		
-26.55   	-106.51   	 68.89   	 106.82		 26.53   	-208.54		
-26.86   	-107.73   	 69.32   	 101.73		 25.70   	-228.89		
-27.47   	-108.95   	 69.73   	 106.82		 24.78   	-228.89		
-28.99   	-109.86   	 70.15   	  91.56		 23.87   	-233.98		
-30.82   	-110.47   	 70.52   	  91.56		 22.93   	-244.15		
-32.96   	-110.47   	 70.88   	  71.21		 21.95   	-254.32		
-33.57   	-109.86   	 71.17   	  71.21		 20.94   	-259.41		
-33.26   	-108.64   	 71.45   	  76.30		 19.90   	-233.98		
-32.04   	-106.51   	 71.76   	  66.12		 18.96   	-188.20		
-30.52   	-104.06   	 72.02   	  55.95		 18.21   	-183.11		
-29.30   	-101.62   	 72.25   	  55.95		 17.48   	-198.37		
-28.38   	-99.49   	 72.47   	  55.95		 16.68   	-208.54		
-28.08   	-98.27   	 72.70   	  50.86		 15.85   	-203.46		
-28.99   	-97.96   	 72.90   	  45.78		 15.04   	-183.11		
-30.21   	-97.66   	 73.08   	  30.52		 14.30   	-178.03		
-31.74   	-97.35   	 73.20   	  20.35		 13.59   	-188.20		
-32.04   	-96.74   	 73.29   	  15.26		 12.84   	-198.37		
-30.82   	-95.21   	 73.35   	  10.17		 12.04   	-198.37		
-28.99   	-93.69   	 73.39   	   0.00		 11.25   	-188.20		
-27.47   	-93.08   	 73.39   	   5.09		 10.50   	-178.03		
-27.47   	-93.38   	 73.41(S)	   0.00		  9.79   	-162.77		
-28.08   	-93.99   	 73.41   	 -10.17		  9.14   	-157.68		
-28.08   	-93.99   	 73.37   	 -15.26		  8.50   	-147.51		
-26.25   	-93.08   	 73.31   	 -35.61		  7.91   	-132.25		
-23.50   	-91.55   	 73.16   	 -40.69		  7.39   	-122.07		
-21.36   	-90.94   	 73.00   	 -55.95		  6.90   	-116.99		
-20.75   	-91.55   	 72.78   	 -66.12		  6.43   	-122.07		
-21.67   	-92.77   	 72.51   	 -71.21		  5.94   	-142.42		
-23.50   	-93.38   	 72.23   	 -81.38		  5.37   	-147.51		
-25.33   	-93.38   	 71.90   	 -86.47		  4.78   	-137.33		
-26.55   	-93.69   	 71.56   	 -81.38		  4.23   	-132.25		
-27.16   	-94.30   	 71.23   	 -86.47		  3.70   	-116.99		
-27.47   	-95.52   	 70.88   	 -86.47		  3.23   	-111.90		
-27.16   	-96.74   	 70.54   	 -81.38		  2.79   	 -91.56		
