SAMPLE NUMBER:   2
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  DAO     	  DAO'		  RV     	  RV'		
 20.14   	-77.51   	 55.44   	 -50.86		 16.48   	 274.67		
 19.23   	-80.87   	 55.24   	 -45.78		 17.58   	 284.84		
 18.31   	-86.06   	 55.06   	 -45.78		 18.72   	 284.84		
 16.17   	-92.47   	 54.87   	 -30.52		 19.86   	 295.01		
 11.60   	-100.10   	 54.75   	 -10.17		 21.04   	 295.01		
  6.41   	-107.42   	 54.71   	  20.35		 22.22   	 295.01		
  2.75   	-113.22   	 54.79   	  55.95		 23.40   	 300.10		
  1.83   	-117.80   	 55.02   	 106.82		 24.60   	 289.93		
  3.05   	-121.46   	 55.44   	 157.68		 25.76   	 284.84		
  4.88   	-126.04   	 56.07   	 218.72		 26.90   	 279.75		
  6.71   	-131.53   	 56.95   	 274.67		 28.02   	 264.50		
  7.93   	-137.63   	 58.05   	 335.71		 29.07   	 259.41		
  8.85   	-143.74   	 59.39   	 381.48		 30.11   	 249.24		
  9.16   	-148.93   	 60.92   	 432.35		 31.11   	 233.98		
  7.93   	-153.20   	 62.64   	 457.78		 32.04   	 223.80		
  5.19   	-156.25   	 64.48   	 488.30		 32.94   	 208.54		
  2.44   	-158.08   	 66.43   	 503.56		 33.77   	 198.37		
  0.61   	-159.91   	 68.44   	 498.47		 34.57   	 183.11		
  1.53   	-162.35   	 70.44   	 493.39		 35.30   	 162.77		
  4.88   	-165.41   	 72.41   	 467.95		 35.95   	 157.68		
 10.38   	-167.54   	 74.28   	 442.52		 36.58   	 137.33		
 17.40   	-167.54   	 76.05   	 401.83		 37.13   	 127.16		
 24.41   	-166.32   	 77.66   	 361.14		 37.64   	 111.90		
 29.60   	-166.02   	 79.10   	 310.27		 38.09   	 101.73		
 33.26   	-167.85   	 80.35   	 269.58		 38.49   	  96.64		
 38.45   	-170.59   	 81.42   	 218.72		 38.88   	  81.38		
 47.61   	-172.12   	 82.30   	 172.94		 39.21   	  81.38		
 62.56   	-171.20   	 82.99   	 137.33		 39.53   	  66.12		
 81.48   	-167.85   	 83.54   	  96.64		 39.80   	  66.12		
 99.18   	-164.49   	 83.93   	  61.04		 40.06   	  61.04		
110.17   	-163.27   	 84.17   	  40.69		 40.31   	  55.95		
111.69   	-165.71   	 84.33   	  20.35		 40.53   	  55.95		
106.20   	-170.59   	 84.41   	   5.09		 40.75   	  50.86		
 99.18   	-175.48   	 84.44   	   0.00		 40.96   	  50.86		
 95.21   	-177.00   	 84.44   	  -5.09		 41.16   	  50.86		
 95.83   	-174.56   	 84.41   	   0.00		 41.36   	  50.86		
 99.79   	-168.15   	 84.41   	  10.17		 41.57   	  45.78		
105.29   	-157.78   	 84.46   	  20.35		 41.75   	  50.86		
112.30   	-143.43   	 84.54   	  30.52		 41.95   	  40.69		
120.85   	-125.73   	 84.66   	  45.78		 42.12   	  45.78		
128.78   	-106.51   	 84.84   	  61.04		 42.30   	  45.78		
132.75   	-88.50   	 85.09   	  76.30		 42.48   	  40.69		
131.23   	-72.33   	 85.39   	  91.56		 42.64   	  35.61		
125.12   	-55.85   	 85.76   	 101.73		 42.79   	  40.69		
117.49   	-35.71   	 86.16   	 106.82		 42.95   	  35.61		
108.95   	-11.60   	 86.59   	 116.99		 43.09   	  30.52		
 97.05   	 13.12   	 87.06   	 116.99		 43.21   	  30.52		
 79.35   	 35.10   	 87.53   	 122.07		 43.34   	  30.52		
 56.15   	 53.10   	 88.02   	 111.90		 43.46   	  25.43		
 32.04   	 68.97   	 88.46   	 111.90		 43.56   	  20.35		
 12.21   	 83.01   	 88.91   	  96.64		 43.64   	  15.26		
 -3.05   	 93.38   	 89.30   	  86.47		 43.70   	  15.26		
-15.56   	 97.66   	 89.64   	  76.30		 43.76   	  10.17		
-28.69   	 94.60   	 89.95   	  55.95		 43.80(S)	   0.00		
-42.72   	 85.75   	 90.17   	  40.69		 43.80   	  -5.09		
-56.46   	 74.77   	 90.34   	  25.43		 43.78   	  -5.09		
-66.53   	 64.39   	 90.44   	  10.17		 43.76   	 -20.35		
-71.72   	 55.24   	 90.48(S)	 -10.17		 43.68   	 -20.35		
-70.50   	 47.91   	 90.44   	 -20.35		 43.60   	 -35.61		
-63.17   	 43.03   	 90.36   	 -40.69		 43.46   	 -35.61		
-50.96   	 40.59   	 90.19   	 -55.95		 43.32   	 -50.86		
-37.23   	 39.37   	 89.97   	 -66.12		 43.11   	 -55.95		
-25.33   	 37.84   	 89.70   	 -76.30		 42.89   	 -66.12		
-16.48   	 35.71   	 89.40   	 -91.56		 42.62   	 -76.30		
-10.07   	 34.79   	 89.03   	 -96.64		 42.32   	 -91.56		
 -5.19   	 36.32   	 88.65   	-101.73		 41.95   	 -96.64		
 -0.92   	 40.59   	 88.24   	-111.90		 41.57   	-111.90		
  0.61   	 45.47   	 87.79   	-116.99		 41.12   	-122.07		
 -1.22   	 49.44   	 87.32   	-116.99		 40.63   	-137.33		
 -4.88   	 51.27   	 86.86   	-127.16		 40.08   	-152.59		
 -8.85   	 52.80   	 86.35   	-132.25		 39.47   	-162.77		
-10.68   	 55.54   	 85.82   	-137.33		 38.82   	-178.03		
-10.07   	 60.12   	 85.27   	-147.51		 38.11   	-193.29		
 -6.71   	 66.83   	 84.68   	-152.59		 37.33   	-213.63		
 -0.61   	 74.77   	 84.07   	-162.77		 36.48   	-228.89		
  8.54   	 83.31   	 83.42   	-178.03		 35.56   	-249.24		
 21.36   	 93.08   	 82.71   	-183.11		 34.57   	-259.41		
 36.93   	103.45   	 81.97   	-198.37		 33.53   	-274.67		
 53.41   	115.05   	 81.18   	-208.54		 32.43   	-289.93		
 68.66   	125.73   	 80.35   	-203.46		 31.27   	-295.01		
 79.96   	133.97   	 79.53   	-203.46		 30.09   	-305.19		
 85.75   	138.85   	 78.72   	-193.29		 28.87   	-315.36		
 87.59   	141.30   	 77.94   	-172.94		 27.61   	-315.36		
 88.20   	143.43   	 77.25   	-162.77		 26.35   	-325.53		
 88.50   	146.79   	 76.60   	-137.33		 25.05   	-325.53		
 87.89   	150.76   	 76.05   	-116.99		 23.74   	-320.45		
 83.92   	152.89   	 75.58   	 -96.64		 22.46   	-325.53		
 76.60   	152.59   	 75.20   	 -76.30		 21.16   	-320.45		
 67.44   	149.54   	 74.89   	 -55.95		 19.88   	-320.45		
 58.90   	144.35   	 74.67   	 -35.61		 18.60   	-310.27		
 52.19   	137.63   	 74.53   	 -25.43		 17.35   	-305.19		
 47.61   	130.00   	 74.42   	 -10.17		 16.13   	-300.10		
 47.00   	123.90   	 74.38   	  -5.09		 14.93   	-289.93		
 50.66   	119.93   	 74.36   	   5.09		 13.77   	-279.75		
 56.76   	116.88   	 74.38   	   5.09		 12.66   	-269.58		
 63.17   	112.00   	 74.40   	  10.17		 11.58   	-264.50		
 67.75   	103.45   	 74.45   	   5.09		 10.52   	-244.15		
 69.58   	 93.99   	 74.47   	   5.09		  9.54   	-233.98		
 69.27   	 86.36   	 74.49   	  -5.09		  8.61   	-223.80		
 65.92   	 81.48   	 74.47   	  -5.09		  7.71   	-213.63		
 57.68   	 77.21   	 74.45   	 -15.26		  6.86   	-203.46		
 44.56   	 72.02   	 74.38   	 -20.35		  6.04   	-188.20		
 30.82   	 65.92   	 74.30   	 -30.52		  5.29   	-183.11		
 22.89   	 61.34   	 74.18   	 -35.61		  4.56   	-162.77		
 23.19   	 59.51   	 74.04   	 -40.69		  3.91   	-157.68		
 27.77   	 57.68   	 73.88   	 -45.78		  3.28   	-142.42		
 29.60   	 51.88   	 73.69   	 -50.86		  2.71   	-132.25		
 23.80   	 40.59   	 73.49   	 -50.86		  2.18   	-111.90		
 10.99   	 24.72   	 73.29   	 -55.95		  1.73   	-101.73		
 -7.63   	  4.88   	 73.06   	 -55.95		  1.32   	 -86.47		
-30.21   	-18.92   	 72.84   	 -50.86		  0.98   	 -76.30		
-53.71   	-43.64   	 72.63   	 -55.95		  0.67   	 -55.95		
-72.63   	-63.17   	 72.41   	 -50.86		  0.45   	 -45.78		
-81.79   	-72.33   	 72.21   	 -45.78		  0.26   	 -30.52		
-78.43   	-68.66   	 72.02   	 -45.78		  0.14   	 -15.26		
-68.97   	-58.90   	 71.84   	 -40.69		  0.08   	  -5.09		
-62.26   	-52.49   	 71.68   	 -35.61		  0.06(D)	   5.09		
-63.17   	-53.10   	 71.54   	 -35.61		  0.08   	  10.17		
-68.97   	-57.98   	 71.39   	 -30.52		  0.12   	  20.35		
-74.77   	-62.26   	 71.27   	 -30.52		  0.20   	  30.52		
-77.21   	-64.70   	 71.15   	 -25.43		  0.33   	  40.69		
-77.82   	-66.83   	 71.05   	 -25.43		  0.49   	  40.69		
-78.74   	-71.72   	 70.95   	 -25.43		  0.65   	  40.69		
-80.57   	-80.57   	 70.84   	 -25.43		  0.81   	  35.61		
-82.70   	-90.94   	 70.74   	 -25.43		  0.96   	  45.78		
-83.62   	-99.49   	 70.64   	 -30.52		  1.14   	  50.86		
-83.62   	-103.15   	 70.52   	 -30.52		  1.34   	  55.95		
-85.45   	-101.93   	 70.40   	 -30.52		  1.57   	  50.86		
-90.03   	-96.74   	 70.27   	 -35.61		  1.77   	  50.86		
-95.52   	-88.50   	 70.13   	 -35.61		  1.97   	  45.78		
-97.35   	-78.43   	 69.99   	 -30.52		  2.16   	  50.86		
-91.86   	-66.83   	 69.87   	 -35.61		  2.36   	  45.78		
-78.43   	-54.02   	 69.73   	 -30.52		  2.54   	  45.78		
-59.81   	-41.81   	 69.60   	 -35.61		  2.73   	  45.78		
-40.59   	-32.35   	 69.46   	 -35.61		  2.91   	  35.61		
-23.80   	-25.02   	 69.32   	 -40.69		  3.05   	  35.61		
 -9.16   	-18.92   	 69.16   	 -35.61		  3.19   	  30.52		
  2.44   	-13.73   	 69.01   	 -40.69		  3.32   	  25.43		
  8.85   	-10.38   	 68.85   	 -40.69		  3.42   	  20.35		
  8.24   	-10.07   	 68.69   	 -40.69		  3.50   	  20.35		
  3.05   	-11.60   	 68.52   	 -45.78		  3.58   	  15.26		
 -2.14   	-11.60   	 68.34   	 -45.78		  3.64   	  15.26		
 -1.83   	 -6.71   	 68.16   	 -50.86		  3.70   	   5.09		
  5.49   	  4.27   	 67.95   	 -50.86		  3.72   	   5.09		
 18.62   	 21.97   	 67.75   	 -50.86		  3.74   	   0.00		
 35.71   	 47.91   	 67.55   	 -55.95		  3.74   	   0.00		
 55.54   	 83.62   	 67.32   	 -50.86		  3.74   	   0.00		
 77.82   	124.51   	 67.12   	 -55.95		  3.74   	  -5.09		
100.10   	160.52   	 66.90   	 -50.86		  3.72   	  -5.09		
120.24   	183.11   	 66.69   	 -55.95		  3.70   	  -5.09		
139.47   	191.35   	 66.47   	 -50.86		  3.68   	  -5.09		
161.13   	194.70   	 66.27   	 -45.78		  3.66   	  -5.09		
186.46   	203.25   	 66.08   	 -50.86		  3.64   	 -10.17		
210.57   	216.67   	 65.88   	 -40.69		  3.60   	  -5.09		
222.78   	223.69   	 65.72   	 -40.69		  3.58   	  -5.09		
215.15   	211.49   	 65.55   	 -40.69		  3.56   	 -10.17		
187.38   	176.70   	 65.39   	 -40.69		  3.52   	  -5.09		
147.40   	128.78   	 65.23   	 -35.61		  3.50   	  -5.09		
104.98   	 83.31   	 65.09   	 -35.61		  3.48   	  -5.09		
 65.92   	 50.66   	 64.94   	 -30.52		  3.46   	  -5.09		
 32.65   	 31.74   	 64.82   	 -35.61		  3.44   	  -5.09		
  6.10   	 20.75   	 64.68   	 -35.61		  3.42   	   0.00		
-11.90   	 12.21   	 64.54   	 -35.61		  3.42   	  -5.09		
-20.14   	  3.36   	 64.39   	 -35.61		  3.40   	   0.00		
-21.06   	 -4.88   	 64.25   	 -40.69		  3.40   	   0.00		
-18.01   	-10.68   	 64.09   	 -35.61		  3.40   	   0.00		
-13.73   	-12.82   	 63.95   	 -35.61		  3.40   	   0.00		
 -8.54   	-12.21   	 63.80   	 -40.69		  3.40   	   0.00		
 -3.36   	-10.07   	 63.64   	 -35.61		  3.40   	   5.09		
  1.53   	 -7.93   	 63.50   	 -40.69		  3.42   	   5.09		
  6.10   	 -6.10   	 63.34   	 -35.61		  3.44   	  10.17		
 10.68   	 -4.88   	 63.19   	 -40.69		  3.48   	   5.09		
 14.65   	 -4.58   	 63.03   	 -35.61		  3.50   	  10.17		
 15.56   	 -7.02   	 62.89   	 -40.69		  3.54   	  10.17		
 10.07   	-13.12   	 62.73   	 -35.61		  3.58   	  15.26		
 -3.66   	-23.80   	 62.58   	 -35.61		  3.64   	  10.17		
-22.28   	-36.93   	 62.44   	 -35.61		  3.68   	  15.26		
-41.20   	-51.57   	 62.30   	 -35.61		  3.74   	  15.26		
-58.59   	-70.19   	 62.16   	 -35.61		  3.80   	  15.26		
-76.90   	-92.16   	 62.01   	 -35.61		  3.87   	  20.35		
-97.96   	-105.59   	 61.87   	 -35.61		  3.95   	  15.26		
-112.92   	-82.70   	 61.73   	 -30.52		  4.01   	  15.26		
-99.49   	 10.99   	 61.61   	 -35.61		  4.07   	  20.35		
-32.65   	202.94   	 61.46   	 -35.61		  4.15   	  20.35		
 90.33   	498.96   	 61.32   	 -30.52		  4.23   	  20.35		
232.54   	877.08   	 61.20   	 -35.61		  4.31   	  20.35		
322.27   	1276.86   	 61.06   	 -30.52		  4.39   	  25.43		
287.48   	1592.10(R)	 60.94   	 -40.69		  4.50(E)	  25.43		
-172.12   	1459.66   	 60.77   	 -35.61		  4.60   	  30.52		
-442.50   	913.39   	 60.63   	 -35.61		  4.72   	  25.43		
-605.16   	209.96   	 60.49   	 -30.52		  4.82   	  30.52		
-615.84   	-397.95   	 60.37   	 -35.61		  4.94   	  30.52		
-502.32   	-703.43   	 60.22   	 -35.61		  5.07   	  25.43		
-336.30   	-665.89   	 60.08   	 -30.52		  5.17   	  25.43		
-188.90   	-420.53   	 59.96   	 -35.61		  5.27   	  30.52		
-99.79   	-171.51   	 59.82   	 -35.61		  5.39   	  25.43		
-72.02   	-52.49   	 59.67   	 -30.52		  5.49   	  25.43		
-85.14   	-70.19   	 59.55   	 -30.52		  5.60   	  25.43		
-110.47   	-144.96   	 59.43   	 -35.61		  5.70   	  30.52		
-126.34   	-196.23   	 59.29   	 -30.52		  5.82   	  25.43		
-124.51   	-197.45   	 59.17   	 -25.43		  5.92   	  35.61		
-111.08   	-172.12   	 59.06   	 -30.52		  6.06   	  35.61		
-97.96   	-154.42   	 58.94   	 -25.43		  6.21   	  35.61		
-93.99   	-158.39   	 58.84   	 -25.43		  6.35   	  45.78		
-99.49   	-174.87   	 58.74   	 -25.43		  6.53   	  50.86		
-107.73   	-188.29   	 58.64   	 -25.43		  6.73   	  50.86		
-111.69   	-189.51   	 58.53   	 -25.43		  6.94   	  71.21		
-108.64   	-181.27   	 58.43   	 -25.43		  7.22   	  86.47		
-100.71   	-170.59   	 58.33   	 -30.52		  7.57   	  96.64		
-90.94   	-164.18   	 58.21   	 -30.52		  7.96   	 116.99		
-82.70   	-162.96   	 58.09   	 -35.61		  8.42   	 137.33		
-77.21   	-162.96   	 57.94   	 -30.52		  8.97   	 162.77		
-72.02   	-160.22   	 57.82   	 -40.69		  9.62   	 167.85		
-62.87   	-151.06   	 57.66   	 -35.61		 10.29   	 193.29		
-47.91   	-137.02   	 57.52   	 -40.69		 11.07   	 213.63		
-30.82   	-123.29   	 57.35   	 -40.69		 11.92   	 218.72		
-18.92   	-115.97   	 57.19   	 -45.78		 12.80   	 233.98		
-16.17   	-117.19   	 57.01   	 -45.78		 13.73   	 244.15		
-20.45   	-122.99   	 56.83   	 -50.86		 14.71   	 254.32		
-25.33   	-126.95   	 56.62   	 -50.86		 15.73   	 264.50		
-25.33   	-125.12   	 56.42   	 -50.86		 16.79   	 274.67		
-19.53   	-118.41   	 56.22   	 -40.69		 17.88   	 284.84		
 -9.46   	-110.17   	 56.05   	 -30.52		 19.02   	 284.84		
  4.27   	-101.93   	 55.93   	  -5.09		 20.16   	 295.01		
 21.06   	-92.77   	 55.91(D)	  25.43		 21.34   	 289.93		
 38.76   	-82.70   	 56.01   	  61.04		 22.50   	 295.01		
 52.80   	-75.07   	 56.26   	 116.99		 23.68   	 284.84		
 59.51   	-71.41   	 56.72   	 167.85		 24.82   	 284.84		
 58.90   	-72.02   	 57.40   	 228.89		 25.96   	 279.75		
 53.71   	-73.85   	 58.31   	 284.84		 27.08   	 269.58		
 46.69   	-74.77   	 59.45   	 340.79		 28.16   	 259.41		
 39.67   	-74.16   	 60.81   	 391.66		 29.20   	 254.32		
 34.18   	-73.55   	 62.38   	 432.35		 30.21   	 233.98		
 32.65   	-72.33   	 64.11   	 467.95		 31.15   	 228.89		
 39.37   	-69.27   	 65.98   	 488.30		 32.06   	 213.63		
 54.32   	-63.78   	 67.93   	 503.56		 32.92   	 198.37		
 75.68   	-57.37   	 69.95   	 503.56		 33.71   	 183.11		
 98.88   	-51.57   	 71.96   	 488.30		 34.45   	 172.94		
120.54   	-47.61   	 73.92   	 473.04		 35.14   	 152.59		
137.02   	-44.86   	 75.81   	 437.43		 35.75   	 147.51		
147.09   	-43.03   	 77.56   	 396.74		 36.34   	 127.16		
150.76   	-42.11   	 79.15   	 361.14		 36.85   	 116.99		
150.15   	-42.42   	 80.59   	 310.27		 37.31   	 106.82		
149.23   	-43.95   	 81.83   	 269.58		 37.74   	  96.64		
150.76   	-44.86   	 82.91   	 223.80		 38.13   	  86.47		
154.72   	-44.86   	 83.80   	 178.03		 38.47   	  76.30		
159.30   	-43.33   	 84.52   	 142.42		 38.78   	  71.21		
163.57   	-40.89   	 85.09   	 111.90		 39.06   	  61.04		
168.15   	-37.54   	 85.53   	  76.30		 39.31   	  61.04		
175.17   	-34.18   	 85.84   	  50.86		 39.55   	  55.95		
185.24   	-30.82   	 86.04   	  40.69		 39.78   	  50.86		
197.14   	-28.38   	 86.21   	  20.35		 39.98   	  45.78		
209.96   	-26.25   	 86.29   	  20.35		 40.16   	  45.78		
221.86   	-23.80   	 86.37   	  20.35		 40.35   	  45.78		
231.63   	-19.84   	 86.45   	  20.35		 40.53   	  45.78		
238.04   	-14.34   	 86.53   	  30.52		 40.71   	  45.78		
240.78   	 -7.02   	 86.65   	  35.61		 40.90   	  40.69		
240.48   	  1.53   	 86.80   	  55.95		 41.06   	  40.69		
238.65   	 12.21   	 87.02   	  61.04		 41.22   	  35.61		
235.90   	 25.33   	 87.26   	  81.38		 41.36   	  40.69		
233.15   	 40.89   	 87.59   	  96.64		 41.53   	  35.61		
229.80   	 59.20   	 87.98   	 106.82		 41.67   	  35.61		
225.22   	 79.04   	 88.40   	 116.99		 41.81   	  35.61		
217.59   	 99.49   	 88.87   	 122.07		 41.95   	  30.52		
206.60   	118.71   	 89.36   	 132.25		 42.08   	  30.52		
191.96   	136.72   	 89.89   	 132.25		 42.20   	  25.43		
175.48   	152.89   	 90.42   	 132.25		 42.30   	  25.43		
157.47   	167.85   	 90.95   	 127.16		 42.40   	  25.43		
139.16   	180.97   	 91.45   	 122.07		 42.50   	  20.35		
119.93   	191.65   	 91.94   	 111.90		 42.58   	  15.26		
 98.88   	197.45   	 92.39   	  91.56		 42.64   	  10.17		
 78.13   	198.06   	 92.76   	  86.47		 42.69   	  10.17		
 58.59   	192.26   	 93.10   	  61.04		 42.73(S)	   0.00		
 42.72   	180.05   	 93.35   	  50.86		 42.73   	   0.00		
 31.43   	164.18   	 93.55   	  25.43		 42.73   	 -10.17		
 26.55   	148.32   	 93.65   	  10.17		 42.69   	 -10.17		
 27.16   	135.19   	 93.69(S)	  -5.09		 42.64   	 -20.35		
 30.82   	124.82   	 93.67   	 -25.43		 42.56   	 -30.52		
 34.48   	115.05   	 93.57   	 -40.69		 42.44   	 -35.61		
 36.32   	104.68   	 93.41   	 -55.95		 42.30   	 -40.69		
 36.32   	 94.60   	 93.18   	 -66.12		 42.14   	 -55.95		
 34.79   	 86.67   	 92.92   	 -76.30		 41.91   	 -61.04		
 30.52   	 80.87   	 92.61   	 -91.56		 41.67   	 -71.21		
 23.19   	 75.68   	 92.25   	 -96.64		 41.38   	 -81.38		
 13.73   	 69.58   	 91.86   	-101.73		 41.06   	 -91.56		
  7.93   	 65.61   	 91.45   	-106.82		 40.69   	-106.82		
 10.68   	 67.44   	 91.03   	-111.90		 40.26   	-111.90		
 20.75   	 74.46   	 90.58   	-122.07		 39.82   	-127.16		
 30.82   	 82.09   	 90.09   	-116.99		 39.31   	-142.42		
 35.10   	 84.84   	 89.62   	-127.16		 38.74   	-157.68		
 34.18   	 81.48   	 89.11   	-132.25		 38.11   	-172.94		
 31.43   	 74.77   	 88.59   	-132.25		 37.42   	-188.20		
 28.38   	 67.75   	 88.06   	-142.42		 36.66   	-208.54		
 23.50   	 60.42   	 87.49   	-152.59		 35.83   	-223.80		
 12.82   	 51.88   	 86.88   	-162.77		 34.93   	-244.15		
 -1.83   	 43.03   	 86.23   	-172.94		 33.96   	-254.32		
-15.26   	 37.23   	 85.53   	-188.20		 32.94   	-269.58		
-24.11   	 35.10   	 84.78   	-198.37		 31.86   	-284.84		
-30.52   	 33.57   	 83.99   	-208.54		 30.72   	-289.93		
-38.15   	 28.99   	 83.15   	-213.63		 29.56   	-305.19		
-48.22   	 21.06   	 82.30   	-208.54		 28.34   	-310.27		
-56.46   	 13.73   	 81.46   	-203.46		 27.10   	-320.45		
-58.29   	 10.99   	 80.65   	-188.20		 25.82   	-320.45		
-53.71   	 12.82   	 79.90   	-172.94		 24.54   	-320.45		
-46.39   	 14.95   	 79.21   	-157.68		 23.26   	-325.53		
-39.06   	 14.95   	 78.58   	-132.25		 21.95   	-325.53		
-32.96   	 13.73   	 78.05   	-111.90		 20.65   	-325.53		
-28.99   	 11.90   	 77.60   	 -91.56		 19.35   	-315.36		
-28.69   	  9.77   	 77.23   	 -66.12		 18.09   	-315.36		
-34.79   	  4.58   	 76.97   	 -55.95		 16.83   	-305.19		
-46.69   	 -3.36   	 76.74   	 -30.52		 15.61   	-300.10		
-60.12   	-11.29   	 76.62   	 -25.43		 14.40   	-289.93		
-69.58   	-16.17   	 76.52   	 -10.17		 13.25   	-279.75		
-72.63   	-17.40   	 76.48   	   0.00		 12.13   	-269.58		
-71.11   	-16.78   	 76.48   	   0.00		 11.05   	-259.41		
-66.83   	-16.17   	 76.48   	   5.09		 10.01   	-249.24		
-61.04   	-16.17   	 76.50   	   5.09		  9.01   	-239.06		
-54.02   	-16.48   	 76.52   	   0.00		  8.06   	-223.80		
-47.61   	-16.48   	 76.52   	   0.00		  7.16   	-213.63		
-43.33   	-16.17   	 76.52   	 -10.17		  6.31   	-198.37		
-43.03   	-15.87   	 76.48   	 -15.26		  5.51   	-188.20		
-45.17   	-14.04   	 76.42   	 -20.35		  4.76   	-178.03		
-47.91   	-10.99   	 76.34   	 -25.43		  4.05   	-162.77		
-48.83   	 -7.02   	 76.24   	 -35.61		  3.40   	-152.59		
-47.91   	 -3.66   	 76.09   	 -40.69		  2.79   	-137.33		
-45.17   	 -2.14   	 75.93   	 -45.78		  2.24   	-127.16		
-40.89   	 -1.83   	 75.75   	 -50.86		  1.73   	-106.82		
-34.79   	 -1.53   	 75.54   	 -50.86		  1.30   	 -96.64		
-26.55   	  0.00   	 75.34   	 -55.95		  0.92   	 -81.38		
-16.17   	  3.36   	 75.12   	 -55.95		  0.59   	 -61.04		
 -5.80   	  7.93   	 74.89   	 -55.95		  0.35   	 -50.86		
  2.44   	 12.21   	 74.67   	 -55.95		  0.14   	 -40.69		
  5.80   	 14.65   	 74.45   	 -55.95		 -0.02   	 -20.35		
  3.36   	 12.82   	 74.22   	 -50.86		 -0.10   	 -10.17		
 -3.97   	  8.24   	 74.02   	 -45.78		 -0.14(D)	   0.00		
-13.12   	  2.75   	 73.83   	 -45.78		 -0.14   	  10.17		
-21.36   	 -0.92   	 73.65   	 -45.78		 -0.10   	  15.26		
-27.16   	 -2.44   	 73.47   	 -35.61		 -0.04   	  30.52		
-30.21   	 -2.75   	 73.33   	 -40.69		  0.08   	  35.61		
-30.82   	 -3.66   	 73.16   	 -30.52		  0.22   	  35.61		
-30.21   	 -5.80   	 73.04   	 -30.52		  0.37   	  45.78		
-29.30   	 -8.85   	 72.92   	 -30.52		  0.55   	  50.86		
-29.30   	-12.51   	 72.80   	 -30.52		  0.75   	  45.78		
-30.21   	-15.87   	 72.68   	 -30.52		  0.94   	  55.95		
