SAMPLE NUMBER:   2
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  RFA     	  RFA'		  RV     	  RV'		
-393.37   	-254.82   	 50.52   	 -25.43		  9.81   	   5.09		
-283.20   	-268.55   	 50.42   	 -30.52		  9.83   	   5.09		
-193.48   	-237.73   	 50.29   	 -30.52		  9.85   	  -5.09		
-129.39   	-184.33   	 50.17   	 -35.61		  9.83   	   5.09		
-87.59   	-136.11   	 50.03   	 -30.52		  9.85   	   5.09		
-61.95   	-115.97   	 49.91   	 -30.52		  9.87   	  15.26		
-48.22   	-127.26   	 49.79   	 -25.43		  9.93   	  35.61		
-40.59   	-153.81   	 49.68   	 -30.52		 10.07   	  50.86		
-34.18   	-174.26   	 49.56   	 -30.52		 10.27   	  71.21		
-27.47   	-178.22   	 49.44   	 -30.52		 10.56   	  81.38		
-21.67   	-169.68   	 49.32   	 -30.52		 10.89   	  91.56		
-18.31   	-158.39   	 49.20   	 -20.35		 11.25   	 116.99		
-16.48   	-152.28   	 49.11   	 -25.43		 11.72   	 142.42		
-14.95   	-151.67   	 49.01   	 -25.43		 12.29   	 162.77		
-12.82   	-152.89   	 48.91   	 -25.43		 12.94   	 162.77		
-10.68   	-151.67   	 48.81   	 -20.35		 13.59   	 157.68		
 -9.16   	-147.40   	 48.73   	 -25.43		 14.22   	 157.68		
 -7.63   	-142.21   	 48.63   	 -30.52		 14.85   	 172.94		
 -6.10   	-137.94   	 48.50   	 -25.43		 15.54   	 198.37		
 -1.22   	-132.14   	 48.40   	 -25.43		 16.34   	 213.63		
  1.53   	-128.17   	 48.30   	 -20.35		 17.19   	 218.72		
  3.97   	-123.90   	 48.22   	 -25.43		 18.07   	 223.80		
  6.41   	-119.93   	 48.12   	 -25.43		 18.96   	 228.89		
  8.24   	-116.88   	 48.02   	 -20.35		 19.88   	 218.72		
 10.07   	-114.44   	 47.93   	 -20.35		 20.75   	 203.46		
 12.21   	-111.39   	 47.85   	 -20.35		 21.57   	 193.29		
 14.95   	-107.12   	 47.77   	 -25.43		 22.34   	 183.11		
 17.70   	-101.62   	 47.67   	 -30.52		 23.07   	 167.85		
 20.14   	-96.74   	 47.55   	 -35.61		 23.74   	 152.59		
 21.97   	-92.16   	 47.41   	 -30.52		 24.35   	 147.51		
 24.11   	-87.89   	 47.28   	 -30.52		 24.94   	 132.25		
 26.86   	-83.01   	 47.16   	 -20.35		 25.47   	 127.16		
 30.82   	-76.60   	 47.08   	 -20.35		 25.98   	 127.16		
 35.10   	-70.19   	 47.00   	 -20.35		 26.49   	 132.25		
 39.06   	-64.09   	 46.92   	 -25.43		 27.02   	 137.33		
 42.72   	-58.90   	 46.82   	 -25.43		 27.57   	 137.33		
 45.78   	-54.02   	 46.71   	 -25.43		 28.12   	 132.25		
 48.83   	-48.83   	 46.61   	 -25.43		 28.65   	 132.25		
 52.19   	-42.42   	 46.51   	 -30.52		 29.18   	 122.07		
 56.15   	-35.40   	 46.39   	 -30.52		 29.66   	 111.90		
 61.04   	-28.08   	 46.27   	 -30.52		 30.11   	 106.82		
 66.83   	-20.75   	 46.14   	 -20.35		 30.54   	  91.56		
 73.24   	-12.82   	 46.06   	 -20.35		 30.91   	  86.47		
 79.96   	 -3.97   	 45.98   	 -10.17		 31.25   	  81.38		
 86.06   	  4.88   	 45.94   	 -10.17		 31.58   	  76.30		
 90.94   	 14.04   	 45.90   	  -5.09		 31.88   	  71.21		
 95.52   	 23.50   	 45.88   	   5.09		 32.17   	  66.12		
 99.79   	 33.57   	 45.90   	  15.26		 32.43   	  61.04		
105.29   	 45.17   	 45.96   	  25.43		 32.68   	  61.04		
111.39   	 58.59   	 46.06   	  50.86		 32.92   	  50.86		
118.71   	 73.24   	 46.27   	  81.38		 33.12   	  45.78		
126.65   	 87.59   	 46.59   	 116.99		 33.31   	  40.69		
134.28   	101.32   	 47.06   	 162.77		 33.47   	  40.69		
141.91   	114.75   	 47.71   	 198.37		 33.63   	  40.69		
149.84   	129.39   	 48.50   	 233.98		 33.79   	  30.52		
157.78   	146.48   	 49.44   	 249.24		 33.92   	  35.61		
166.32   	166.02   	 50.44   	 259.41		 34.06   	  35.61		
175.48   	187.07   	 51.47   	 244.15		 34.20   	  40.69		
184.63   	207.82   	 52.45   	 233.98		 34.36   	  35.61		
194.09   	227.66   	 53.39   	 213.63		 34.51   	  40.69		
203.86   	246.58   	 54.24   	 203.46		 34.67   	  40.69		
213.62   	265.50   	 55.06   	 198.37		 34.83   	  45.78		
222.78   	285.64   	 55.85   	 193.29		 35.02   	  50.86		
231.32   	306.70   	 56.62   	 198.37		 35.22   	  45.78		
239.26   	328.37   	 57.42   	 213.63		 35.40   	  55.95		
246.28   	348.51   	 58.27   	 218.72		 35.63   	  61.04		
251.77   	365.91   	 59.15   	 213.63		 35.87   	  61.04		
254.21   	379.33   	 60.00   	 208.54		 36.11   	  61.04		
252.08   	387.27   	 60.83   	 193.29		 36.36   	  66.12		
244.45   	388.18   	 61.61   	 188.20		 36.62   	  71.21		
230.71   	380.25   	 62.36   	 198.37		 36.91   	  76.30		
212.10   	362.55   	 63.15   	 213.63		 37.21   	  71.21		
189.51   	334.47   	 64.01   	 218.72		 37.50   	  66.12		
164.18   	297.55   	 64.88   	 218.72		 37.76   	  71.21		
137.02   	254.82   	 65.76   	 208.54		 38.05   	  61.04		
109.25   	209.05   	 66.59   	 203.46		 38.29   	  45.78		
 81.48   	162.05   	 67.41   	 193.29		 38.47   	  30.52		
 55.54   	114.75   	 68.18   	 193.29		 38.60   	  20.35		
 31.74   	 68.05   	 68.95   	 172.94		 38.68   	  15.26		
 10.68   	 22.89   	 69.64   	 172.94		 38.74(S)	   0.00		
 -7.32   	-18.62   	 70.34   	 178.03		 38.74   	 -10.17		
-22.89   	-54.32   	 71.05   	 178.03		 38.70   	 -10.17		
-36.01   	-83.31   	 71.76   	 157.68		 38.66   	 -10.17		
-47.00   	-105.90   	 72.39   	 106.82		 38.62   	 -15.26		
-56.15   	-123.90   	 72.82   	  76.30		 38.56   	 -10.17		
-63.78   	-138.85   	 73.12   	  91.56		 38.51   	 -15.26		
-69.58   	-151.67   	 73.49   	 122.07		 38.45   	 -15.26		
-74.16   	-162.35   	 73.98   	 116.99		 38.39   	 -25.43		
-77.51   	-169.98   	 74.45   	 106.82		 38.29   	 -20.35		
-80.57   	-174.56   	 74.87   	 127.16		 38.21   	 -30.52		
-83.62   	-177.00   	 75.38   	 106.82		 38.09   	 -40.69		
-86.36   	-178.22   	 75.81   	  66.12		 37.92   	 -55.95		
-89.11   	-179.44   	 76.07   	  25.43		 37.70   	 -66.12		
-90.94   	-180.66   	 76.17   	  25.43		 37.44   	 -76.30		
-91.25   	-181.88   	 76.28   	  10.17		 37.13   	-101.73		
-90.64   	-183.11   	 76.32   	   5.09		 36.72   	-116.99		
-88.81   	-183.72   	 76.34   	  15.26		 36.26   	-147.51		
-86.98   	-184.63   	 76.40   	  30.52		 35.67   	-167.85		
-85.14   	-184.63   	 76.52   	  30.52		 34.99   	-162.77		
-83.62   	-183.41   	 76.64   	  20.35		 34.34   	-157.68		
-83.01   	-181.27   	 76.72   	  25.43		 33.71   	-203.46		
-82.40   	-178.83   	 76.83   	  15.26		 32.90   	-233.98		
-81.79   	-176.70   	 76.89(S)	   0.00		 31.96   	-233.98		
-81.18   	-175.78   	 76.89   	 -30.52		 31.03   	-244.15		
-79.96   	-175.17   	 76.76   	 -61.04		 30.05   	-244.15		
-78.43   	-174.87   	 76.52   	 -91.56		 29.07   	-244.15		
-76.90   	-174.26   	 76.15   	 -81.38		 28.10   	-259.41		
-75.07   	-173.03   	 75.83   	 -45.78		 27.06   	-259.41		
-73.24   	-171.51   	 75.65   	 -15.26		 26.02   	-259.41		
-71.72   	-170.29   	 75.58   	  -5.09		 24.98   	-259.41		
-71.11   	-169.37   	 75.56   	 -30.52		 23.95   	-259.41		
-71.11   	-168.76   	 75.44   	 -71.21		 22.91   	-249.24		
-71.72   	-168.76   	 75.16   	-116.99		 21.91   	-254.32		
-72.33   	-168.76   	 74.69   	-152.59		 20.90   	-249.24		
-72.02   	-168.46   	 74.08   	-167.85		 19.90   	-239.06		
-70.80   	-168.46   	 73.41   	-178.03		 18.94   	-228.89		
-69.27   	-169.07   	 72.70   	-167.85		 18.03   	-223.80		
-68.05   	-170.29   	 72.02   	-147.51		 17.13   	-218.72		
-67.14   	-171.51   	 71.43   	-132.25		 16.26   	-213.63		
-65.92   	-172.42   	 70.91   	-122.07		 15.40   	-198.37		
-64.09   	-172.12   	 70.42   	-132.25		 14.61   	-198.37		
-62.56   	-170.90   	 69.89   	-147.51		 13.81   	-183.11		
-61.65   	-169.68   	 69.30   	-162.77		 13.08   	-178.03		
-61.65   	-169.68   	 68.65   	-178.03		 12.37   	-178.03		
-62.26   	-170.59   	 67.93   	-167.85		 11.66   	-178.03		
-62.87   	-172.73   	 67.26   	-147.51		 10.95   	-183.11		
-63.17   	-174.56   	 66.67   	-122.07		 10.21   	-183.11		
-63.17   	-175.48   	 66.18   	 -96.64		  9.48   	-183.11		
-63.48   	-175.17   	 65.80   	 -81.38		  8.75   	-172.94		
-63.78   	-173.95   	 65.47   	 -86.47		  8.06   	-162.77		
-64.39   	-173.03   	 65.13   	 -91.56		  7.41   	-132.25		
-64.70   	-172.12   	 64.76   	-111.90		  6.88   	-106.82		
-64.70   	-171.51   	 64.31   	-127.16		  6.45   	 -76.30		
-65.00   	-170.90   	 63.80   	-137.33		  6.14   	 -50.86		
-65.31   	-169.98   	 63.26   	-127.16		  5.94   	 -25.43		
-65.31   	-169.68   	 62.75   	-116.99		  5.84   	 -10.17		
-65.61   	-169.07   	 62.28   	 -91.56		  5.80(D)	  10.17		
-64.70   	-166.93   	 61.91   	 -86.47		  5.84   	  20.35		
-62.56   	-160.83   	 61.57   	 -76.30		  5.92   	  25.43		
-57.98   	-149.54   	 61.26   	 -71.21		  6.02   	  25.43		
-51.27   	-133.06   	 60.98   	 -76.30		  6.12   	  15.26		
-44.56   	-114.14   	 60.67   	 -81.38		  6.19   	  15.26		
-39.67   	-94.60   	 60.35   	 -86.47		  6.25   	  10.17		
-36.62   	-74.46   	 60.00   	 -86.47		  6.29   	   5.09		
-34.79   	-54.02   	 59.65   	 -86.47		  6.31   	   0.00		
-32.04   	-35.71   	 59.31   	 -81.38		  6.31   	 -10.17		
-27.16   	-24.72   	 58.98   	 -76.30		  6.27   	 -10.17		
-20.75   	-25.94   	 58.68   	 -66.12		  6.23   	 -10.17		
-14.95   	-39.98   	 58.41   	 -61.04		  6.19   	 -15.26		
-10.99   	-61.04   	 58.17   	 -55.95		  6.12   	 -10.17		
 -7.32   	-81.79   	 57.94   	 -66.12		  6.08   	   0.00		
 -2.75   	-97.05   	 57.68   	 -66.12		  6.08   	   0.00		
  2.44   	-106.81   	 57.42   	 -66.12		  6.08   	   5.09		
  6.41   	-113.83   	 57.15   	 -61.04		  6.10   	  10.17		
  3.97   	-120.24   	 56.91   	 -55.95		  6.14   	  15.26		
 -6.41   	-127.26   	 56.68   	 -50.86		  6.21   	  20.35		
-24.11   	-136.11   	 56.48   	 -50.86		  6.29   	  20.35		
-44.56   	-147.40   	 56.28   	 -45.78		  6.37   	  20.35		
-62.56   	-161.13   	 56.09   	 -40.69		  6.45   	  20.35		
-74.77   	-173.95   	 55.93   	 -45.78		  6.53   	  25.43		
-80.87   	-182.19   	 55.75   	 -40.69		  6.63   	  15.26		
-83.31   	-186.16   	 55.58   	 -45.78		  6.69   	  20.35		
-84.84   	-187.99   	 55.40   	 -45.78		  6.78   	  25.43		
-86.67   	-190.12   	 55.22   	 -45.78		  6.88   	  35.61		
-88.81   	-192.87   	 55.04   	 -45.78		  7.02   	  50.86		
-90.33   	-194.70   	 54.85   	 -45.78		  7.22   	  71.21		
-90.33   	-193.79   	 54.67   	 -40.69		  7.51   	  86.47		
-89.42   	-190.43   	 54.51   	 -45.78		  7.85   	  91.56		
-87.89   	-186.16   	 54.32   	 -45.78		  8.22   	  86.47		
-86.98   	-181.88   	 54.14   	 -45.78		  8.57   	  76.30		
-86.06   	-178.53   	 53.96   	 -45.78		  8.87   	  50.86		
-85.45   	-175.78   	 53.77   	 -50.86		  9.07   	  15.26		
-84.84   	-172.73   	 53.57   	 -40.69		  9.14   	 -10.17		
-83.31   	-169.07   	 53.41   	 -35.61		  9.09   	 -45.78		
-80.87   	-164.79   	 53.27   	 -35.61		  8.91   	 -61.04		
-78.43   	-159.61   	 53.12   	 -40.69		  8.67   	 -71.21		
-76.29   	-155.33   	 52.96   	 -40.69		  8.38   	 -66.12		
-74.77   	-154.42   	 52.80   	 -40.69		  8.12   	 -55.95		
-73.24   	-160.83   	 52.63   	 -45.78		  7.89   	 -45.78		
-69.89   	-181.58   	 52.45   	 -40.69		  7.71   	 -25.43		
-61.65   	-221.56   	 52.29   	 -35.61		  7.61   	  -5.09		
-48.83   	-274.35   	 52.15   	 -35.61		  7.59(E)	  15.26		
-31.13   	-316.77   	 52.00   	 -35.61		  7.65   	  30.52		
 -4.58   	-314.03   	 51.86   	 -30.52		  7.77   	  35.61		
 40.28   	-230.71   	 51.74   	 -30.52		  7.91   	  45.78		
117.80   	-47.00   	 51.62   	 -35.61		  8.10   	  45.78		
231.32   	236.82   	 51.47   	 -35.61		  8.28   	  40.69		
362.85   	604.86   	 51.33   	 -35.61		  8.44   	  35.61		
478.21   	1026.00   	 51.19   	 -35.61		  8.59   	  30.52		
538.02   	1440.73   	 51.05   	 -35.61		  8.71   	  25.43		
512.70   	1752.01(R)	 50.91   	 -35.61		  8.81   	  10.17		
185.55   	1709.59   	 50.76   	 -35.61		  8.85   	  10.17		
-67.75   	1338.50   	 50.62   	 -40.69		  8.89   	  10.17		
-313.42   	862.43   	 50.46   	 -30.52		  8.93   	   5.09		
-491.64   	415.95   	 50.34   	 -35.61		  8.95   	   0.00		
-564.58   	 84.53   	 50.19   	 -30.52		  8.95   	   5.09		
-534.67   	-117.49   	 50.07   	 -35.61		  8.97   	   5.09		
-440.37   	-218.20   	 49.93   	 -30.52		  8.99   	  10.17		
-327.45   	-249.02   	 49.81   	 -35.61		  9.03   	   5.09		
-228.27   	-231.02   	 49.66   	 -35.61		  9.05   	  20.35		
-154.42   	-182.80   	 49.52   	 -30.52		  9.14   	  35.61		
-104.37   	-130.00   	 49.40   	 -30.52		  9.28   	  35.61		
-73.55   	-97.96   	 49.28   	 -30.52		  9.42   	  45.78		
-56.76   	-97.96   	 49.16   	 -25.43		  9.60   	  61.04		
-48.52   	-120.85   	 49.05   	 -25.43		  9.85   	  76.30		
-43.03   	-145.87   	 48.95   	 -25.43		 10.15   	  86.47		
-37.23   	-157.17   	 48.85   	 -25.43		 10.50   	  91.56		
-32.04   	-153.20   	 48.75   	 -25.43		 10.86   	 106.82		
-28.69   	-142.52   	 48.65   	 -25.43		 11.29   	 127.16		
-26.86   	-133.97   	 48.55   	 -20.35		 11.80   	 147.51		
-24.41   	-131.23   	 48.46   	 -25.43		 12.39   	 152.59		
-20.14   	-132.75   	 48.36   	 -25.43		 13.00   	 152.59		
-15.56   	-133.67   	 48.26   	 -25.43		 13.61   	 132.25		
-11.90   	-131.53   	 48.16   	 -25.43		 14.14   	 127.16		
 -9.46   	-127.26   	 48.06   	 -30.52		 14.65   	 147.51		
 -7.63   	-122.68   	 47.93   	 -30.52		 15.24   	 178.03		
 -6.10   	-116.58   	 47.81   	 -25.43		 15.95   	 198.37		
 -5.49   	-113.83   	 47.71   	 -20.35		 16.74   	 223.80		
 -4.27   	-110.78   	 47.63   	 -20.35		 17.64   	 233.98		
 -2.14   	-107.12   	 47.55   	 -15.26		 18.58   	 239.06		
  0.61   	-103.45   	 47.49   	 -15.26		 19.53   	 233.98		
  3.66   	-100.10   	 47.43   	 -20.35		 20.47   	 218.72		
  6.41   	-96.74   	 47.34   	 -25.43		 21.34   	 208.54		
  8.85   	-92.77   	 47.24   	 -25.43		 22.18   	 198.37		
 10.99   	-87.59   	 47.14   	 -25.43		 22.97   	 183.11		
 13.73   	-82.09   	 47.04   	 -30.52		 23.70   	 167.85		
 16.78   	-76.90   	 46.92   	 -30.52		 24.37   	 152.59		
 19.53   	-72.63   	 46.80   	 -30.52		 24.98   	 142.42		
 22.28   	-68.97   	 46.67   	 -25.43		 25.55   	 127.16		
 25.33   	-64.09   	 46.57   	 -20.35		 26.06   	 116.99		
 28.69   	-57.68   	 46.49   	 -20.35		 26.53   	 116.99		
 32.65   	-49.44   	 46.41   	 -20.35		 27.00   	 116.99		
 36.93   	-41.20   	 46.33   	 -25.43		 27.47   	 111.90		
 41.20   	-33.57   	 46.23   	 -30.52		 27.91   	 111.90		
 45.17   	-27.47   	 46.10   	 -30.52		 28.36   	 111.90		
 48.83   	-21.97   	 45.98   	 -30.52		 28.81   	 111.90		
 53.10   	-16.17   	 45.86   	 -25.43		 29.26   	 116.99		
 57.68   	 -9.16   	 45.76   	 -15.26		 29.73   	 111.90		
 62.56   	 -1.83   	 45.70   	 -15.26		 30.17   	 106.82		
 67.44   	  6.10   	 45.64   	 -10.17		 30.60   	  96.64		
 72.33   	 14.04   	 45.59   	 -20.35		 30.99   	  91.56		
 77.21   	 22.28   	 45.51   	 -15.26		 31.35   	  81.38		
 82.09   	 31.13   	 45.45   	 -10.17		 31.68   	  71.21		
 87.28   	 41.20   	 45.41   	  -5.09		 31.96   	  55.95		
 93.08   	 52.80   	 45.39(D)	  20.35		 32.19   	  55.95		
 99.79   	 65.31   	 45.47   	  35.61		 32.41   	  55.95		
107.42   	 78.43   	 45.62   	  66.12		 32.63   	  40.69		
115.36   	 91.86   	 45.88   	  91.56		 32.80   	  45.78		
123.29   	105.90   	 46.25   	 127.16		 32.98   	  40.69		
131.53   	120.54   	 46.75   	 162.77		 33.14   	  35.61		
140.08   	136.41   	 47.41   	 208.54		 33.29   	  40.69		
