SAMPLE NUMBER:   3
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  RV     	  RV'		  AO     	  AO'		
-27.77   	-47.91   	 52.43   	-198.37		 85.66   	 -45.78		
-34.18   	-55.54   	 51.64   	-233.98		 85.47   	-106.82		
-36.93   	-62.56   	 50.70   	-279.75		 85.05   	-116.99		
-36.93   	-65.92   	 49.58   	-366.22		 84.58   	 -66.12		
-36.01   	-64.70   	 48.12   	-376.40		 84.31   	 -50.86		
-37.54   	-64.39   	 46.61   	-412.00		 84.11   	 -45.78		
-39.98   	-65.92   	 44.96   	-462.87		 83.93   	 -86.47		
-41.20   	-70.19   	 43.11   	-513.73		 83.58   	-162.77		
-40.59   	-75.38   	 41.06   	-528.99		 82.93   	-218.72		
-39.67   	-79.35   	 38.94   	-528.99		 82.05   	-239.06		
-38.15   	-81.48   	 36.83   	-528.99		 81.10   	-193.29		
-37.54   	-81.48   	 34.71   	-539.16		 80.33   	-132.25		
-37.84   	-79.65   	 32.55   	-528.99		 79.80   	-122.07		
-38.45   	-77.21   	 30.44   	-523.90		 79.31   	-106.82		
-38.45   	-75.68   	 28.34   	-508.65		 78.88   	-122.07		
-37.54   	-74.77   	 26.31   	-493.39		 78.39   	-167.85		
-36.32   	-74.77   	 24.33   	-462.87		 77.72   	-213.63		
-34.18   	-75.07   	 22.48   	-442.52		 76.87   	-233.98		
-30.82   	-75.07   	 20.71   	-422.18		 75.93   	-228.89		
-27.47   	-74.16   	 19.02   	-386.57		 75.01   	-213.63		
-25.02   	-71.72   	 17.48   	-366.22		 74.16   	-213.63		
-23.50   	-69.58   	 16.01   	-340.79		 73.31   	-203.46		
-24.41   	-68.05   	 14.65   	-315.36		 72.49   	-178.03		
-26.55   	-66.83   	 13.39   	-289.93		 71.78   	-167.85		
-29.91   	-66.22   	 12.23   	-264.50		 71.11   	-162.77		
-33.26   	-64.39   	 11.17   	-249.24		 70.46   	-132.25		
-37.23   	-61.34   	 10.17   	-223.80		 69.93   	-111.90		
-39.67   	-57.98   	  9.28   	-203.46		 69.48   	-111.90		
-41.81   	-54.93   	  8.46   	-183.11		 69.03   	-127.16		
-44.25   	-53.10   	  7.73   	-172.94		 68.52   	-142.42		
-47.30   	-53.10   	  7.04   	-162.77		 67.95   	-147.51		
-50.35   	-54.63   	  6.39   	-157.68		 67.36   	-152.59		
-53.71   	-56.15   	  5.76   	-137.33		 66.75   	-137.33		
-55.54   	-57.07   	  5.21   	-106.82		 66.21   	-127.16		
-55.54   	-57.37   	  4.78   	 -86.47		 65.70   	-106.82		
-54.63   	-57.68   	  4.44   	 -71.21		 65.27   	 -96.64		
-54.02   	-58.29   	  4.15   	 -66.12		 64.88   	 -96.64		
-53.10   	-60.73   	  3.89   	 -50.86		 64.50   	 -96.64		
-52.19   	-64.39   	  3.68   	 -40.69		 64.11   	 -91.56		
-51.27   	-67.44   	  3.52   	 -20.35		 63.74   	 -96.64		
-49.74   	-68.97   	  3.44   	 -10.17		 63.36   	 -96.64		
-47.61   	-68.97   	  3.40(D)	   0.00		 62.97   	 -91.56		
-46.08   	-68.66   	  3.40   	   0.00		 62.60   	 -91.56		
-44.86   	-69.27   	  3.40   	   5.09		 62.24   	 -91.56		
-43.33   	-71.11   	  3.42   	  10.17		 61.87   	 -91.56		
-41.20   	-73.55   	  3.46   	  10.17		 61.51   	 -96.64		
-39.37   	-75.99   	  3.50   	   5.09		 61.12   	 -91.56		
-37.54   	-79.04   	  3.52   	   5.09		 60.75   	 -86.47		
-35.40   	-81.79   	  3.54   	  10.17		 60.41   	 -76.30		
-34.48   	-83.01   	  3.58   	  25.43		 60.10   	 -71.21		
-33.87   	-83.01   	  3.68   	  30.52		 59.82   	 -66.12		
-33.57   	-81.79   	  3.80   	  25.43		 59.55   	 -50.86		
-33.26   	-80.87   	  3.91   	  30.52		 59.35   	 -45.78		
-32.65   	-81.18   	  4.03   	  40.69		 59.17   	 -55.95		
-31.13   	-82.70   	  4.19   	  55.95		 58.94   	 -61.04		
-28.99   	-83.62   	  4.42   	  40.69		 58.70   	 -61.04		
-26.86   	-82.70   	  4.58   	  35.61		 58.45   	 -71.21		
-25.02   	-79.96   	  4.72   	  35.61		 58.17   	 -66.12		
-22.89   	-76.60   	  4.86   	  45.78		 57.90   	 -66.12		
-21.36   	-73.55   	  5.05   	  55.95		 57.64   	 -66.12		
-19.84   	-70.19   	  5.27   	  50.86		 57.38   	 -61.04		
-18.01   	-65.31   	  5.47   	  40.69		 57.13   	 -50.86		
-15.87   	-58.90   	  5.64   	  45.78		 56.93   	 -45.78		
-13.12   	-52.80   	  5.82   	  40.69		 56.74   	 -45.78		
 -9.16   	-50.35   	  5.98   	  45.78		 56.56   	 -45.78		
 -2.44   	-50.66   	  6.16   	  35.61		 56.38   	 -50.86		
  6.71   	-49.44   	  6.31   	  25.43		 56.17   	 -50.86		
 18.31   	-42.72   	  6.41   	  20.35		 55.97   	 -45.78		
 30.82   	-28.38   	  6.49   	  30.52		 55.79   	 -45.78		
 42.11   	-10.38   	  6.61   	  40.69		 55.61   	 -40.69		
 50.35   	  3.66   	  6.78   	  40.69		 55.44   	 -45.78		
 55.24   	  9.16   	  6.94   	  25.43		 55.26   	 -40.69		
 56.46   	  6.10   	  7.04   	  20.35		 55.10   	 -45.78		
 53.41   	 -0.92   	  7.12   	  25.43		 54.91   	 -45.78		
 47.91   	 -7.32   	  7.22   	  25.43		 54.73   	 -45.78		
 39.06   	-11.90   	  7.32   	  15.26		 54.55   	 -50.86		
 26.55   	-15.87   	  7.39   	   0.00		 54.34   	 -50.86		
 10.38   	-23.50   	  7.39   	   0.00		 54.14   	 -40.69		
 -8.24   	-34.79   	  7.39   	   0.00		 53.98   	 -35.61		
-28.38   	-46.69   	  7.39   	  -5.09		 53.83   	 -35.61		
-47.30   	-54.93   	  7.37   	 -10.17		 53.69   	 -30.52		
-61.95   	-58.90   	  7.32   	 -10.17		 53.57   	 -30.52		
-70.80   	-59.51   	  7.28   	  -5.09		 53.45   	 -35.61		
-74.16   	-60.12   	  7.26   	  -5.09		 53.31   	 -25.43		
-72.63   	-62.56   	  7.24   	  -5.09		 53.20   	 -30.52		
-69.58   	-65.00   	  7.22   	  10.17		 53.08   	 -30.52		
-68.66   	-65.00   	  7.26   	  20.35		 52.96   	 -30.52		
-69.58   	-61.95   	  7.34   	  20.35		 52.84   	 -35.61		
-71.72   	-56.76   	  7.43   	  20.35		 52.70   	 -40.69		
-73.85   	-51.57   	  7.51   	  20.35		 52.53   	 -45.78		
-75.68   	-48.22   	  7.59   	  20.35		 52.35   	 -35.61		
-77.51   	-47.91   	  7.67   	  25.43		 52.21   	 -30.52		
-79.96   	-49.74   	  7.77   	  30.52		 52.09   	 -20.35		
-82.40   	-52.49   	  7.89   	  30.52		 52.00   	 -20.35		
-83.01   	-54.93   	  8.02   	  20.35		 51.92   	 -20.35		
-81.18   	-55.54   	  8.10   	  10.17		 51.84   	 -30.52		
-77.82   	-53.71   	  8.14   	   0.00		 51.72   	 -30.52		
-74.46   	-50.96   	  8.14   	   5.09		 51.60   	 -35.61		
-71.41   	-48.83   	  8.16   	  10.17		 51.45   	 -40.69		
-69.89   	-47.91   	  8.20   	  10.17		 51.29   	 -40.69		
-68.97   	-48.22   	  8.24   	   0.00		 51.13   	 -35.61		
-67.14   	-49.74   	  8.24   	   5.09		 50.99   	 -30.52		
-64.70   	-54.02   	  8.26   	  10.17		 50.86   	 -30.52		
-60.42   	-64.70   	  8.30   	  25.43		 50.74   	 -25.43		
-48.83   	-82.40   	  8.40   	  25.43		 50.64   	 -25.43		
-23.19   	-91.86   	  8.50   	  25.43		 50.54   	 -25.43		
 24.41   	-59.81   	  8.61   	  35.61		 50.44   	 -25.43		
104.37   	 54.63   	  8.75   	  35.61		 50.34   	 -20.35		
227.05   	273.44   	  8.89   	  45.78		 50.25   	 -25.43		
386.66   	569.15   	  9.07   	  45.78		 50.15   	 -25.43		
543.21   	855.10   	  9.26   	  45.78		 50.05   	 -30.52		
623.17   	1019.29(R)	  9.44(E)	  50.86		 49.93   	 -40.69		
280.15   	731.81   	  9.64   	  45.78		 49.77   	 -35.61		
-125.73   	354.92   	  9.83   	  35.61		 49.62   	 -25.43		
-549.01   	-16.17   	  9.97   	  30.52		 49.52   	 -10.17		
-864.26   	-259.70   	 10.09   	  25.43		 49.48   	 -15.26		
-1009.83   	-327.15   	 10.19   	  25.43		 49.42   	 -35.61		
-1010.44   	-259.70   	 10.29   	  15.26		 49.28   	 -35.61		
-942.99   	-163.27   	 10.36   	   0.00		 49.14   	 -35.61		
-877.08   	-152.59   	 10.36   	 -10.17		 48.99   	 -40.69		
-832.82   	-278.93   	 10.32   	 -20.35		 48.83   	 -35.61		
-781.56   	-495.00   	 10.23   	 -10.17		 48.69   	 -30.52		
-683.59   	-683.29   	 10.19   	  -5.09		 48.57   	 -25.43		
-521.24   	-732.12   	 10.17   	   0.00		 48.46   	 -25.43		
-316.47   	-604.86   	 10.17   	  15.26		 48.36   	 -25.43		
-121.46   	-362.85   	 10.23   	  35.61		 48.26   	 -20.35		
 13.43   	-125.43   	 10.38   	  50.86		 48.18   	 -30.52		
 67.75   	  9.46   	 10.58   	  76.30		 48.06   	 -30.52		
 57.98   	 21.06   	 10.89   	  86.47		 47.93   	 -30.52		
 26.25   	-38.45   	 11.23   	 111.90		 47.81   	 -35.61		
  8.24   	-95.52   	 11.68   	 147.51		 47.67   	 -30.52		
 14.65   	-108.03   	 12.27   	 188.20		 47.55   	 -30.52		
 34.18   	-83.31   	 13.02   	 223.80		 47.43   	 -30.52		
 50.05   	-54.02   	 13.92   	 249.24		 47.30   	 -25.43		
 54.63   	-44.86   	 14.91   	 289.93		 47.20   	 -25.43		
 51.27   	-55.24   	 16.07   	 325.53		 47.10   	 -25.43		
 48.52   	-70.80   	 17.38   	 406.92		 47.00   	 -30.52		
 57.98   	-75.99   	 19.00   	 401.83		 46.88   	 -35.61		
 63.78   	-69.58   	 20.61   	 406.92		 46.73   	 -30.52		
 66.83   	-65.61   	 22.24   	 406.92		 46.61   	 -30.52		
 65.92   	-65.31   	 23.87   	 396.74		 46.49   	 -20.35		
 62.26   	-66.53   	 25.45   	 376.40		 46.41   	 -15.26		
 58.29   	-66.53   	 26.96   	 356.05		 46.35   	 -10.17		
 55.54   	-63.17   	 28.38   	 335.71		 46.31   	 -10.17		
 54.02   	-57.37   	 29.73   	 315.36		 46.27   	 -15.26		
 53.10   	-51.27   	 30.99   	 305.19		 46.21   	 -25.43		
 52.49   	-47.91   	 32.21   	 279.75		 46.10   	 -25.43		
 50.96   	-46.69   	 33.33   	 259.41		 46.00   	 -35.61		
 48.83   	-45.78   	 34.36   	 228.89		 45.86   	 -30.52		
 46.39   	-44.56   	 35.28   	 218.72		 45.74   	 -25.43		
 44.56   	-41.50   	 36.15   	 203.46		 45.64   	 -25.43		
 42.72   	-37.54   	 36.97   	 193.29		 45.53   	 -20.35		
 41.50   	-33.87   	 37.74   	 172.94		 45.45   	 -10.17		
 41.50   	-30.82   	 38.43   	 162.77		 45.41   	  -5.09		
 41.50   	-29.30   	 39.08   	 152.59		 45.39(D)	   0.00		
 42.42   	-28.99   	 39.69   	 142.42		 45.39   	  15.26		
 44.25   	-30.52   	 40.26   	 137.33		 45.45   	  45.78		
 47.00   	-32.35   	 40.81   	 132.25		 45.64   	  86.47		
 51.57   	-32.96   	 41.34   	 127.16		 45.98   	 127.16		
 57.68   	-31.43   	 41.85   	 137.33		 46.49   	 198.37		
 64.09   	-27.16   	 42.40   	 132.25		 47.28   	 279.75		
 69.27   	-20.75   	 42.93   	 132.25		 48.40   	 396.74		
 75.38   	-10.99   	 43.46   	 127.16		 49.99   	 396.74		
 77.82   	 -6.41   	 43.97   	 122.07		 51.58   	 366.22		
 80.26   	 -1.22   	 44.46   	 122.07		 53.04   	 320.45		
 83.62   	  4.88   	 44.94   	 122.07		 54.32   	 279.75		
 85.75   	 11.60   	 45.43   	 122.07		 55.44   	 269.58		
 86.67   	 18.01   	 45.92   	 116.99		 56.52   	 279.75		
 86.67   	 23.80   	 46.39   	 132.25		 57.64   	 289.93		
 86.67   	 29.91   	 46.92   	 137.33		 58.80   	 300.10		
 86.98   	 37.23   	 47.47   	 147.51		 60.00   	 300.10		
 88.20   	 45.47   	 48.06   	 147.51		 61.20   	 289.93		
 90.33   	 54.02   	 48.65   	 152.59		 62.36   	 269.58		
 91.86   	 62.56   	 49.26   	 147.51		 63.44   	 249.24		
 92.77   	 70.80   	 49.85   	 157.68		 64.44   	 233.98		
 93.69   	 79.35   	 50.48   	 162.77		 65.37   	 233.98		
 94.91   	 88.20   	 51.13   	 167.85		 66.31   	 239.06		
 96.13   	 97.05   	 51.80   	 162.77		 67.26   	 239.06		
 98.57   	104.68   	 52.45   	 162.77		 68.22   	 223.80		
101.62   	111.39   	 53.10   	 147.51		 69.11   	 213.63		
104.68   	118.71   	 53.69   	 137.33		 69.97   	 193.29		
108.64   	126.34   	 54.24   	 137.33		 70.74   	 167.85		
113.22   	134.28   	 54.79   	 132.25		 71.41   	 157.68		
118.10   	142.52   	 55.32   	 127.16		 72.04   	 162.77		
122.38   	150.15   	 55.83   	 111.90		 72.70   	 178.03		
126.04   	157.78   	 56.28   	  91.56		 73.41   	 178.03		
126.95   	165.71   	 56.64   	  96.64		 74.12   	 213.63		
121.46   	181.58   	 57.03   	  81.38		 74.97   	 239.06		
115.66   	187.07   	 57.35   	  71.21		 75.93   	 300.10		
108.03   	189.82   	 57.64   	  66.12		 77.13   	 361.14		
 99.49   	189.82   	 57.90   	  55.95		 78.58   	 340.79		
 90.33   	186.16   	 58.13   	  50.86		 79.94   	 295.01		
 80.26   	178.83   	 58.33   	  45.78		 81.12   	 254.32		
 69.58   	165.71   	 58.51   	  30.52		 82.14   	 223.80		
 59.20   	147.09   	 58.64   	  25.43		 83.03   	 137.33		
 49.13   	123.90   	 58.74   	  10.17		 83.58   	  15.26		
 40.59   	 98.27   	 58.78   	   5.09		 83.64   	   0.00		
 34.48   	 72.33   	 58.80(S)	  -5.09		 83.64   	  81.38		
 29.91   	 48.22   	 58.78   	 -10.17		 83.97   	 132.25		
 25.94   	 27.16   	 58.74   	 -15.26		 84.50   	 142.42		
 22.58   	  8.54   	 58.68   	 -25.43		 85.07   	 147.51		
 19.84   	 -7.32   	 58.58   	 -30.52		 85.66   	 142.42		
 17.40   	-20.75   	 58.45   	 -40.69		 86.23   	  86.47		
 15.26   	-31.43   	 58.29   	 -61.04		 86.57   	  55.95		
