SAMPLE NUMBER:   2
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  RV     	  RV'		  AO     	  AO'		
 70.19   	265.50   	 42.91   	  15.26		 80.49   	 356.05		
 52.49   	236.21   	 42.97   	  20.35		 81.91   	 356.05		
 36.32   	203.55   	 43.05   	  10.17		 83.34   	 345.88		
 22.28   	169.07   	 43.09   	  15.26		 84.72   	 310.27		
 10.38   	134.89   	 43.15   	  10.17		 85.96   	 279.75		
  0.61   	102.54   	 43.19   	  10.17		 87.08   	 254.32		
 -8.24   	 72.63   	 43.23   	   0.00		 88.10   	 228.89		
-16.78   	 45.17   	 43.23   	   0.00		 89.01   	 213.63		
-25.02   	 20.14   	 43.23   	   0.00		 89.87   	 198.37		
-32.35   	 -2.14   	 43.23   	 -10.17		 90.66   	 183.11		
-39.06   	-21.06   	 43.19   	 -10.17		 91.39   	 172.94		
-44.56   	-36.93   	 43.15   	 -15.26		 92.09   	 178.03		
-48.83   	-49.44   	 43.09   	 -25.43		 92.80   	 188.20		
-52.19   	-59.20   	 42.99   	 -30.52		 93.55   	 188.20		
-54.93   	-67.14   	 42.87   	 -30.52		 94.30   	 172.94		
-57.07   	-73.24   	 42.75   	 -45.78		 94.99   	 152.59		
-59.81   	-77.82   	 42.56   	 -45.78		 95.60   	 122.07		
-63.78   	-80.87   	 42.38   	 -61.04		 96.09   	  96.64		
-67.44   	-83.01   	 42.14   	 -71.21		 96.48   	  45.78		
-70.19   	-83.92   	 41.85   	 -81.38		 96.66   	  15.26		
-71.11   	-84.53   	 41.53   	 -96.64		 96.72   	  15.26		
-70.19   	-85.14   	 41.14   	-116.99		 96.78(S)	   0.00		
-68.66   	-86.36   	 40.67   	-132.25		 96.78   	 -20.35		
-66.83   	-87.89   	 40.14   	-152.59		 96.70   	 -25.43		
-65.31   	-89.11   	 39.53   	-167.85		 96.60   	 -50.86		
-62.87   	-90.03   	 38.86   	-193.29		 96.40   	-101.73		
-59.81   	-90.94   	 38.09   	-228.89		 95.99   	-172.94		
-56.15   	-91.55   	 37.17   	-244.15		 95.30   	-213.63		
-52.49   	-91.86   	 36.20   	-259.41		 94.45   	-178.03		
-49.13   	-92.16   	 35.16   	-279.75		 93.73   	-106.82		
-46.39   	-91.55   	 34.04   	-295.01		 93.31   	 -66.12		
-43.64   	-90.94   	 32.86   	-315.36		 93.04   	 -91.56		
-42.11   	-90.03   	 31.60   	-330.62		 92.68   	-188.20		
-42.11   	-89.72   	 30.27   	-335.71		 91.92   	-279.75		
-43.03   	-89.42   	 28.93   	-345.88		 90.80   	-279.75		
-43.03   	-89.11   	 27.55   	-350.97		 89.68   	-198.37		
-41.50   	-88.81   	 26.14   	-356.05		 88.89   	-116.99		
-37.84   	-89.11   	 24.72   	-356.05		 88.42   	-101.73		
-33.26   	-89.72   	 23.30   	-356.05		 88.02   	-157.68		
-29.30   	-90.64   	 21.87   	-345.88		 87.39   	-228.89		
-26.25   	-90.94   	 20.49   	-340.79		 86.47   	-249.24		
-23.50   	-89.72   	 19.13   	-330.62		 85.47   	-218.72		
-20.45   	-87.59   	 17.80   	-315.36		 84.60   	-152.59		
-17.09   	-86.06   	 16.54   	-289.93		 83.99   	-106.82		
-14.34   	-85.75   	 15.38   	-274.67		 83.56   	-111.90		
-12.82   	-87.59   	 14.28   	-249.24		 83.11   	-167.85		
-12.82   	-89.72   	 13.29   	-228.89		 82.44   	-183.11		
-13.73   	-91.55   	 12.37   	-203.46		 81.71   	-157.68		
-14.34   	-91.55   	 11.56   	-183.11		 81.08   	-122.07		
-13.12   	-90.33   	 10.82   	-157.68		 80.59   	-127.16		
-10.68   	-89.42   	 10.19   	-142.42		 80.08   	-162.77		
 -7.63   	-90.03   	  9.62   	-116.99		 79.43   	-203.46		
 -5.49   	-91.86   	  9.16   	-106.82		 78.62   	-203.46		
 -4.58   	-93.99   	  8.73   	 -86.47		 77.80   	-172.94		
 -4.88   	-95.21   	  8.38   	 -81.38		 77.11   	-122.07		
 -5.49   	-94.91   	  8.06   	 -71.21		 76.62   	 -71.21		
 -6.41   	-93.99   	  7.77   	 -66.12		 76.34   	 -35.61		
 -7.02   	-93.38   	  7.51   	 -55.95		 76.20   	 -25.43		
 -6.71   	-92.77   	  7.28   	 -55.95		 76.09   	 -30.52		
 -6.41   	-92.16   	  7.06   	 -45.78		 75.97   	 -30.52		
 -5.80   	-90.94   	  6.88   	 -45.78		 75.85   	 -35.61		
 -5.49   	-89.11   	  6.69   	 -45.78		 75.71   	 -45.78		
 -5.80   	-87.59   	  6.51   	 -40.69		 75.52   	 -61.04		
 -6.10   	-87.28   	  6.35   	 -50.86		 75.28   	 -86.47		
 -5.49   	-87.28   	  6.14   	 -55.95		 74.93   	-116.99		
 -4.27   	-87.59   	  5.92   	 -71.21		 74.47   	-127.16		
 -2.44   	-87.59   	  5.64   	 -76.30		 73.96   	-122.07		
 -0.31   	-86.98   	  5.33   	 -71.21		 73.47   	-111.90		
  1.22   	-86.36   	  5.05   	 -55.95		 73.02   	-101.73		
  1.83   	-85.75   	  4.82   	 -45.78		 72.61   	-101.73		
  1.83   	-85.14   	  4.64   	 -35.61		 72.21   	 -96.64		
  0.92   	-84.53   	  4.50   	 -15.26		 71.82   	 -76.30		
  0.61   	-83.31   	  4.44   	  -5.09		 71.52   	 -61.04		
  0.61   	-82.70   	  4.42   	   5.09		 71.27   	 -55.95		
  1.22   	-82.40   	  4.44   	  10.17		 71.05   	 -66.12		
  1.83   	-83.62   	  4.48   	  20.35		 70.78   	 -66.12		
  2.44   	-85.45   	  4.56   	  30.52		 70.52   	 -66.12		
  3.36   	-87.28   	  4.68   	  35.61		 70.25   	 -66.12		
  4.27   	-87.89   	  4.82   	  40.69		 69.99   	 -71.21		
  5.49   	-86.06   	  4.98   	  50.86		 69.70   	 -76.30		
  5.80   	-82.40   	  5.19   	  50.86		 69.40   	 -71.21		
  5.49   	-78.43   	  5.39   	  55.95		 69.11   	 -76.30		
  5.49   	-75.38   	  5.62   	  61.04		 68.81   	 -76.30		
  6.41   	-75.07   	  5.86   	  55.95		 68.50   	 -71.21		
  7.63   	-76.60   	  6.08   	  55.95		 68.22   	 -61.04		
  8.24   	-78.74   	  6.31   	  50.86		 67.98   	 -61.04		
  7.02   	-79.96   	  6.51   	  50.86		 67.73   	 -55.95		
  4.27   	-79.96   	  6.71   	  45.78		 67.51   	 -61.04		
  1.53   	-78.74   	  6.90   	  35.61		 67.26   	 -55.95		
 -0.31   	-77.21   	  7.04   	  30.52		 67.04   	 -55.95		
  0.00   	-75.99   	  7.16   	  25.43		 66.82   	 -50.86		
  1.22   	-75.07   	  7.26   	  15.26		 66.61   	 -45.78		
  2.75   	-74.46   	  7.32   	   5.09		 66.43   	 -50.86		
  3.97   	-74.16   	  7.34   	   5.09		 66.23   	 -55.95		
  5.19   	-74.77   	  7.37   	   0.00		 66.00   	 -55.95		
  6.10   	-76.60   	  7.37   	  -5.09		 65.78   	 -55.95		
  7.63   	-79.65   	  7.34   	  -5.09		 65.55   	 -45.78		
  9.16   	-83.31   	  7.32   	  -5.09		 65.37   	 -45.78		
 10.07   	-86.06   	  7.30   	   0.00		 65.19   	 -50.86		
 10.07   	-86.36   	  7.30   	   5.09		 64.98   	 -50.86		
  8.54   	-84.23   	  7.32   	  15.26		 64.78   	 -50.86		
  6.71   	-81.18   	  7.39   	  15.26		 64.58   	 -45.78		
  5.49   	-79.35   	  7.45   	  20.35		 64.39   	 -40.69		
  5.49   	-79.65   	  7.53   	  25.43		 64.23   	 -45.78		
  5.80   	-81.18   	  7.63   	  30.52		 64.05   	 -50.86		
  5.49   	-83.31   	  7.75   	  30.52		 63.85   	 -50.86		
  3.97   	-84.23   	  7.87   	  40.69		 63.64   	 -50.86		
  1.22   	-84.84   	  8.04   	  35.61		 63.44   	 -45.78		
 -1.83   	-85.14   	  8.18   	  45.78		 63.26   	 -50.86		
 -4.58   	-85.14   	  8.36   	  40.69		 63.05   	 -45.78		
 -6.41   	-84.53   	  8.52   	  40.69		 62.87   	 -40.69		
 -6.71   	-83.01   	  8.69   	  40.69		 62.71   	 -45.78		
 -6.41   	-80.87   	  8.85   	  40.69		 62.52   	 -55.95		
 -5.19   	-79.65   	  9.01   	  35.61		 62.30   	 -55.95		
 -3.97   	-79.35   	  9.16   	  30.52		 62.08   	 -45.78		
 -2.75   	-79.65   	  9.28   	  20.35		 61.89   	 -30.52		
 -1.53   	-80.57   	  9.36   	  20.35		 61.77   	 -35.61		
  0.31   	-81.18   	  9.44   	  10.17		 61.63   	 -35.61		
  3.05   	-81.79   	  9.48   	   5.09		 61.49   	 -45.78		
  6.71   	-82.09   	  9.50   	  -5.09		 61.30   	 -45.78		
 10.38   	-82.40   	  9.48   	 -15.26		 61.12   	 -35.61		
 13.43   	-82.09   	  9.42   	 -25.43		 60.98   	 -30.52		
 15.56   	-80.57   	  9.32   	 -25.43		 60.85   	 -40.69		
 16.17   	-78.43   	  9.22   	 -25.43		 60.69   	 -45.78		
 16.17   	-76.60   	  9.11   	 -30.52		 60.51   	 -40.69		
 15.26   	-75.99   	  8.99   	 -30.52		 60.35   	 -30.52		
 14.34   	-75.99   	  8.87   	 -25.43		 60.22   	 -25.43		
 12.82   	-76.90   	  8.77   	 -20.35		 60.12   	 -25.43		
 11.90   	-77.21   	  8.69   	 -15.26		 60.02   	 -30.52		
 10.99   	-76.60   	  8.63   	 -10.17		 59.90   	 -35.61		
 10.07   	-74.46   	  8.59   	  -5.09		 59.76   	 -40.69		
  9.77   	-70.19   	  8.57   	   0.00		 59.59   	 -40.69		
 11.29   	-62.56   	  8.57   	  10.17		 59.43   	 -35.61		
 16.78   	-51.88   	  8.61   	  10.17		 59.29   	 -35.61		
 27.47   	-38.15   	  8.65   	  20.35		 59.15   	 -30.52		
 42.42   	-23.50   	  8.73   	  20.35		 59.02   	 -20.35		
 57.98   	 -8.85   	  8.81   	  25.43		 58.94   	 -20.35		
 69.89   	  6.10   	  8.91   	  25.43		 58.86   	 -30.52		
 75.07   	 20.75   	  9.01   	  30.52		 58.74   	 -30.52		
 75.68   	 34.48   	  9.14   	  25.43		 58.62   	 -35.61		
 76.29   	 43.64   	  9.24   	  30.52		 58.47   	 -30.52		
 82.70   	 44.56   	  9.36   	  25.43		 58.35   	 -25.43		
 97.96   	 37.54   	  9.46   	  20.35		 58.25   	 -25.43		
120.24   	 26.86   	  9.54   	  20.35		 58.15   	 -35.61		
143.13   	 18.01   	  9.62   	  20.35		 58.01   	 -35.61		
157.78   	 11.90   	  9.70   	  15.26		 57.86   	 -25.43		
158.39   	  4.58   	  9.77   	  10.17		 57.76   	 -20.35		
144.65   	 -9.46   	  9.81   	   5.09		 57.68   	 -15.26		
121.77   	-31.43   	  9.83   	   5.09		 57.62   	 -25.43		
 97.66   	-56.46   	  9.85   	   0.00		 57.52   	 -30.52		
 78.13   	-76.90   	  9.85   	   0.00		 57.40   	 -25.43		
 64.70   	-88.50   	  9.85   	  -5.09		 57.29   	 -15.26		
 55.54   	-91.86   	  9.83   	   0.00		 57.23   	 -10.17		
 46.39   	-91.86   	  9.83   	  -5.09		 57.19   	 -20.35		
 32.96   	-93.69   	  9.81   	  -5.09		 57.11   	 -25.43		
 14.95   	-99.79   	  9.79   	   0.00		 57.01   	 -25.43		
 -5.49   	-108.95   	  9.79   	  -5.09		 56.91   	 -30.52		
-23.50   	-117.49   	  9.77   	   0.00		 56.79   	 -20.35		
-33.87   	-122.68   	  9.77   	   0.00		 56.70   	 -20.35		
-36.32   	-123.90   	  9.77   	   0.00		 56.62   	 -25.43		
-33.57   	-122.68   	  9.77   	   5.09		 56.52   	 -30.52		
-30.21   	-120.54   	  9.79   	   5.09		 56.40   	 -25.43		
-29.30   	-119.02   	  9.81   	   5.09		 56.30   	 -15.26		
-30.21   	-117.49   	  9.83   	  10.17		 56.24   	 -15.26		
-31.43   	-115.97   	  9.87   	   5.09		 56.17   	 -20.35		
-31.74   	-114.44   	  9.89   	  10.17		 56.09   	 -20.35		
-31.43   	-114.14   	  9.93   	   5.09		 56.01   	 -20.35		
-30.21   	-116.88   	  9.95   	  10.17		 55.93   	 -15.26		
-25.33   	-123.90   	  9.99   	   5.09		 55.87   	 -20.35		
-12.51   	-134.28   	 10.01   	   5.09		 55.79   	 -25.43		
 12.82   	-143.13   	 10.03   	   0.00		 55.69   	 -25.43		
 53.10   	-137.63   	 10.03   	   5.09		 55.58   	 -20.35		
105.90   	-98.57   	 10.05   	   0.00		 55.50   	 -20.35		
162.35   	 -7.32   	 10.05   	   0.00		 55.42   	 -10.17		
209.66   	143.43   	 10.05   	   0.00		 55.38   	 -15.26		
226.14   	348.51   	 10.05   	   0.00		 55.32   	 -25.43		
181.88   	591.74   	 10.05(E)	   5.09		 55.22   	 -30.52		
 50.66   	833.44   	 10.07   	   0.00		 55.10   	 -20.35		
-170.59   	1015.01(R)	 10.07   	  10.17		 55.02   	 -15.26		
-702.21   	969.54   	 10.11   	  10.17		 54.95   	 -20.35		
-863.65   	697.02   	 10.15   	  10.17		 54.87   	 -25.43		
-893.25   	320.74   	 10.19   	  15.26		 54.77   	 -30.52		
-808.41   	-63.17   	 10.25   	  15.26		 54.65   	 -15.26		
-661.01   	-368.04   	 10.32   	  15.26		 54.59   	   0.00		
-501.10   	-543.52   	 10.38   	  20.35		 54.59   	  -5.09		
-354.31   	-584.41   	 10.46   	  15.26		 54.57   	 -20.35		
-225.83   	-521.24   	 10.52   	  25.43		 54.49   	 -25.43		
-119.02   	-397.95   	 10.62   	  20.35		 54.38   	 -30.52		
-42.42   	-261.23   	 10.70   	  25.43		 54.26   	 -15.26		
 -2.75   	-148.32   	 10.80   	  25.43		 54.20   	 -15.26		
  6.10   	-81.79   	 10.91   	  20.35		 54.14   	  -5.09		
  0.61   	-62.26   	 10.99   	  30.52		 54.12   	 -15.26		
 -3.66   	-72.02   	 11.11   	  25.43		 54.06   	 -40.69		
 -0.31   	-88.81   	 11.21   	  45.78		 53.90   	 -40.69		
  7.32   	-97.35   	 11.39   	  76.30		 53.73   	 -20.35		
 14.04   	-93.99   	 11.70   	  91.56		 53.65   	  -5.09		
 16.78   	-84.53   	 12.07   	 101.73		 53.63   	 -10.17		
 16.78   	-75.68   	 12.47   	 122.07		 53.59   	 -20.35		
 15.87   	-71.41   	 12.96   	 127.16		 53.51   	 -20.35		
 16.17   	-70.50   	 13.47   	 142.42		 53.43   	 -15.26		
 18.31   	-69.58   	 14.04   	 157.68		 53.37   	 -10.17		
 22.28   	-66.83   	 14.67   	 172.94		 53.33   	 -10.17		
 27.16   	-62.56   	 15.36   	 188.20		 53.29   	  -5.09		
 31.43   	-58.29   	 16.11   	 239.06		 53.27   	 -25.43		
 36.93   	-52.19   	 17.07   	 249.24		 53.16   	 -25.43		
 38.45   	-49.44   	 18.07   	 249.24		 53.06   	 -20.35		
 39.98   	-47.00   	 19.06   	 249.24		 52.98   	 -20.35		
 41.20   	-45.17   	 20.06   	 244.15		 52.90   	 -10.17		
 41.81   	-43.95   	 21.04   	 244.15		 52.86   	 -15.26		
 41.50   	-43.03   	 22.01   	 239.06		 52.80   	 -10.17		
 40.28   	-41.81   	 22.97   	 228.89		 52.76   	  -5.09		
 39.98   	-39.37   	 23.89   	 213.63		 52.74   	 -10.17		
 41.50   	-35.40   	 24.74   	 203.46		 52.70   	   0.00		
 45.47   	-31.74   	 25.55   	 188.20		 52.70   	   5.09		
 50.66   	-29.30   	 26.31   	 172.94		 52.72   	  -5.09		
 56.15   	-27.77   	 27.00   	 157.68		 52.70   	 -10.17		
 60.73   	-26.55   	 27.63   	 142.42		 52.65   	 -15.26		
 64.09   	-24.11   	 28.20   	 122.07		 52.59   	 -20.35		
 66.22   	-20.75   	 28.69   	 111.90		 52.51   	 -15.26		
 67.75   	-17.09   	 29.14   	  96.64		 52.45   	 -25.43		
 69.27   	-13.43   	 29.52   	  86.47		 52.35   	 -25.43		
 71.41   	 -9.77   	 29.87   	  76.30		 52.25   	 -30.52		
 74.16   	 -6.10   	 30.17   	  66.12		 52.13   	 -35.61		
 77.21   	 -1.53   	 30.44   	  66.12		 51.98   	 -30.52		
 80.26   	  3.97   	 30.70   	  61.04		 51.86   	 -15.26		
 82.09   	  9.77   	 30.95   	  55.95		 51.80   	 -10.17		
 83.92   	 15.56   	 31.17   	  50.86		 51.76   	   0.00		
 85.45   	 20.14   	 31.37   	  55.95		 51.76   	  -5.09		
 87.28   	 24.41   	 31.60   	  66.12		 51.74   	   0.00		
 90.94   	 32.65   	 31.86   	  61.04		 51.74   	   5.09		
 92.16   	 37.84   	 32.11   	  66.12		 51.76   	   5.09		
 93.08   	 43.64   	 32.37   	  71.21		 51.78   	   0.00		
 94.60   	 49.74   	 32.66   	  71.21		 51.78   	  -5.09		
 97.05   	 55.54   	 32.94   	  76.30		 51.76   	  -5.09		
100.71   	 61.04   	 33.25   	  81.38		 51.74   	 -10.17		
104.98   	 65.92   	 33.57   	  86.47		 51.70   	 -10.17		
108.64   	 70.50   	 33.92   	  81.38		 51.66   	 -15.26		
112.00   	 75.38   	 34.24   	  91.56		 51.60   	  -5.09		
115.36   	 81.18   	 34.61   	  91.56		 51.58(D)	   0.00		
119.63   	 88.20   	 34.97   	  96.64		 51.58   	  20.35		
124.82   	 97.05   	 35.36   	  96.64		 51.66   	  55.95		
130.62   	107.42   	 35.75   	 101.73		 51.88   	 101.73		
136.72   	118.41   	 36.15   	 106.82		 52.29   	 172.94		
142.52   	128.78   	 36.58   	 122.07		 52.98   	 259.41		
148.93   	138.55   	 37.07   	 127.16		 54.02   	 361.14		
155.94   	148.32   	 37.58   	 137.33		 55.46   	 452.69		
164.49   	159.30   	 38.13   	 137.33		 57.27   	 518.82		
173.65   	171.51   	 38.68   	 137.33		 59.35   	 564.60		
182.50   	185.55   	 39.23   	 132.25		 61.61   	 544.25		
190.12   	199.89   	 39.76   	 116.99		 63.78   	 488.30		
195.62   	214.54   	 40.22   	 111.90		 65.74   	 406.92		
199.28   	228.88   	 40.67   	 101.73		 67.36   	 335.71		
201.72   	242.92   	 41.08   	  86.47		 68.71   	 269.58		
203.55   	256.65   	 41.42   	  76.30		 69.79   	 437.43		
203.25   	283.20   	 41.73   	  61.04		 71.54   	 193.29		
200.50   	294.80   	 41.97   	  50.86		 72.31   	 178.03		
196.23   	304.87   	 42.18   	  45.78		 73.02   	 188.20		
190.73   	312.50   	 42.36   	  35.61		 73.77   	 223.80		
183.72   	317.38   	 42.50   	  30.52		 74.67   	 259.41		
174.26   	318.30   	 42.62   	  25.43		 75.71   	 295.01		
161.74   	314.03   	 42.73   	  20.35		 76.89   	 330.62		
146.48   	303.65   	 42.81   	  15.26		 78.21   	 361.14		
129.09   	285.95   	 42.87   	  15.26		 79.65   	 371.31		
111.08   	262.15   	 42.93   	  10.17		 81.14   	 376.40		
 93.38   	232.85   	 42.97   	  10.17		 82.64   	 376.40		
 76.60   	200.20   	 43.01   	  10.17		 84.15   	 356.05		
 61.34   	165.41   	 43.05   	  10.17		 85.57   	 330.62		
 47.61   	130.92   	 43.09   	   5.09		 86.90   	 300.10		
 35.40   	 97.66   	 43.11   	   5.09		 88.10   	 264.50		
 24.41   	 67.44   	 43.13(S)	   0.00		 89.16   	 228.89		
 14.95   	 39.67   	 43.13   	   0.00		 90.07   	 208.54		
  6.41   	 14.34   	 43.13   	  -5.09		 90.91   	 193.29		
 -0.92   	 -7.93   	 43.11   	  -5.09		 91.68   	 188.20		
 -7.63   	-26.86   	 43.09   	 -10.17		 92.43   	 183.11		
-14.34   	-42.42   	 43.05   	 -15.26		 93.16   	 188.20		
-20.75   	-54.32   	 42.99   	 -20.35		 93.92   	 193.29		
-27.16   	-63.78   	 42.91   	 -25.43		 94.69   	 188.20		
-32.35   	-71.72   	 42.81   	 -30.52		 95.44   	 198.37		
-36.32   	-78.43   	 42.69   	 -35.61		 96.24   	 183.11		
-38.76   	-83.62   	 42.54   	 -45.78		 96.97   	 157.68		
-39.37   	-87.28   	 42.36   	 -55.95		 97.60   	 111.90		
-38.76   	-89.11   	 42.14   	 -66.12		 98.05   	  61.04		
-38.15   	-89.42   	 41.87   	 -76.30		 98.29   	  10.17		
-38.15   	-88.81   	 41.57   	 -91.56		 98.33(S)	 -25.43		
-39.37   	-87.89   	 41.20   	-106.82		 98.23   	 -40.69		
-41.50   	-87.59   	 40.77   	-132.25		 98.07   	 -45.78		
-44.56   	-88.20   	 40.24   	-147.51		 97.88   	 -45.78		
-47.61   	-89.42   	 39.65   	-162.77		 97.70   	 -66.12		
-50.35   	-89.72   	 39.00   	-183.11		 97.44   	-101.73		
-51.88   	-89.42   	 38.27   	-218.72		 97.03   	-132.25		
-51.88   	-87.89   	 37.40   	-249.24		 96.50   	-137.33		
-50.96   	-86.67   	 36.40   	-259.41		 95.95   	-142.42		
-49.13   	-86.67   	 35.36   	-279.75		 95.38   	-132.25		
-47.61   	-87.59   	 34.24   	-295.01		 94.85   	-157.68		
-46.69   	-89.11   	 33.06   	-320.45		 94.22   	-178.03		
-46.08   	-90.94   	 31.78   	-330.62		 93.51   	-208.54		
-45.47   	-92.16   	 30.46   	-340.79		 92.68   	-239.06		
-44.56   	-92.77   	 29.09   	-345.88		 91.72   	-264.50		
-43.64   	-93.08   	 27.71   	-356.05		 90.66   	-259.41		
-43.64   	-93.38   	 26.29   	-356.05		 89.62   	-223.80		
-43.95   	-93.99   	 24.86   	-361.14		 88.73   	-178.03		
-44.86   	-94.91   	 23.42   	-356.05		 88.02   	-167.85		
-46.08   	-96.13   	 21.99   	-350.97		 87.34   	-167.85		
-46.69   	-97.05   	 20.59   	-345.88		 86.67   	-157.68		
-46.39   	-97.35   	 19.21   	-330.62		 86.04   	-116.99		
-44.56   	-97.05   	 17.88   	-315.36		 85.57   	 -61.04		
-42.11   	-96.13   	 16.62   	-295.01		 85.33   	 -30.52		
-38.76   	-95.52   	 15.44   	-269.58		 85.21   	 -76.30		
-34.79   	-94.60   	 14.36   	-254.32		 84.90   	-178.03		
-29.30   	-92.77   	 13.35   	-223.80		 84.19   	-264.50		
-21.97   	-89.11   	 12.45   	-208.54		 83.13   	-264.50		
-13.43   	-83.92   	 11.62   	-178.03		 82.07   	-193.29		
 -5.49   	-79.04   	 10.91   	-162.77		 81.30   	-147.51		
 -0.61   	-77.51   	 10.25   	-137.33		 80.71   	-127.16		
  0.00   	-81.48   	  9.70   	-122.07		 80.20   	-152.59		
 -3.05   	-89.42   	  9.22   	-101.73		 79.59   	-167.85		
 -7.02   	-97.66   	  8.81   	 -86.47		 78.92   	-152.59		
 -9.46   	-101.93   	  8.46   	 -81.38		 78.31   	-111.90		
-10.38   	-102.23   	  8.14   	 -66.12		 77.86   	 -76.30		
-10.99   	-100.71   	  7.87   	 -66.12		 77.56   	 -66.12		
-13.12   	-100.71   	  7.61   	 -55.95		 77.29   	 -66.12		
-17.09   	-103.15   	  7.39   	 -50.86		 77.03   	 -61.04		
-21.67   	-107.12   	  7.18   	 -45.78		 76.79   	 -45.78		
