SAMPLE NUMBER:   2
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  DAO     	  DAO'		  RV     	  RV'		
-75.38   	-119.93   	 55.75   	 -35.61		  4.90   	  10.17		
-74.46   	-120.54   	 55.61   	 -35.61		  4.94   	   5.09		
-72.63   	-122.07   	 55.46   	 -40.69		  4.96   	   5.09		
-71.72   	-126.34   	 55.30   	 -40.69		  4.98   	  10.17		
-71.72   	-133.97   	 55.14   	 -40.69		  5.03   	  15.26		
-71.41   	-139.47   	 54.97   	 -45.78		  5.09   	  15.26		
-68.66   	-132.14   	 54.79   	 -50.86		  5.15   	  20.35		
-60.42   	-103.15   	 54.59   	 -55.95		  5.23   	  25.43		
-42.72   	-50.96   	 54.36   	 -50.86		  5.33   	  30.52		
-12.51   	 22.28   	 54.16   	 -50.86		  5.45   	  30.52		
 33.57   	123.60   	 53.96   	 -50.86		  5.57   	  35.61		
 93.38   	271.61   	 53.75   	 -45.78		  5.72   	  35.61		
157.17   	472.41   	 53.57   	 -45.78		  5.86   	  40.69		
207.82   	696.41   	 53.39   	 -50.86		  6.02   	  45.78		
208.13   	957.34(R)	 53.18   	 -45.78		  6.21(E)	  45.78		
153.81   	914.92   	 53.00   	 -40.69		  6.39   	  45.78		
 78.43   	799.26   	 52.84   	 -40.69		  6.57   	  45.78		
 -5.80   	671.69   	 52.68   	 -30.52		  6.75   	  40.69		
-93.08   	560.30   	 52.55   	 -25.43		  6.92   	  40.69		
-179.44   	452.58   	 52.45   	 -25.43		  7.08   	  40.69		
-254.82   	325.93   	 52.35   	 -20.35		  7.24   	  40.69		
-301.51   	185.85   	 52.27   	 -20.35		  7.41   	  35.61		
-305.48   	 65.92   	 52.19   	 -15.26		  7.55   	  35.61		
-268.86   	 -7.02   	 52.13   	 -20.35		  7.69   	  25.43		
-210.88   	-34.18   	 52.04   	 -20.35		  7.79   	  25.43		
-156.56   	-39.67   	 51.96   	 -20.35		  7.89   	  25.43		
-120.24   	-43.64   	 51.88   	 -25.43		  8.00   	  20.35		
-101.62   	-52.49   	 51.78   	 -25.43		  8.08   	  15.26		
-90.94   	-64.09   	 51.68   	 -30.52		  8.14   	  25.43		
-79.96   	-76.90   	 51.56   	 -35.61		  8.24   	  20.35		
-66.83   	-91.25   	 51.41   	 -45.78		  8.32   	  25.43		
-54.93   	-105.59   	 51.23   	 -40.69		  8.42   	  25.43		
-47.30   	-114.44   	 51.07   	 -45.78		  8.52   	  30.52		
-44.25   	-115.36   	 50.88   	 -45.78		  8.65   	  45.78		
-43.95   	-111.08   	 50.70   	 -45.78		  8.83   	  55.95		
-43.33   	-106.81   	 50.52   	 -40.69		  9.05   	  81.38		
-41.50   	-104.68   	 50.36   	 -45.78		  9.38   	  91.56		
-38.15   	-104.06   	 50.17   	 -40.69		  9.75   	  96.64		
-34.79   	-102.23   	 50.01   	 -40.69		 10.13   	 127.16		
-32.65   	-96.44   	 49.85   	 -40.69		 10.64   	 132.25		
-32.65   	-93.69   	 49.68   	 -35.61		 11.17   	 127.16		
-32.35   	-91.86   	 49.54   	 -30.52		 11.68   	 127.16		
-31.43   	-89.72   	 49.42   	 -20.35		 12.19   	 127.16		
-30.21   	-86.98   	 49.34   	 -10.17		 12.70   	 127.16		
-28.99   	-83.31   	 49.30   	   5.09		 13.20   	 137.33		
-27.47   	-79.04   	 49.32   	  30.52		 13.75   	 137.33		
-25.63   	-74.77   	 49.44   	  66.12		 14.30   	 137.33		
-23.19   	-71.41   	 49.70   	 106.82		 14.85   	 137.33		
-20.45   	-68.66   	 50.13   	 162.77		 15.40   	 127.16		
-17.70   	-67.14   	 50.78   	 239.06		 15.91   	 132.25		
-15.26   	-65.61   	 51.74   	 305.19		 16.44   	 132.25		
-13.12   	-63.48   	 52.96   	 381.48		 16.97   	 132.25		
-11.60   	-60.12   	 54.49   	 447.61		 17.50   	 132.25		
-10.07   	-56.15   	 56.28   	 498.47		 18.03   	 137.33		
 -9.16   	-51.57   	 58.27   	 534.08		 18.58   	 132.25		
 -7.63   	-47.30   	 60.41   	 554.42		 19.10   	 132.25		
 -4.88   	-43.33   	 62.62   	 549.34		 19.63   	 127.16		
 -1.53   	-39.37   	 64.82   	 523.90		 20.14   	 122.07		
  2.44   	-34.79   	 66.92   	 483.21		 20.63   	 122.07		
  6.41   	-29.30   	 68.85   	 422.18		 21.12   	 116.99		
  9.46   	-23.19   	 70.54   	 350.97		 21.59   	 111.90		
 11.90   	-16.78   	 71.94   	 269.58		 22.03   	 111.90		
 14.65   	-10.68   	 73.02   	 183.11		 22.48   	 106.82		
 17.40   	 -4.27   	 73.75   	  45.78		 22.91   	 106.82		
 25.63   	 10.68   	 73.94   	 -20.35		 23.34   	 101.73		
 29.91   	 19.84   	 73.86   	 -71.21		 23.74   	  96.64		
 33.87   	 29.91   	 73.57   	-106.82		 24.13   	  91.56		
 37.54   	 39.98   	 73.14   	-127.16		 24.50   	  91.56		
 41.20   	 49.74   	 72.63   	-127.16		 24.86   	  81.38		
 45.47   	 59.81   	 72.13   	-116.99		 25.19   	  86.47		
 50.35   	 71.11   	 71.66   	 -91.56		 25.53   	  86.47		
 55.85   	 84.23   	 71.29   	 -55.95		 25.88   	  81.38		
 61.65   	 99.79   	 71.07   	 -20.35		 26.21   	  76.30		
 67.44   	117.19   	 70.99   	  25.43		 26.51   	  81.38		
 73.24   	136.11   	 71.09   	  61.04		 26.84   	  81.38		
 79.35   	155.94   	 71.33   	 106.82		 27.16   	  81.38		
 86.36   	177.00   	 71.76   	 142.42		 27.49   	  76.30		
 94.30   	199.58   	 72.33   	 178.03		 27.79   	  76.30		
102.23   	223.08   	 73.04   	 198.37		 28.10   	  76.30		
110.17   	246.58   	 73.83   	 223.80		 28.40   	  76.30		
117.19   	269.17   	 74.73   	 228.89		 28.71   	  71.21		
123.29   	289.92   	 75.65   	 233.98		 28.99   	  76.30		
128.78   	308.53   	 76.58   	 223.80		 29.30   	  71.21		
133.36   	325.32   	 77.48   	 208.54		 29.58   	  71.21		
136.72   	340.88   	 78.31   	 193.29		 29.87   	  71.21		
139.47   	356.14   	 79.08   	 167.85		 30.15   	  66.12		
141.91   	371.09   	 79.76   	 142.42		 30.42   	  66.12		
144.35   	385.44   	 80.33   	 116.99		 30.68   	  66.12		
146.79   	398.56   	 80.79   	  96.64		 30.95   	  61.04		
145.26   	412.29   	 81.18   	  81.38		 31.19   	  61.04		
138.55   	407.10   	 81.51   	  66.12		 31.43   	  61.04		
126.95   	390.63   	 81.77   	  55.95		 31.68   	  50.86		
111.69   	362.24   	 81.99   	  40.69		 31.88   	  50.86		
 93.99   	322.88   	 82.16   	  30.52		 32.09   	  45.78		
 75.38   	275.57   	 82.28   	  30.52		 32.27   	  40.69		
 56.46   	223.69   	 82.40   	  35.61		 32.43   	  35.61		
 38.45   	170.59   	 82.54   	  25.43		 32.57   	  30.52		
 21.36   	119.32   	 82.64   	  20.35		 32.70   	  35.61		
  6.10   	 71.41   	 82.73   	  15.26		 32.84   	  25.43		
 -7.02   	 28.69   	 82.79   	  15.26		 32.94   	  25.43		
-18.01   	 -8.54   	 82.85   	  15.26		 33.04   	  20.35		
-26.86   	-39.98   	 82.91   	   5.09		 33.12   	  20.35		
-33.26   	-65.00   	 82.93   	   5.09		 33.20   	  15.26		
-37.84   	-83.92   	 82.95(S)	  -5.09		 33.27   	  10.17		
-40.59   	-97.35   	 82.93   	 -10.17		 33.31   	  10.17		
-42.42   	-106.20   	 82.89   	 -20.35		 33.35   	   5.09		
-43.95   	-112.00   	 82.81   	 -25.43		 33.37   	   5.09		
-45.17   	-116.27   	 82.71   	 -30.52		 33.39(S)	   0.00		
-46.39   	-119.32   	 82.58   	 -35.61		 33.39   	   0.00		
-47.30   	-121.15   	 82.44   	 -40.69		 33.39   	  -5.09		
-48.22   	-121.77   	 82.28   	 -50.86		 33.37   	  -5.09		
-48.83   	-121.15   	 82.07   	 -45.78		 33.35   	  -5.09		
-49.13   	-120.54   	 81.89   	 -50.86		 33.33   	 -10.17		
-49.13   	-119.93   	 81.69   	 -55.95		 33.29   	 -20.35		
-49.44   	-120.85   	 81.46   	 -61.04		 33.20   	 -20.35		
-49.44   	-121.46   	 81.22   	 -66.12		 33.12   	 -30.52		
-48.83   	-121.77   	 80.96   	 -66.12		 33.00   	 -30.52		
-47.61   	-122.07   	 80.69   	 -66.12		 32.88   	 -45.78		
-45.78   	-122.38   	 80.43   	 -76.30		 32.70   	 -50.86		
-44.56   	-122.99   	 80.12   	 -81.38		 32.49   	 -61.04		
-43.64   	-123.60   	 79.80   	 -96.64		 32.25   	 -71.21		
-43.03   	-123.29   	 79.41   	-106.82		 31.96   	 -76.30		
-42.11   	-122.38   	 78.98   	-116.99		 31.66   	-101.73		
-40.89   	-120.54   	 78.51   	-142.42		 31.25   	-111.90		
-39.37   	-118.41   	 77.94   	-162.77		 30.80   	-137.33		
-37.84   	-115.97   	 77.29   	-188.20		 30.25   	-142.42		
-36.93   	-114.14   	 76.54   	-213.63		 29.68   	-157.68		
-36.93   	-112.30   	 75.69   	-244.15		 29.05   	-162.77		
-37.23   	-110.78   	 74.71   	-259.41		 28.40   	-178.03		
-37.54   	-109.56   	 73.67   	-269.58		 27.69   	-193.29		
-37.54   	-108.03   	 72.59   	-264.50		 26.92   	-203.46		
-37.84   	-107.12   	 71.54   	-254.32		 26.10   	-218.72		
-38.15   	-106.20   	 70.52   	-223.80		 25.23   	-228.89		
-38.45   	-105.29   	 69.62   	-193.29		 24.31   	-249.24		
-38.76   	-104.06   	 68.85   	-147.51		 23.32   	-254.32		
-39.06   	-103.15   	 68.26   	-101.73		 22.30   	-269.58		
-39.06   	-102.54   	 67.85   	 -50.86		 21.22   	-274.67		
-39.37   	-102.54   	 67.65   	 -10.17		 20.12   	-274.67		
-39.37   	-103.15   	 67.61   	  61.04		 19.02   	-320.45		
-38.76   	-104.37   	 67.85   	  86.47		 17.74   	-310.27		
-38.15   	-105.59   	 68.20   	  86.47		 16.50   	-300.10		
-37.84   	-107.42   	 68.55   	  86.47		 15.30   	-295.01		
-37.54   	-109.56   	 68.89   	  71.21		 14.12   	-279.75		
-37.23   	-111.08   	 69.18   	  55.95		 13.00   	-269.58		
-36.93   	-111.69   	 69.40   	  20.35		 11.92   	-254.32		
-36.93   	-111.39   	 69.48   	  -5.09		 10.91   	-239.06		
-36.93   	-111.08   	 69.46   	 -40.69		  9.95   	-223.80		
-36.93   	-111.08   	 69.30   	 -71.21		  9.05   	-213.63		
-36.62   	-111.69   	 69.01   	 -96.64		  8.20   	-193.29		
-36.32   	-112.92   	 68.63   	-122.07		  7.43   	-178.03		
-36.01   	-114.14   	 68.14   	-127.16		  6.71   	-162.77		
-35.10   	-115.05   	 67.63   	-142.42		  6.06   	-147.51		
-34.18   	-114.75   	 67.06   	-142.42		  5.47   	-132.25		
-32.96   	-113.83   	 66.49   	-137.33		  4.94   	-116.99		
-32.65   	-112.92   	 65.94   	-132.25		  4.48   	-101.73		
-33.57   	-112.61   	 65.41   	-116.99		  4.07   	 -86.47		
-35.71   	-113.53   	 64.94   	-101.73		  3.72   	 -76.30		
-37.84   	-115.05   	 64.54   	 -86.47		  3.42   	 -66.12		
-39.37   	-116.58   	 64.19   	 -66.12		  3.15   	 -55.95		
-39.67   	-117.19   	 63.93   	 -55.95		  2.93   	 -45.78		
-39.37   	-117.19   	 63.70   	 -35.61		  2.75   	 -40.69		
-39.06   	-117.49   	 63.56   	 -30.52		  2.58   	 -30.52		
-39.06   	-118.41   	 63.44   	 -15.26		  2.46   	 -25.43		
-39.37   	-119.93   	 63.38   	 -10.17		  2.36   	  -5.09		
-39.06   	-121.46   	 63.34   	 -15.26		  2.34(D)	   0.00		
-38.15   	-121.46   	 63.28   	 -15.26		  2.34   	   5.09		
-37.23   	-120.54   	 63.21   	 -25.43		  2.36   	  15.26		
-36.62   	-119.63   	 63.11   	 -35.61		  2.42   	  25.43		
-36.93   	-119.32   	 62.97   	 -40.69		  2.52   	  25.43		
-37.84   	-119.32   	 62.81   	 -45.78		  2.62   	  30.52		
-38.45   	-120.24   	 62.62   	 -50.86		  2.75   	  30.52		
-38.76   	-120.54   	 62.42   	 -55.95		  2.87   	  30.52		
-38.45   	-119.93   	 62.20   	 -61.04		  2.99   	  30.52		
-37.54   	-118.10   	 61.95   	 -61.04		  3.11   	  30.52		
-36.62   	-116.27   	 61.71   	 -66.12		  3.23   	  30.52		
-35.71   	-115.97   	 61.44   	 -66.12		  3.36   	  30.52		
-34.79   	-117.49   	 61.18   	 -61.04		  3.48   	  30.52		
-32.96   	-121.46   	 60.94   	 -66.12		  3.60   	  30.52		
-29.91   	-126.04   	 60.67   	 -61.04		  3.72   	  25.43		
-25.94   	-129.70   	 60.43   	 -61.04		  3.83   	  25.43		
-21.36   	-130.31   	 60.18   	 -55.95		  3.93   	  25.43		
-15.26   	-127.87   	 59.96   	 -50.86		  4.03   	  20.35		
 -7.32   	-124.21   	 59.76   	 -50.86		  4.11   	  20.35		
  2.44   	-120.54   	 59.55   	 -45.78		  4.19   	  15.26		
 13.12   	-115.36   	 59.37   	 -45.78		  4.25   	  10.17		
 21.67   	-104.37   	 59.19   	 -40.69		  4.29   	  10.17		
 26.86   	-81.79   	 59.02   	 -40.69		  4.33   	  10.17		
 29.30   	-47.61   	 58.86   	 -40.69		  4.37   	   5.09		
 30.52   	 -9.46   	 58.70   	 -40.69		  4.39   	   5.09		
 31.43   	 18.92   	 58.53   	 -40.69		  4.42   	   0.00		
 30.82   	 25.33   	 58.37   	 -40.69		  4.42   	   5.09		
 26.86   	  7.02   	 58.21   	 -40.69		  4.44   	   5.09		
 20.14   	-25.94   	 58.05   	 -45.78		  4.46   	   0.00		
 13.12   	-58.59   	 57.86   	 -40.69		  4.46   	   5.09		
  8.54   	-78.74   	 57.70   	 -40.69		  4.48   	  10.17		
  7.02   	-83.62   	 57.54   	 -40.69		  4.52   	   5.09		
  4.88   	-79.35   	 57.38   	 -40.69		  4.54   	  10.17		
 -1.83   	-75.07   	 57.21   	 -40.69		  4.58   	  10.17		
-14.34   	-78.13   	 57.05   	 -35.61		  4.62   	  10.17		
-30.52   	-88.81   	 56.91   	 -35.61		  4.66   	  15.26		
-44.56   	-102.84   	 56.76   	 -35.61		  4.72   	  15.26		
-53.10   	-114.44   	 56.62   	 -35.61		  4.78   	  20.35		
-56.46   	-119.32   	 56.48   	 -35.61		  4.86   	  15.26		
-57.07   	-117.80   	 56.34   	 -35.61		  4.92   	  15.26		
-57.98   	-113.53   	 56.20   	 -30.52		  4.98   	  20.35		
-60.12   	-111.08   	 56.07   	 -30.52		  5.07   	  15.26		
-62.56   	-112.30   	 55.95   	 -35.61		  5.13   	  10.17		
-63.78   	-115.97   	 55.81   	 -30.52		  5.17   	  10.17		
-63.78   	-119.93   	 55.69   	 -35.61		  5.21   	  15.26		
-63.48   	-123.60   	 55.54   	 -40.69		  5.27   	  10.17		
-63.78   	-129.39   	 55.38   	 -35.61		  5.31   	  10.17		
-64.09   	-136.72   	 55.24   	 -45.78		  5.35   	  10.17		
-62.56   	-138.85   	 55.06   	 -45.78		  5.39   	  15.26		
-57.68   	-125.12   	 54.87   	 -50.86		  5.45   	  20.35		
-46.39   	-88.81   	 54.67   	 -50.86		  5.53   	  20.35		
-25.02   	-29.30   	 54.47   	 -50.86		  5.62   	  25.43		
  9.77   	 53.41   	 54.26   	 -50.86		  5.72   	  25.43		
 60.73   	172.12   	 54.06   	 -50.86		  5.82   	  30.52		
122.68   	344.24   	 53.86   	 -50.86		  5.94   	  30.52		
183.72   	562.13   	 53.65   	 -55.95		  6.06   	  30.52		
224.91   	780.94   	 53.43   	 -50.86		  6.19   	  40.69		
196.84   	957.03(R)	 53.22   	 -45.78		  6.35(E)	  45.78		
132.75   	877.08   	 53.04   	 -40.69		  6.53   	  45.78		
 52.80   	750.12   	 52.88   	 -35.61		  6.71   	  45.78		
-33.26   	628.66   	 52.74   	 -35.61		  6.90   	  40.69		
-120.85   	522.46   	 52.59   	 -25.43		  7.06   	  45.78		
-204.77   	408.33   	 52.49   	 -25.43		  7.24   	  35.61		
-271.00   	271.61   	 52.39   	 -20.35		  7.39   	  35.61		
-301.21   	132.75   	 52.31   	 -15.26		  7.53   	  35.61		
-286.56   	 28.99   	 52.25   	 -15.26		  7.67   	  30.52		
-236.82   	-21.97   	 52.19   	 -10.17		  7.79   	  25.43		
-176.70   	-33.87   	 52.15   	 -15.26		  7.89   	  25.43		
