SAMPLE NUMBER:   10
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  RV     	  RV'		
-527.34   	-59.51   	  2.05   	  35.61		
-484.62   	-216.67   	  2.20   	  35.61		
-414.73   	-318.60   	  2.34   	  30.52		
-352.17   	-366.21   	  2.46   	  35.61		
-310.36   	-361.94   	  2.60   	  30.52		
-279.85   	-314.33   	  2.73   	  10.17		
-245.67   	-245.06   	  2.77   	 -10.17		
-200.81   	-184.02   	  2.73   	  -5.09		
-151.67   	-152.28   	  2.71   	  10.17		
-110.17   	-149.84   	  2.75   	  20.35		
-83.01   	-158.69   	  2.83   	  10.17		
-68.66   	-159.00   	  2.87   	  20.35		
-60.73   	-145.26   	  2.95   	  76.30		
-54.02   	-124.51   	  3.26   	 111.90		
-47.30   	-108.34   	  3.70   	  96.64		
-42.42   	-102.23   	  4.09   	 116.99		
-39.98   	-104.37   	  4.56   	 116.99		
-39.06   	-108.64   	  5.03   	 132.25		
-37.54   	-108.95   	  5.55   	 310.27		
-34.18   	-102.54   	  6.80   	 442.52		
-30.21   	-91.55   	  8.57   	 386.57		
-27.16   	-81.18   	 10.11   	 803.66		
-23.80   	-74.16   	 13.33   	 381.48		
-21.36   	-74.77   	 14.85   	 361.14		
-16.78   	-73.24   	 16.30   	 325.53		
-10.38   	-67.44   	 17.60   	 300.10		
 -2.75   	-58.29   	 18.80   	 259.41		
  4.58   	-47.91   	 19.84   	 244.15		
 11.60   	-38.45   	 20.81   	 244.15		
 18.31   	-30.21   	 21.79   	 208.54		
 25.02   	-22.58   	 22.62   	 157.68		
 32.04   	-15.87   	 23.26   	 137.33		
 39.67   	-10.99   	 23.80   	  91.56		
 47.61   	 -8.54   	 24.17   	  30.52		
 56.46   	 -6.71   	 24.29   	  -5.09		
 66.22   	 -3.05   	 24.27   	 -30.52		
 76.90   	  3.66   	 24.15   	 -30.52		
 87.89   	 12.82   	 24.03   	 -25.43		
 97.66   	 21.36   	 23.93   	 -40.69		
105.59   	 28.08   	 23.76   	 -40.69		
112.00   	 32.35   	 23.60   	 -30.52		
118.71   	 35.10   	 23.48   	 -15.26		
126.34   	 36.62   	 23.42   	   0.00		
134.58   	 36.62   	 23.42   	   0.00		
142.52   	 34.79   	 23.42   	   5.09		
149.54   	 32.65   	 23.44   	   0.00		
156.25   	 32.35   	 23.44   	   0.00		
164.18   	 38.45   	 23.44   	 -30.52		
162.05   	 39.37   	 23.32   	 -40.69		
153.50   	 35.71   	 23.15   	 -35.61		
138.24   	 26.86   	 23.01   	 -25.43		
118.71   	 14.65   	 22.91   	 -15.26		
 97.35   	  0.61   	 22.85   	  10.17		
 75.68   	-13.73   	 22.89   	  50.86		
 55.54   	-27.16   	 23.09   	 122.07		
 36.93   	-38.76   	 23.58   	 172.94		
 20.45   	-46.39   	 24.27   	 172.94		
  6.10   	-48.22   	 24.96   	 137.33		
 -5.80   	-45.78   	 25.51   	  91.56		
-15.87   	-42.11   	 25.88   	  76.30		
-25.33   	-41.50   	 26.19   	  61.04		
-34.79   	-45.47   	 26.43   	  50.86		
-44.56   	-53.41   	 26.63   	  50.86		
-54.63   	-61.34   	 26.84   	  55.95		
-63.48   	-66.22   	 27.06   	  50.86		
-70.80   	-67.14   	 27.26   	  50.86		
-75.68   	-65.31   	 27.47   	  10.17		
-79.04   	-62.87   	 27.51   	 -30.52		
-81.48   	-61.65   	 27.39   	 -30.52		
-83.62   	-61.95   	 27.26   	 -81.38		
-85.14   	-63.78   	 26.94   	-183.11		
-86.98   	-66.22   	 26.21   	-305.19		
-88.20   	-67.44   	 24.98   	-447.61		
-88.20   	-66.53   	 23.19   	-620.55		
-86.67   	-63.17   	 20.71   	-717.19		
-83.01   	-57.98   	 17.84   	-793.49		
-76.90   	-51.88   	 14.67   	-839.26		
-69.27   	-45.78   	 11.31   	-768.05		
-61.34   	-39.37   	  8.24   	-671.41		
-54.02   	-32.04   	  5.55   	-605.29		
-47.30   	-24.11   	  3.13   	-498.47		
-41.20   	-15.87   	  1.14   	-361.14		
-36.32   	 -7.32   	 -0.31   	-259.41		
-32.65   	 -1.22   	 -1.34   	-178.03		
-30.52   	 -0.31   	 -2.05   	 -91.56		
-31.74   	 -8.54   	 -2.42   	 -35.61		
-37.54   	-26.25   	 -2.56   	   0.00		
-47.61   	-48.52   	 -2.56   	  40.69		
-60.12   	-67.44   	 -2.40   	  76.30		
-71.41   	-76.90   	 -2.10   	  86.47		
-79.35   	-78.13   	 -1.75   	  76.30		
-83.31   	-77.51   	 -1.44   	  86.47		
-83.92   	-81.18   	 -1.10   	 101.73		
-83.62   	-90.33   	 -0.69   	  76.30		
-83.62   	-101.32   	 -0.39   	  40.69		
-83.62   	-109.25   	 -0.22   	  45.78		
-83.31   	-111.08   	 -0.04   	  35.61		
-82.70   	-108.34   	  0.10   	  15.26		
-82.09   	-104.98   	  0.16   	  15.26		
-80.57   	-105.29   	  0.22   	  25.43		
-76.29   	-110.17   	  0.33   	  15.26		
-66.22   	-115.97   	  0.39   	   0.00		
-48.22   	-111.69   	  0.39   	  10.17		
-22.58   	-83.92   	  0.43   	  15.26		
  8.24   	-19.84   	  0.49   	  15.26		
 34.48   	 88.50   	  0.55   	   0.00		
 41.20   	230.71   	  0.55   	   5.09		
 10.07   	373.84   	  0.57   	 -35.61		
-199.28   	483.09(R)	  0.43   	 -25.43		
-336.91   	396.12   	  0.33   	 -20.35		
-440.98   	238.34   	  0.24   	  45.78		
-478.52   	 59.20   	  0.43   	 172.94		
-448.00   	-97.05   	  1.12   	 147.51		
-379.94   	-205.38   	  1.71   	  76.30		
-313.11   	-262.15   	  2.01   	 -40.69		
-268.86   	-272.52   	  1.85   	-203.46		
-242.00   	-247.80   	  1.04   	-228.89		
-216.98   	-206.60   	  0.12   	-101.73		
-182.50   	-170.59   	 -0.28   	 233.98		
-140.08   	-153.81   	  0.65   	 417.09		
-99.49   	-155.33   	  2.32   	 361.14		
-68.66   	-162.05   	  3.76   	 213.63		
-48.83   	-160.83   	  4.62   	-147.51		
-36.62   	-148.01   	  4.03   	-361.14		
-28.08   	-129.70   	  2.58   	-188.20		
-21.67   	-113.53   	  1.83   	 127.16		
-16.48   	-103.76   	  2.34   	 310.27		
-12.51   	-99.79   	  3.58   	 274.67		
-10.07   	-99.18   	  4.68   	 244.15		
 -8.85   	-99.18   	  5.66   	 305.19		
 -8.24   	-96.74   	  6.88   	 361.14		
 -7.02   	-91.86   	  8.32   	 269.58		
 -3.97   	-86.06   	  9.40   	 554.42		
  7.93   	-81.18   	 11.62   	 401.83		
 14.65   	-79.96   	 13.22   	 406.92		
 20.75   	-76.60   	 14.85   	 437.43		
 25.94   	-70.19   	 16.60   	 325.53		
 30.82   	-62.87   	 17.90   	 157.68		
 35.40   	-56.46   	 18.54   	 183.11		
 41.20   	-51.27   	 19.27   	 300.10		
 48.22   	-45.17   	 20.47   	 254.32		
 56.46   	-37.23   	 21.49   	 208.54		
 64.39   	-28.08   	 22.32   	 264.50		
 72.02   	-18.92   	 23.38   	 244.15		
 79.04   	-10.68   	 24.35   	 111.90		
 86.98   	 -2.75   	 24.80   	  66.12		
 96.44   	  6.10   	 25.07   	 142.42		
107.42   	 14.65   	 25.64   	 193.29		
117.80   	 21.97   	 26.41   	 106.82		
126.34   	 27.47   	 26.84   	  -5.09		
133.36   	 32.04   	 26.82   	 -66.12		
139.77   	 37.54   	 26.55   	  10.17		
147.09   	 44.56   	 26.59   	 147.51		
155.94   	 51.57   	 27.18   	 188.20		
166.02   	 56.76   	 27.93   	 137.33		
176.09   	 59.20   	 28.48   	  71.21		
186.16   	 59.81   	 28.77   	 -50.86		
195.62   	 60.12   	 28.57   	 172.94		
210.27   	 63.17   	 29.26   	  30.52		
210.57   	 63.17   	 29.38   	 -81.38		
203.55   	 59.20   	 29.05   	 -20.35		
189.21   	 50.35   	 28.97   	  66.12		
169.07   	 37.54   	 29.24   	 127.16		
146.18   	 22.28   	 29.75   	 218.72		
122.99   	  6.10   	 30.62   	 239.06		
101.32   	 -9.77   	 31.58   	 152.59		
 82.70   	-22.89   	 32.19   	  91.56		
 67.14   	-32.35   	 32.55   	  35.61		
 54.32   	-36.62   	 32.70   	 -30.52		
 44.56   	-36.62   	 32.57   	  10.17		
 36.01   	-34.48   	 32.61   	  61.04		
 27.47   	-32.35   	 32.86   	  45.78		
 17.70   	-31.74   	 33.04   	  10.17		
  7.02   	-32.35   	 33.08   	 -15.26		
 -3.97   	-33.57   	 33.02   	 -15.26		
-13.12   	-34.48   	 32.96   	  40.69		
-20.14   	-35.10   	 33.12   	  91.56		
-25.02   	-35.40   	 33.49   	 106.82		
-28.38   	-36.01   	 33.92   	  40.69		
-30.21   	-36.62   	 34.08   	 -20.35		
-31.13   	-37.23   	 34.00   	   5.09		
-30.52   	-37.23   	 34.02   	  30.52		
-28.99   	-36.62   	 34.14   	   5.09		
-27.47   	-34.79   	 34.16   	 -15.26		
-26.25   	-31.13   	 34.10   	-122.07		
-24.41   	-26.55   	 33.61   	-366.22		
-21.97   	-21.36   	 32.15   	-620.55		
-18.31   	-16.48   	 29.66   	-778.23		
-12.82   	-11.29   	 26.55   	-920.65		
 -6.10   	 -4.58   	 22.87   	-1027.46		
  2.14   	  4.27   	 18.76   	-1042.72		
 11.29   	 15.26   	 14.59   	-956.25		
 20.45   	 27.16   	 10.76   	-788.40		
 28.69   	 38.15   	  7.61   	-615.46		
 34.79   	 46.39   	  5.15   	-447.61		
 38.45   	 50.05   	  3.36   	-264.50		
 38.15   	 46.39   	  2.30   	-142.42		
 33.26   	 33.87   	  1.73   	 -81.38		
 23.50   	 13.43   	  1.40   	 -10.17		
 11.29   	 -8.54   	  1.36   	   5.09		
 -0.31   	-25.02   	  1.38   	 -40.69		
 -8.24   	-32.04   	  1.22   	 -50.86		
-11.60   	-31.13   	  1.02   	 -55.95		
-11.60   	-28.38   	  0.79   	 -61.04		
-10.99   	-28.99   	  0.55   	 -40.69		
-11.60   	-34.18   	  0.39   	 -55.95		
-13.12   	-40.89   	  0.16   	 -61.04		
-14.65   	-46.08   	 -0.08   	 -40.69		
-14.95   	-48.22   	 -0.24   	  -5.09		
-14.34   	-49.13   	 -0.26   	  61.04		
-12.82   	-51.57   	 -0.02   	 132.25		
 -9.16   	-57.37   	  0.51   	 152.59		
 -0.92   	-64.09   	  1.12   	 132.25		
 14.34   	-62.56   	  1.65   	 137.33		
 37.54   	-39.67   	  2.20   	 122.07		
 66.53   	 17.70   	  2.69   	  86.47		
 93.69   	119.63   	  3.03   	  66.12		
105.90   	261.84   	  3.30   	  40.69		
 87.28   	415.65   	  3.46   	 -40.69		
-90.64   	570.37(R)	  3.30   	 -40.69		
-227.36   	502.62   	  3.13   	 -55.95		
-346.98   	349.43   	  2.91   	 -45.78		
-411.38   	158.39   	  2.73   	  -5.09		
-405.88   	-21.06   	  2.71   	  15.26		
-350.04   	-158.08   	  2.77   	  25.43		
-281.68   	-242.31   	  2.87   	  30.52		
-228.88   	-273.13   	  2.99   	  50.86		
-194.70   	-254.21   	  3.19   	  61.04		
-166.02   	-200.20   	  3.44   	  35.61		
-128.78   	-137.94   	  3.58   	  25.43		
-81.18   	-93.69   	  3.68   	  35.61		
-32.96   	-78.74   	  3.83   	  30.52		
  4.58   	-84.53   	  3.95   	  15.26		
 28.08   	-90.94   	  4.01   	   5.09		
 40.89   	-83.01   	  4.03   	  30.52		
 50.05   	-59.20   	  4.15   	  91.56		
 58.90   	-28.08   	  4.52   	 111.90		
 67.75   	  1.53   	  4.96   	 111.90		
 75.07   	 22.89   	  5.41   	 122.07		
 79.35   	 32.35   	  5.90   	 106.82		
 80.26   	 28.99   	  6.33   	 254.32		
 77.51   	 15.26   	  7.34   	 513.73		
 73.55   	 -2.14   	  9.40   	 498.47		
 70.80   	-16.48   	 11.39   	 940.99		
 75.38   	-17.09   	 15.16   	 447.61		
 81.79   	 -5.80   	 16.95   	 361.14		
 88.50   	  6.10   	 18.39   	 340.79		
 93.69   	 14.34   	 19.76   	 310.27		
 97.35   	 17.70   	 21.00   	 279.75		
100.40   	 19.23   	 22.12   	 239.06		
104.68   	 21.67   	 23.07   	 188.20		
110.47   	 27.16   	 23.82   	 157.68		
118.41   	 35.40   	 24.46   	 137.33		
127.56   	 45.17   	 25.00   	  96.64		
137.02   	 54.93   	 25.39   	  66.12		
146.79   	 64.09   	 25.66   	  61.04		
156.56   	 72.33   	 25.90   	  66.12		
166.32   	 80.26   	 26.16   	  66.12		
176.09   	 87.28   	 26.43   	  40.69		
185.55   	 94.30   	 26.59   	   5.09		
193.79   	100.71   	 26.61   	  10.17		
200.81   	107.42   	 26.65   	  10.17		
207.21   	113.22   	 26.69   	   5.09		
213.62   	118.71   	 26.71   	   5.09		
221.56   	123.29   	 26.73   	   5.09		
230.41   	126.65   	 26.75   	  20.35		
240.48   	129.09   	 26.84   	  20.35		
250.55   	131.23   	 26.92   	  10.17		
260.01   	133.36   	 26.96   	  -5.09		
274.66   	138.55   	 26.94   	 -30.52		
276.79   	140.69   	 26.82   	 -25.43		
272.83   	140.38   	 26.71   	 -30.52		
261.23   	134.89   	 26.59   	 -40.69		
242.00   	124.51   	 26.43   	 -35.61		
218.51   	110.17   	 26.29   	 -25.43		
194.09   	 94.30   	 26.19   	  -5.09		
171.81   	 79.65   	 26.16   	  35.61		
152.89   	 67.14   	 26.31   	  71.21		
136.72   	 57.37   	 26.59   	 116.99		
122.68   	 50.05   	 27.06   	 152.59		
110.17   	 45.47   	 27.67   	 137.33		
 98.57   	 43.03   	 28.22   	  96.64		
 87.59   	 41.20   	 28.61   	  61.04		
 77.21   	 39.67   	 28.85   	  45.78		
 67.44   	 37.54   	 29.03   	  50.86		
 58.29   	 35.40   	 29.24   	  50.86		
 50.35   	 33.87   	 29.44   	  66.12		
 43.33   	 32.65   	 29.70   	  61.04		
 37.54   	 31.74   	 29.95   	  30.52		
 32.35   	 30.82   	 30.07   	  20.35		
 27.77   	 30.21   	 30.15   	 -20.35		
 24.11   	 30.21   	 30.07   	 -76.30		
 21.36   	 30.52   	 29.77   	-172.94		
 19.84   	 31.13   	 29.07   	-361.14		
 19.53   	 31.74   	 27.63   	-579.86		
 19.23   	 32.65   	 25.31   	-676.50		
 19.23   	 33.57   	 22.60   	-752.79		
 18.92   	 35.71   	 19.59   	-834.18		
 19.84   	 39.67   	 16.26   	-788.40		
