SAMPLE NUMBER:   2
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  FA     	  FA'		  RV     	  RV'		
-64.39   	-108.64   	 47.32   	-213.63		  7.51   	-335.71		
-64.39   	-107.73   	 46.47   	-228.89		  6.16   	-310.27		
-63.17   	-106.20   	 45.55   	-223.80		  4.92   	-279.75		
-61.95   	-104.98   	 44.66   	-208.54		  3.80   	-254.32		
-60.73   	-104.06   	 43.82   	-178.03		  2.79   	-218.72		
-59.81   	-103.15   	 43.11   	-127.16		  1.91   	-188.20		
-58.59   	-101.93   	 42.60   	 -86.47		  1.16   	-152.59		
-56.76   	-99.49   	 42.26   	 -55.95		  0.55   	-111.90		
-54.93   	-97.05   	 42.03   	 -30.52		  0.10   	 -86.47		
-53.71   	-94.91   	 41.91   	 -10.17		 -0.24   	 -55.95		
-53.41   	-93.69   	 41.87   	 -10.17		 -0.47   	 -40.69		
-52.80   	-92.77   	 41.83   	 -20.35		 -0.63   	 -15.26		
-52.19   	-91.25   	 41.75   	 -10.17		 -0.69(D)	   0.00		
-51.57   	-89.11   	 41.71   	 -15.26		 -0.69   	   5.09		
-51.57   	-86.98   	 41.65   	 -35.61		 -0.67   	  15.26		
-52.19   	-85.45   	 41.51   	 -45.78		 -0.61   	  25.43		
-52.49   	-84.84   	 41.32   	 -40.69		 -0.51   	  20.35		
-51.27   	-84.53   	 41.16   	 -50.86		 -0.43   	  20.35		
-49.13   	-83.92   	 40.96   	 -61.04		 -0.35   	  30.52		
-47.30   	-83.31   	 40.71   	 -55.95		 -0.22   	  30.52		
-46.69   	-83.01   	 40.49   	 -45.78		 -0.10   	  40.69		
-47.30   	-83.31   	 40.31   	 -40.69		  0.06   	  30.52		
-48.22   	-83.92   	 40.14   	 -30.52		  0.18   	  30.52		
-48.83   	-84.23   	 40.02   	 -25.43		  0.31   	  35.61		
-49.44   	-84.23   	 39.92   	 -20.35		  0.45   	  45.78		
-49.44   	-83.92   	 39.84   	 -15.26		  0.63   	  40.69		
-49.74   	-83.92   	 39.78   	 -20.35		  0.79   	  40.69		
-50.05   	-84.23   	 39.69   	 -30.52		  0.96   	  45.78		
-49.44   	-84.53   	 39.57   	 -25.43		  1.14   	  45.78		
-48.83   	-85.14   	 39.47   	 -20.35		  1.32   	  25.43		
-48.52   	-85.14   	 39.39   	 -35.61		  1.42   	  30.52		
-49.13   	-85.45   	 39.25   	 -45.78		  1.55   	  35.61		
-50.35   	-85.75   	 39.06   	 -45.78		  1.69   	  30.52		
-51.88   	-86.06   	 38.88   	 -30.52		  1.81   	  30.52		
-52.49   	-86.36   	 38.76   	 -35.61		  1.93   	  35.61		
-52.19   	-86.36   	 38.62   	 -50.86		  2.08   	  35.61		
-50.96   	-86.36   	 38.41   	 -45.78		  2.22   	  50.86		
-49.44   	-85.75   	 38.23   	 -30.52		  2.42   	  50.86		
-47.91   	-84.84   	 38.11   	 -45.78		  2.62   	  66.12		
-47.30   	-83.92   	 37.92   	 -45.78		  2.89   	  71.21		
-47.30   	-83.01   	 37.74   	 -30.52		  3.17   	  81.38		
-47.61   	-82.09   	 37.62   	 -35.61		  3.50   	  76.30		
-46.69   	-79.35   	 37.48   	 -50.86		  3.80   	  71.21		
-42.72   	-73.85   	 37.27   	 -45.78		  4.09   	  66.12		
-36.01   	-65.61   	 37.09   	 -45.78		  4.35   	  55.95		
-26.55   	-55.54   	 36.91   	 -55.95		  4.58   	  45.78		
-14.04   	-45.47   	 36.68   	 -50.86		  4.76   	  30.52		
  2.14   	-36.01   	 36.48   	 -40.69		  4.88   	  20.35		
 24.11   	-23.50   	 36.32   	 -40.69		  4.96   	  15.26		
 51.27   	 -2.44   	 36.15   	 -45.78		  5.03   	   0.00		
 80.26   	 29.30   	 35.97   	 -40.69		  5.03   	   0.00		
103.15   	 65.31   	 35.81   	 -30.52		  5.03   	   0.00		
111.69   	 90.33   	 35.69   	 -30.52		  5.03   	 -10.17		
101.32   	 87.89   	 35.56   	 -40.69		  4.98   	  -5.09		
 74.16   	 53.41   	 35.40   	 -35.61		  4.96   	 -15.26		
 37.23   	 -0.92   	 35.26   	 -30.52		  4.90   	 -15.26		
 -0.61   	-54.32   	 35.14   	 -35.61		  4.84   	 -10.17		
-32.96   	-89.42   	 34.99   	 -40.69		  4.80   	 -10.17		
-56.15   	-102.54   	 34.83   	 -40.69		  4.76   	  -5.09		
-70.50   	-102.54   	 34.67   	 -30.52		  4.74   	 -15.26		
-77.21   	-100.40   	 34.55   	 -35.61		  4.68   	 -10.17		
-78.13   	-101.01   	 34.40   	 -40.69		  4.64   	  -5.09		
-76.29   	-103.45   	 34.24   	 -35.61		  4.62   	   0.00		
-73.85   	-104.98   	 34.10   	 -35.61		  4.62   	 -10.17		
-72.02   	-103.76   	 33.96   	 -35.61		  4.58   	 -10.17		
-70.19   	-102.84   	 33.81   	 -40.69		  4.54   	 -20.35		
-68.05   	-115.97   	 33.65   	 -45.78		  4.46   	 -10.17		
-59.81   	-169.37   	 33.47   	 -45.78		  4.42   	   0.00		
-20.75   	-275.57   	 33.29   	 -40.69		  4.42(E)	  30.52		
 97.96   	-379.03   	 33.12   	 -35.61		  4.54   	  71.21		
329.90   	-339.66   	 32.98   	 -35.61		  4.82   	 116.99		
615.23   	-25.94   	 32.84   	 -35.61		  5.29   	 167.85		
790.71   	554.20   	 32.70   	 -25.43		  5.96   	 203.46		
688.17   	1182.86   	 32.59   	 -50.86		  6.78   	 498.47		
-311.28   	1339.11(R)	 32.39   	 -15.26		  8.77   	 264.50		
-744.02   	724.49   	 32.33   	 -20.35		  9.83   	 244.15		
-817.26   	 26.55   	 32.25   	 -20.35		 10.80   	 208.54		
-556.64   	-398.25   	 32.17   	 -20.35		 11.64   	 167.85		
-179.44   	-421.75   	 32.09   	 -30.52		 12.31   	 106.82		
 83.01   	-186.16   	 31.96   	 -35.61		 12.74   	  55.95		
137.02   	 47.91   	 31.82   	 -45.78		 12.96   	  15.26		
 48.83   	115.36   	 31.64   	 -30.52		 13.02   	  -5.09		
-50.96   	 33.26   	 31.52   	 -20.35		 13.00   	 -35.61		
-81.48   	-78.13   	 31.43   	 -25.43		 12.86   	 -45.78		
-48.83   	-125.12   	 31.33   	 -30.52		 12.68   	 -55.95		
 -1.83   	-98.27   	 31.21   	 -20.35		 12.45   	 -55.95		
 21.97   	-46.08   	 31.13   	 -10.17		 12.23   	 -40.69		
 17.40   	-14.34   	 31.09   	 -20.35		 12.07   	  61.04		
  0.92   	-15.56   	 31.01   	 -15.26		 12.31   	 183.11		
 -8.85   	-31.74   	 30.95   	  -5.09		 13.04   	 203.46		
 -4.58   	-41.81   	 30.93   	  -5.09		 13.86   	 264.50		
  8.24   	-37.54   	 30.91   	 -25.43		 14.91   	 371.31		
 18.62   	-25.02   	 30.80   	 -30.52		 16.40   	 386.57		
 21.97   	-14.04   	 30.68   	 -25.43		 17.94   	 376.40		
 21.06   	 -8.85   	 30.58   	 -20.35		 19.45   	 396.74		
 20.75   	 -8.85   	 30.50   	 -20.35		 21.04   	 381.48		
 23.50   	 -9.46   	 30.42   	 -35.61		 22.56   	 330.62		
 28.38   	 -7.63   	 30.27   	 -40.69		 23.89   	 284.84		
 33.57   	 -3.05   	 30.11   	 -66.12		 25.03   	 406.92		
 41.81   	  8.54   	 29.85   	 -25.43		 26.65   	 101.73		
 44.86   	 13.12   	 29.75   	 -20.35		 27.06   	  55.95		
 48.22   	 17.09   	 29.66(D)	   5.09		 27.28   	   5.09		
 52.49   	 21.06   	 29.68   	  45.78		 27.30   	 -35.61		
 57.37   	 25.94   	 29.87   	 111.90		 27.16   	 -61.04		
 62.26   	 31.43   	 30.32   	 167.85		 26.92   	 -61.04		
 66.83   	 37.23   	 30.99   	 254.32		 26.67   	 -66.12		
 71.11   	 43.33   	 32.00   	 340.79		 26.41   	 -76.30		
 75.38   	 49.44   	 33.37   	 427.26		 26.10   	 -50.86		
 79.96   	 55.24   	 35.08   	 478.13		 25.90   	 -15.26		
 84.53   	 61.34   	 36.99   	 523.90		 25.84   	   0.00		
 88.81   	 67.75   	 39.08   	 554.42		 25.84   	  25.43		
 93.08   	 74.16   	 41.30   	 569.68		 25.94   	  50.86		
 96.44   	 80.57   	 43.58   	 564.60		 26.14   	  76.30		
 99.18   	 86.67   	 45.84   	 549.34		 26.45   	  91.56		
101.32   	 92.16   	 48.04   	 544.25		 26.82   	 106.82		
102.84   	 97.35   	 50.21   	 523.90		 27.24   	 106.82		
104.06   	102.54   	 52.31   	 488.30		 27.67   	 111.90		
105.59   	107.73   	 54.26   	 447.61		 28.12   	 116.99		
107.12   	112.92   	 56.05   	 427.26		 28.59   	 116.99		
108.34   	116.88   	 57.76   	 412.00		 29.05   	 122.07		
108.64   	120.54   	 59.41   	 356.05		 29.54   	 116.99		
108.34   	123.60   	 60.83   	 269.58		 30.01   	  76.30		
107.73   	127.26   	 61.91   	 183.11		 30.32   	  40.69		
107.12   	131.53   	 62.64   	 162.77		 30.48   	  10.17		
107.12   	136.11   	 63.30   	 198.37		 30.52(S)	 -20.35		
106.81   	140.38   	 64.09   	 162.77		 30.44   	 -61.04		
105.59   	143.74   	 64.74   	  45.78		 30.19   	 -86.47		
103.45   	146.48   	 64.92   	   5.09		 29.85   	-111.90		
101.01   	149.23   	 64.94   	  15.26		 29.40   	-152.59		
 98.57   	152.59   	 65.00(S)	   0.00		 28.79   	-147.51		
 96.44   	156.25   	 65.00   	 -20.35		 28.20   	 -96.64		
 93.99   	160.22   	 64.92   	 -40.69		 27.81   	 -96.64		
 91.55   	164.49   	 64.76   	 -76.30		 27.43   	-106.82		
 88.50   	169.07   	 64.46   	 -86.47		 27.00   	 -61.04		
 85.14   	174.87   	 64.11   	 -76.30		 26.75   	 -45.78		
 81.79   	181.58   	 63.80   	 -81.38		 26.57   	 -50.86		
 78.13   	189.21   	 63.48   	-101.73		 26.37   	 -25.43		
 75.68   	197.75   	 63.07   	-101.73		 26.27   	 -25.43		
 74.16   	205.99   	 62.67   	 -96.64		 26.16   	 -30.52		
 74.16   	212.10   	 62.28   	 -91.56		 26.04   	 -15.26		
 73.55   	213.62   	 61.91   	 -96.64		 25.98   	 -15.26		
 71.41   	206.60   	 61.53   	-101.73		 25.92   	 -20.35		
 66.53   	188.90   	 61.12   	-106.82		 25.84   	 -30.52		
 58.29   	159.91   	 60.69   	-116.99		 25.72   	 -35.61		
 46.69   	122.07   	 60.22   	-122.07		 25.57   	 -45.78		
 32.35   	 80.26   	 59.74   	-122.07		 25.39   	 -61.04		
 16.17   	 39.37   	 59.25   	-122.07		 25.15   	 -71.21		
 -0.31   	  2.44   	 58.76   	-132.25		 24.86   	 -76.30		
-14.95   	-27.77   	 58.23   	-137.33		 24.56   	 -81.38		
-26.55   	-52.19   	 57.68   	-137.33		 24.23   	 -96.64		
-35.10   	-70.80   	 57.13   	-147.51		 23.85   	-106.82		
-41.50   	-85.45   	 56.54   	-142.42		 23.42   	-111.90		
-47.00   	-96.74   	 55.97   	-122.07		 22.97   	-101.73		
-52.49   	-105.59   	 55.48   	-106.82		 22.56   	-101.73		
-57.37   	-112.61   	 55.06   	-106.82		 22.16   	-101.73		
-60.42   	-117.80   	 54.63   	 -86.47		 21.75   	 -96.64		
-61.95   	-120.85   	 54.28   	 -81.38		 21.36   	 -91.56		
-62.56   	-122.68   	 53.96   	 -91.56		 21.00   	-101.73		
-62.87   	-123.90   	 53.59   	 -91.56		 20.59   	-122.07		
-64.09   	-125.12   	 53.22   	 -81.38		 20.10   	-132.25		
-65.61   	-126.65   	 52.90   	 -86.47		 19.57   	-167.85		
-66.53   	-128.17   	 52.55   	-101.73		 18.90   	-208.54		
-65.92   	-129.09   	 52.15   	-106.82		 18.07   	-233.98		
-64.09   	-128.78   	 51.72   	-106.82		 17.13   	-249.24		
-61.95   	-127.56   	 51.29   	-111.90		 16.13   	-289.93		
-61.04   	-126.65   	 50.84   	-122.07		 14.97   	-345.88		
-61.34   	-126.04   	 50.36   	-137.33		 13.59   	-366.22		
-62.26   	-126.34   	 49.81   	-152.59		 12.13   	-366.22		
-62.56   	-126.04   	 49.20   	-162.77		 10.66   	-381.48		
-61.95   	-125.12   	 48.55   	-183.11		  9.14   	-381.48		
-61.04   	-124.21   	 47.81   	-203.46		  7.61   	-345.88		
-61.04   	-123.90   	 47.00   	-228.89		  6.23   	-310.27		
-61.65   	-124.51   	 46.08   	-233.98		  4.98   	-295.01		
-62.87   	-125.43   	 45.15   	-223.80		  3.80   	-269.58		
-63.17   	-124.82   	 44.25   	-188.20		  2.73   	-233.98		
-62.56   	-122.38   	 43.50   	-142.42		  1.79   	-193.29		
-61.04   	-118.41   	 42.93   	 -96.64		  1.02   	-157.68		
-59.81   	-114.75   	 42.54   	 -55.95		  0.39   	-116.99		
-58.90   	-112.00   	 42.32   	 -35.61		 -0.08   	 -86.47		
-58.29   	-110.17   	 42.18   	 -25.43		 -0.43   	 -71.21		
-56.76   	-108.64   	 42.08   	  -5.09		 -0.71   	 -50.86		
-54.32   	-106.51   	 42.05   	  15.26		 -0.92   	 -15.26		
-50.96   	-103.45   	 42.12   	 -10.17		 -0.98   	  -5.09		
-47.91   	-100.40   	 42.08   	 -30.52		 -1.00(D)	   5.09		
-46.08   	-97.96   	 41.95   	 -25.43		 -0.98   	  15.26		
-45.47   	-96.13   	 41.85   	 -35.61		 -0.92   	  25.43		
-45.47   	-95.21   	 41.71   	 -61.04		 -0.81   	  30.52		
-45.47   	-94.60   	 41.46   	 -76.30		 -0.69   	  35.61		
-45.17   	-94.30   	 41.16   	 -66.12		 -0.55   	  40.69		
-45.17   	-94.91   	 40.90   	 -55.95		 -0.39   	  45.78		
-45.17   	-95.21   	 40.67   	 -55.95		 -0.20   	  55.95		
-44.86   	-95.52   	 40.45   	 -55.95		  0.02   	  50.86		
-43.95   	-95.21   	 40.22   	 -35.61		  0.22   	  40.69		
-42.72   	-94.30   	 40.08   	 -25.43		  0.39   	  40.69		
-42.42   	-93.69   	 39.98   	 -20.35		  0.55   	  45.78		
-43.64   	-93.99   	 39.90   	 -20.35		  0.73   	  50.86		
-46.08   	-94.91   	 39.82   	 -10.17		  0.94   	  45.78		
-48.52   	-96.44   	 39.78   	 -10.17		  1.12   	  40.69		
-49.74   	-97.35   	 39.74   	 -10.17		  1.28   	  30.52		
-49.44   	-97.05   	 39.69   	 -25.43		  1.40   	  35.61		
-48.22   	-96.13   	 39.59   	 -40.69		  1.55   	  30.52		
-46.69   	-95.21   	 39.43   	 -45.78		  1.67   	  20.35		
-45.78   	-94.91   	 39.25   	 -40.69		  1.75   	  30.52		
-46.08   	-96.13   	 39.08   	 -45.78		  1.87   	  30.52		
-47.30   	-97.96   	 38.90   	 -50.86		  1.99   	  25.43		
-48.22   	-98.57   	 38.70   	 -45.78		  2.10   	  35.61		
-48.52   	-98.27   	 38.51   	 -45.78		  2.24   	  50.86		
-48.22   	-97.05   	 38.33   	 -40.69		  2.44   	  61.04		
-47.61   	-96.13   	 38.17   	 -45.78		  2.69   	  66.12		
-47.00   	-95.83   	 37.99   	 -40.69		  2.95   	  66.12		
-46.39   	-95.21   	 37.82   	 -40.69		  3.21   	  71.21		
-43.64   	-92.47   	 37.66   	 -40.69		  3.50   	  76.30		
-38.15   	-86.06   	 37.50   	 -40.69		  3.80   	  71.21		
-29.60   	-76.29   	 37.33   	 -35.61		  4.09   	  61.04		
-19.23   	-65.00   	 37.19   	 -35.61		  4.33   	  55.95		
 -6.71   	-54.63   	 37.05   	 -40.69		  4.56   	  45.78		
  9.16   	-45.47   	 36.89   	 -50.86		  4.74   	  40.69		
 30.52   	-33.57   	 36.68   	 -50.86		  4.90   	  25.43		
 57.68   	-12.51   	 36.48   	 -45.78		  5.01   	  20.35		
 87.59   	 20.14   	 36.30   	 -45.78		  5.09   	  10.17		
113.22   	 56.76   	 36.11   	 -40.69		  5.13   	   5.09		
126.04   	 81.79   	 35.95   	 -40.69		  5.15   	 -10.17		
119.02   	 78.74   	 35.79   	 -35.61		  5.11   	 -10.17		
 92.77   	 43.03   	 35.65   	 -35.61		  5.07   	 -10.17		
 53.41   	-12.82   	 35.50   	 -30.52		  5.03   	 -15.26		
 10.68   	-66.83   	 35.38   	 -30.52		  4.96   	 -15.26		
-26.86   	-102.23   	 35.26   	 -30.52		  4.90   	 -15.26		
-53.41   	-116.27   	 35.14   	 -30.52		  4.84   	 -15.26		
-68.36   	-116.58   	 35.02   	 -40.69		  4.78   	 -20.35		
-73.24   	-114.14   	 34.85   	 -61.04		  4.70   	 -20.35		
-71.72   	-114.14   	 34.61   	 -61.04		  4.62   	 -15.26		
-68.36   	-115.66   	 34.36   	 -40.69		  4.56   	 -10.17		
-66.53   	-116.27   	 34.20   	 -45.78		  4.52   	 -10.17		
-67.44   	-115.36   	 34.02   	 -40.69		  4.48   	 -15.26		
-69.58   	-116.27   	 33.86   	 -30.52		  4.42   	 -10.17		
-70.19   	-131.23   	 33.73   	 -25.43		  4.37   	 -10.17		
-61.95   	-184.94   	 33.63   	 -20.35		  4.33   	   5.09		
-20.75   	-289.92   	 33.55   	 -20.35		  4.35(E)	  40.69		
101.62   	-390.63   	 33.47   	 -25.43		  4.52   	  81.38		
337.52   	-347.60   	 33.37   	 -40.69		  4.84   	 122.07		
624.69   	-30.21   	 33.20   	 -35.61		  5.33   	 162.77		
798.34   	551.76   	 33.06   	 -25.43		  5.98   	 208.54		
690.61   	1179.20   	 32.96   	 -66.12		  6.82   	 518.82		
-320.43   	1328.74(R)	 32.70   	 -40.69		  8.89   	 264.50		
-752.56   	714.42   	 32.53   	 -40.69		  9.95   	 244.15		
-820.92   	 20.14   	 32.37   	 -40.69		 10.93   	 203.46		
-554.81   	-401.00   	 32.21   	 -30.52		 11.74   	 142.42		
-175.78   	-424.50   	 32.09   	 -25.43		 12.31   	  86.47		
 84.84   	-193.18   	 31.98   	 -30.52		 12.66   	  50.86		
135.19   	 34.48   	 31.86   	 -30.52		 12.86   	  10.17		
 45.17   	 98.27   	 31.74   	 -15.26		 12.90   	   0.00		
-52.80   	 17.40   	 31.68   	 -20.35		 12.90   	 -20.35		
-79.35   	-89.72   	 31.60   	 -10.17		 12.82   	 -45.78		
-43.64   	-132.45   	 31.56   	  -5.09		 12.63   	 -50.86		
  4.58   	-103.76   	 31.54   	 -25.43		 12.43   	 -50.86		
 27.47   	-51.57   	 31.43   	 -30.52		 12.23   	 -35.61		
 21.36   	-21.06   	 31.31   	 -20.35		 12.09   	  61.04		
  3.36   	-23.50   	 31.23   	 -20.35		 12.33   	 157.68		
 -7.93   	-40.89   	 31.15   	 -30.52		 12.96   	 208.54		
 -5.19   	-52.19   	 31.03   	 -20.35		 13.79   	 264.50		
  5.49   	-50.05   	 30.95   	 -20.35		 14.85   	 350.97		
 14.04   	-39.98   	 30.86   	 -20.35		 16.26   	 371.31		
 16.17   	-30.52   	 30.78   	 -25.43		 17.74   	 391.66		
 14.65   	-25.63   	 30.68   	 -20.35		 19.31   	 422.18		
 14.65   	-24.41   	 30.60   	 -20.35		 21.00   	 386.57		
 18.31   	-22.89   	 30.52   	 -25.43		 22.54   	 350.97		
 23.80   	-19.53   	 30.42   	 -30.52		 23.95   	 310.27		
 28.99   	-13.73   	 30.29   	 -61.04		 25.19   	 412.00		
 36.01   	 -3.05   	 30.05   	 -15.26		 26.84   	 106.82		
 39.06   	  0.61   	 29.99   	 -15.26		 27.26   	  50.86		
 43.03   	  4.58   	 29.93(D)	   0.00		 27.47   	   0.00		
 47.61   	  9.77   	 29.93   	  40.69		 27.47   	 -55.95		
