SAMPLE NUMBER:   3
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  RV     	  RV'		  AO     	  AO'		
  9.16   	-112.00   	 42.75   	-228.89		 83.01   	-116.99		
  9.46   	-112.61   	 41.83   	-325.53		 82.54   	-116.99		
 10.07   	-111.39   	 40.53   	-412.00		 82.07   	-127.16		
 11.29   	-108.34   	 38.88   	-508.65		 81.57   	-142.42		
 12.82   	-104.37   	 36.85   	-584.94		 81.00   	-152.59		
 14.95   	-100.10   	 34.51   	-661.24		 80.39   	-167.85		
 16.78   	-96.13   	 31.86   	-701.93		 79.71   	-183.11		
 18.01   	-91.55   	 29.05   	-712.10		 78.98   	-198.37		
 18.92   	-86.67   	 26.21   	-701.93		 78.19   	-203.46		
 19.84   	-81.18   	 23.40   	-671.41		 77.38   	-203.46		
 20.75   	-75.68   	 20.71   	-635.81		 76.56   	-213.63		
 21.97   	-71.41   	 18.17   	-579.86		 75.71   	-218.72		
 22.89   	-68.66   	 15.85   	-508.65		 74.83   	-233.98		
 22.89   	-67.75   	 13.81   	-447.61		 73.90   	-249.24		
 21.97   	-67.75   	 12.02   	-381.48		 72.90   	-254.32		
 20.45   	-68.05   	 10.50   	-310.27		 71.88   	-259.41		
 18.31   	-68.66   	  9.26   	-239.06		 70.84   	-259.41		
 16.17   	-69.89   	  8.30   	-178.03		 69.81   	-264.50		
 14.34   	-71.41   	  7.59   	-116.99		 68.75   	-254.32		
 12.82   	-72.63   	  7.12   	 -66.12		 67.73   	-239.06		
 11.29   	-73.24   	  6.86   	 -20.35		 66.77   	-218.72		
  9.77   	-72.94   	  6.78   	  15.26		 65.90   	-203.46		
  8.54   	-72.63   	  6.84   	  40.69		 65.09   	-183.11		
  7.32   	-72.33   	  7.00   	  50.86		 64.35   	-172.94		
  6.10   	-72.02   	  7.20   	  61.04		 63.66   	-162.77		
  5.49   	-71.41   	  7.45   	  71.21		 63.01   	-157.68		
  5.19   	-70.19   	  7.73   	  66.12		 62.38   	-157.68		
  5.80   	-68.36   	  8.00   	  45.78		 61.75   	-157.68		
  6.71   	-67.14   	  8.18   	  25.43		 61.12   	-157.68		
  8.24   	-66.53   	  8.28   	   0.00		 60.49   	-157.68		
  9.46   	-65.92   	  8.28   	 -15.26		 59.86   	-142.42		
 10.99   	-64.70   	  8.22   	 -25.43		 59.29   	-137.33		
 12.51   	-62.87   	  8.12   	 -35.61		 58.74   	-122.07		
 14.04   	-60.42   	  7.98   	 -55.95		 58.25   	-111.90		
 15.87   	-57.98   	  7.75   	 -50.86		 57.80   	 -96.64		
 17.40   	-56.15   	  7.55   	 -35.61		 57.42   	 -96.64		
 19.23   	-54.63   	  7.41   	 -25.43		 57.03   	 -96.64		
 20.45   	-52.80   	  7.30   	 -10.17		 56.64   	 -91.56		
 21.36   	-50.96   	  7.26   	   5.09		 56.28   	 -91.56		
 21.06   	-50.05   	  7.28   	  30.52		 55.91   	 -86.47		
 19.53   	-50.35   	  7.41   	  45.78		 55.56   	 -91.56		
 17.09   	-51.57   	  7.59   	  55.95		 55.20   	 -81.38		
 14.04   	-53.71   	  7.81   	  61.04		 54.87   	 -81.38		
 11.29   	-55.54   	  8.06   	  61.04		 54.55   	 -81.38		
  9.46   	-57.07   	  8.30   	  66.12		 54.22   	 -76.30		
  9.46   	-57.98   	  8.57   	  71.21		 53.92   	 -71.21		
 11.60   	-59.20   	  8.85   	  66.12		 53.63   	 -71.21		
 15.26   	-62.87   	  9.11   	  50.86		 53.35   	 -71.21		
 19.84   	-68.66   	  9.32   	  45.78		 53.06   	 -66.12		
 24.41   	-73.24   	  9.50   	  30.52		 52.80   	 -66.12		
 29.60   	-70.19   	  9.62   	  25.43		 52.53   	 -71.21		
 35.10   	-52.80   	  9.73   	  20.35		 52.25   	 -61.04		
 40.28   	-21.97   	  9.81   	  15.26		 52.00   	 -66.12		
 42.72   	 11.90   	  9.87   	  15.26		 51.74   	 -55.95		
 41.50   	 35.40   	  9.93   	  15.26		 51.52   	 -55.95		
 37.23   	 41.81   	  9.99   	  20.35		 51.29   	 -45.78		
 32.35   	 35.40   	 10.07   	  20.35		 51.11   	 -40.69		
 28.99   	 27.77   	 10.15   	  15.26		 50.95   	 -45.78		
 27.16   	 29.91   	 10.21   	  15.26		 50.76   	 -40.69		
 25.02   	 40.28   	 10.27   	  20.35		 50.60   	 -40.69		
 20.45   	 46.69   	 10.36   	  30.52		 50.44   	 -40.69		
 14.65   	 34.79   	 10.48   	  20.35		 50.27   	 -40.69		
  9.46   	  0.92   	 10.56   	  25.43		 50.11   	 -40.69		
  5.49   	-45.47   	 10.66   	  25.43		 49.95   	 -40.69		
  1.22   	-86.67   	 10.76   	  35.61		 49.79   	 -40.69		
 -5.49   	-107.42   	 10.91   	  30.52		 49.62   	 -35.61		
-15.26   	-106.51   	 11.03   	  30.52		 49.48   	 -30.52		
-25.33   	-94.60   	 11.15   	  25.43		 49.36   	 -30.52		
-32.35   	-85.14   	 11.25   	  30.52		 49.24   	 -30.52		
-35.10   	-84.84   	 11.37   	  35.61		 49.11   	 -35.61		
-33.87   	-91.25   	 11.52   	  30.52		 48.97   	 -30.52		
-31.74   	-97.05   	 11.64   	  35.61		 48.85   	 -35.61		
-30.21   	-97.66   	 11.78   	  35.61		 48.71   	 -30.52		
-28.99   	-93.08   	 11.92   	  30.52		 48.59   	 -35.61		
-27.47   	-86.67   	 12.04   	  35.61		 48.44   	 -30.52		
-25.63   	-81.48   	 12.19   	  35.61		 48.32   	 -25.43		
-22.89   	-78.74   	 12.33   	  35.61		 48.22   	 -30.52		
-18.62   	-79.65   	 12.47   	  40.69		 48.10   	 -25.43		
 -9.46   	-83.92   	 12.63   	  35.61		 48.00   	 -25.43		
  6.71   	-85.45   	 12.78   	  35.61		 47.89   	 -30.52		
 30.82   	-62.56   	 12.92   	  30.52		 47.77   	 -25.43		
 62.87   	 28.69   	 13.04   	  30.52		 47.67   	 -25.43		
 97.96   	231.32   	 13.16   	  25.43		 47.57   	 -30.52		
121.46   	537.11   	 13.27   	  25.43		 47.45   	 -30.52		
108.64   	864.26   	 13.37   	  25.43		 47.32   	 -30.52		
-88.20   	1062.93(R)	 13.47(E)	  25.43		 47.20   	 -30.52		
-224.91   	794.37   	 13.57   	  20.35		 47.08   	 -30.52		
-308.23   	377.20   	 13.65   	  15.26		 46.96   	 -35.61		
-294.80   	-18.01   	 13.71   	  20.35		 46.82   	 -30.52		
-197.14   	-255.74   	 13.79   	  20.35		 46.69   	 -30.52		
-75.99   	-296.63   	 13.88   	  15.26		 46.57   	 -30.52		
  3.97   	-200.81   	 13.94   	  25.43		 46.45   	 -30.52		
 18.62   	-75.68   	 14.04   	  40.69		 46.33   	 -30.52		
-10.07   	 -4.88   	 14.20   	  45.78		 46.21   	 -30.52		
-42.11   	 -7.32   	 14.38   	  50.86		 46.08   	 -25.43		
-52.80   	-50.35   	 14.59   	  45.78		 45.98   	 -30.52		
-43.03   	-88.50   	 14.77   	  61.04		 45.86   	 -25.43		
-28.69   	-97.05   	 15.02   	  66.12		 45.76   	 -30.52		
-21.36   	-81.18   	 15.28   	  76.30		 45.64   	 -30.52		
-21.67   	-61.34   	 15.58   	  86.47		 45.51   	 -25.43		
-24.72   	-52.80   	 15.93   	  86.47		 45.41   	 -25.43		
-25.94   	-54.93   	 16.28   	  81.38		 45.31   	 -30.52		
-23.80   	-58.59   	 16.60   	  66.12		 45.19   	 -25.43		
-19.23   	-56.46   	 16.87   	  45.78		 45.09   	 -25.43		
-14.34   	-48.83   	 17.05   	 111.90		 44.98   	 -20.35		
-10.38   	-39.98   	 17.50   	 249.24		 44.90   	  -5.09		
 -8.54   	-33.57   	 18.49   	 340.79		 44.88   	  -5.09		
 -8.24   	-32.04   	 19.86   	 340.79		 44.86   	 -30.52		
 -8.85   	-33.57   	 21.22   	 381.48		 44.74   	 -40.69		
 -9.46   	-36.01   	 22.75   	 447.61		 44.58   	 -40.69		
 -9.77   	-34.48   	 24.54   	 406.92		 44.41   	 -35.61		
-10.68   	-32.04   	 26.16   	 371.31		 44.27   	 -35.61		
-11.60   	-30.82   	 27.65   	 330.62		 44.13   	 -35.61		
-12.51   	-30.52   	 28.97   	 269.58		 43.99   	 -25.43		
-11.60   	-29.30   	 30.05   	 208.54		 43.89   	 -20.35		
 -8.85   	-25.63   	 30.88   	 167.85		 43.80   	 -30.52		
 -4.58   	-19.53   	 31.56   	 127.16		 43.68   	 -30.52		
  0.00   	-12.82   	 32.06   	  96.64		 43.56   	 -35.61		
  3.36   	 -7.63   	 32.45   	  66.12		 43.42   	 -30.52		
  4.58   	 -4.27   	 32.72   	  45.78		 43.30   	 -30.52		
  4.58   	 -1.83   	 32.90   	  35.61		 43.17   	 -30.52		
  4.58   	  1.83   	 33.04   	  35.61		 43.05   	 -30.52		
  6.10   	  7.93   	 33.18   	  35.61		 42.93   	 -30.52		
  9.16   	 16.17   	 33.33   	  40.69		 42.81   	 -30.52		
 13.73   	 25.02   	 33.49   	  40.69		 42.69   	 -35.61		
 18.01   	 34.18   	 33.65   	  45.78		 42.54   	 -30.52		
 22.28   	 42.42   	 33.84   	  50.86		 42.42   	 -25.43		
 25.63   	 50.05   	 34.04   	  55.95		 42.32   	 -25.43		
 28.99   	 56.76   	 34.26   	  50.86		 42.22   	 -15.26		
 32.35   	 62.87   	 34.47   	  55.95		 42.16   	  -5.09		
 35.10   	 68.66   	 34.69   	  55.95		 42.14(D)	  15.26		
 37.23   	 73.85   	 34.91   	  50.86		 42.20   	  55.95		
 39.06   	 79.04   	 35.12   	  45.78		 42.42   	 101.73		
 41.20   	 84.84   	 35.30   	  40.69		 42.83   	 183.11		
 44.56   	 91.25   	 35.46   	  25.43		 43.56   	 432.35		
 54.02   	105.59   	 35.56   	  15.26		 45.29   	 523.90		
 59.20   	112.61   	 35.63   	  10.17		 47.39   	 564.60		
 63.78   	119.63   	 35.67   	   0.00		 49.64   	 564.60		
 68.36   	126.04   	 35.67   	 -10.17		 51.90   	 523.90		
 72.94   	133.36   	 35.63   	 -10.17		 54.00   	 457.78		
 77.51   	141.60   	 35.58   	 -20.35		 55.83   	 386.57		
 83.31   	150.45   	 35.50   	 -15.26		 57.38   	 325.53		
 90.33   	160.83   	 35.44   	 -15.26		 58.68   	 295.01		
 98.57   	172.12   	 35.38   	 -15.26		 59.86   	 295.01		
108.03   	184.63   	 35.32   	 -15.26		 61.04   	 315.36		
117.49   	197.75   	 35.26   	 -15.26		 62.30   	 340.79		
126.65   	210.57   	 35.20   	 -15.26		 63.66   	 366.22		
134.58   	222.47   	 35.14   	 -10.17		 65.13   	 376.40		
141.91   	233.15   	 35.10   	 -10.17		 66.63   	 381.48		
148.32   	242.31   	 35.06   	  -5.09		 68.16   	 366.22		
153.50   	249.02   	 35.04   	  10.17		 69.62   	 350.97		
157.47   	253.91   	 35.08   	  35.61		 71.03   	 330.62		
160.22   	256.96   	 35.22   	  66.12		 72.35   	 315.36		
162.05   	258.79   	 35.48   	  86.47		 73.61   	 300.10		
162.66   	259.09   	 35.83   	  81.38		 74.81   	 284.84		
160.83   	255.74   	 36.15   	  81.38		 75.95   	 279.75		
155.64   	245.97   	 36.48   	  76.30		 77.07   	 269.58		
147.09   	227.05   	 36.79   	  81.38		 78.15   	 249.24		
134.58   	198.06   	 37.11   	  86.47		 79.15   	 213.63		
119.32   	161.74   	 37.46   	 101.73		 80.00   	 188.20		
 86.36   	 84.23   	 37.86   	 101.73		 80.75   	 178.03		
 71.11   	 50.96   	 38.27   	  96.64		 81.46   	 172.94		
 57.68   	 23.19   	 38.66   	  96.64		 82.16   	 167.85		
 46.08   	 -0.61   	 39.04   	  96.64		 82.83   	 137.33		
 36.32   	-21.67   	 39.43   	  91.56		 83.38   	  91.56		
 28.08   	-39.98   	 39.80   	  91.56		 83.74   	  55.95		
 21.06   	-55.85   	 40.16   	  86.47		 83.97   	  40.69		
 15.26   	-68.66   	 40.51   	  76.30		 84.13   	  30.52		
 10.38   	-78.74   	 40.81   	  76.30		 84.25   	  25.43		
  6.10   	-86.36   	 41.12   	  76.30		 84.35   	  15.26		
  2.14   	-91.86   	 41.42   	  66.12		 84.41   	  10.17		
 -0.31   	-94.91   	 41.69   	  66.12		 84.46(S)	  -5.09		
 -1.22   	-95.83   	 41.95   	  55.95		 84.44   	 -30.52		
 -0.31   	-95.21   	 42.18   	  50.86		 84.31   	 -55.95		
  1.83   	-93.38   	 42.38   	  35.61		 84.09   	 -71.21		
  3.66   	-90.94   	 42.52   	  15.26		 83.80   	 -86.47		
  4.58   	-88.81   	 42.58(S)	 -35.61		 83.46   	 -86.47		
  3.66   	-87.28   	 42.44   	-122.07		 83.11   	 -91.56		
  1.53   	-86.67   	 41.95   	-233.98		 82.75   	 -91.56		
 -0.61   	-87.89   	 41.02   	-340.79		 82.38   	 -96.64		
 -1.83   	-89.72   	 39.65   	-452.69		 81.99   	-106.82		
 -1.53   	-91.25   	 37.84   	-544.25		 81.57   	-111.90		
  0.92   	-90.64   	 35.67   	-625.63		 81.12   	-127.16		
  4.27   	-87.28   	 33.16   	-686.67		 80.61   	-142.42		
  7.63   	-82.40   	 30.42   	-722.28		 80.04   	-152.59		
 10.07   	-76.90   	 27.53   	-727.36		 79.43   	-172.94		
 11.90   	-72.33   	 24.62   	-691.76		 78.74   	-188.20		
 13.12   	-68.66   	 21.85   	-645.98		 77.99   	-193.29		
 13.73   	-65.92   	 19.27   	-595.11		 77.21   	-198.37		
 14.04   	-63.17   	 16.89   	-528.99		 76.42   	-213.63		
 13.73   	-61.04   	 14.77   	-467.95		 75.56   	-223.80		
 13.12   	-58.90   	 12.90   	-391.66		 74.67   	-233.98		
 12.82   	-57.68   	 11.33   	-330.62		 73.73   	-244.15		
 12.82   	-57.37   	 10.01   	-269.58		 72.76   	-249.24		
 12.82   	-58.29   	  8.93   	-208.54		 71.76   	-259.41		
 12.21   	-60.12   	  8.10   	-157.68		 70.72   	-259.41		
 10.68   	-62.87   	  7.47   	-106.82		 69.68   	-259.41		
  8.24   	-65.61   	  7.04   	 -61.04		 68.65   	-254.32		
  5.80   	-68.05   	  6.80   	 -30.52		 67.63   	-239.06		
  3.97   	-68.66   	  6.67(D)	   5.09		 66.67   	-223.80		
  3.05   	-67.75   	  6.69   	  25.43		 65.78   	-203.46		
  2.75   	-66.22   	  6.80   	  45.78		 64.96   	-188.20		
  2.44   	-65.00   	  6.98   	  55.95		 64.21   	-172.94		
  1.22   	-65.31   	  7.20   	  55.95		 63.52   	-162.77		
 -0.31   	-66.53   	  7.43   	  55.95		 62.87   	-157.68		
 -0.61   	-67.14   	  7.65   	  40.69		 62.24   	-157.68		
  0.61   	-65.61   	  7.81   	  30.52		 61.61   	-157.68		
  3.05   	-62.26   	  7.93   	   5.09		 60.98   	-157.68		
  5.19   	-58.59   	  7.96   	 -15.26		 60.35   	-157.68		
  6.41   	-56.15   	  7.89   	 -35.61		 59.71   	-147.51		
  6.10   	-55.24   	  7.75   	 -40.69		 59.12   	-137.33		
  5.49   	-54.63   	  7.59   	 -55.95		 58.58   	-122.07		
  5.49   	-53.71   	  7.37   	 -55.95		 58.09   	-106.82		
  6.41   	-51.88   	  7.14   	 -45.78		 57.66   	-101.73		
  7.32   	-49.74   	  6.96   	 -25.43		 57.25   	 -91.56		
  7.63   	-48.52   	  6.86   	  -5.09		 56.89   	 -91.56		
  7.02   	-48.22   	  6.84   	  15.26		 56.52   	 -96.64		
  6.10   	-48.83   	  6.90   	  20.35		 56.13   	 -91.56		
  5.19   	-50.05   	  6.98   	  40.69		 55.77   	 -96.64		
  4.27   	-51.88   	  7.14   	  61.04		 55.38   	 -91.56		
  3.97   	-53.71   	  7.39   	  71.21		 55.02   	 -91.56		
  3.66   	-55.54   	  7.67   	  81.38		 54.65   	 -86.47		
  3.05   	-56.76   	  8.00   	  76.30		 54.30   	 -81.38		
  2.75   	-56.76   	  8.30   	  71.21		 53.98   	 -81.38		
  2.75   	-55.54   	  8.59   	  61.04		 53.65   	 -71.21		
  3.05   	-53.41   	  8.83   	  55.95		 53.37   	 -76.30		
  4.58   	-51.57   	  9.05   	  40.69		 53.06   	 -66.12		
  7.63   	-51.88   	  9.22   	  35.61		 52.80   	 -71.21		
 12.21   	-55.24   	  9.36   	  30.52		 52.51   	 -66.12		
 18.01   	-59.51   	  9.48   	  25.43		 52.25   	 -61.04		
 25.02   	-59.81   	  9.58   	  10.17		 52.00   	 -61.04		
 32.96   	-49.44   	  9.62   	   5.09		 51.76   	 -55.95		
 39.37   	-25.63   	  9.64   	  20.35		 51.54   	 -50.86		
 43.03   	  5.80   	  9.73   	  20.35		 51.33   	 -50.86		
 41.81   	 32.65   	  9.81   	  15.26		 51.13   	 -50.86		
 37.23   	 45.78   	  9.87   	  20.35		 50.93   	 -50.86		
 32.65   	 44.86   	  9.95   	  35.61		 50.72   	 -45.78		
 30.52   	 39.98   	 10.09   	  30.52		 50.54   	 -45.78		
 32.35   	 42.11   	 10.21   	  25.43		 50.36   	 -40.69		
 35.71   	 54.93   	 10.32   	  30.52		 50.19   	 -45.78		
 36.93   	 69.89   	 10.44   	  30.52		 50.01   	 -40.69		
 34.79   	 70.80   	 10.56   	  35.61		 49.85   	 -45.78		
 29.60   	 48.22   	 10.70   	  30.52		 49.66   	 -35.61		
 24.11   	  6.41   	 10.82   	  30.52		 49.52   	 -35.61		
 19.23   	-38.76   	 10.95   	  30.52		 49.38   	 -40.69		
 14.34   	-69.27   	 11.07   	  30.52		 49.22   	 -35.61		
  8.85   	-76.29   	 11.19   	  30.52		 49.07   	 -30.52		
  2.44   	-65.92   	 11.31   	  20.35		 48.95   	 -35.61		
 -3.05   	-51.88   	 11.39   	  25.43		 48.81   	 -35.61		
 -6.41   	-44.56   	 11.50   	  30.52		 48.67   	 -35.61		
 -6.41   	-45.78   	 11.62   	  25.43		 48.52   	 -35.61		
 -4.58   	-50.35   	 11.72   	  25.43		 48.38   	 -30.52		
 -2.14   	-52.19   	 11.82   	  30.52		 48.26   	 -25.43		
 -0.92   	-49.44   	 11.94   	  30.52		 48.16   	 -25.43		
 -0.31   	-44.25   	 12.07   	  30.52		 48.06   	 -25.43		
 -0.61   	-40.28   	 12.19   	  35.61		 47.96   	 -20.35		
 -0.61   	-38.45   	 12.33   	  35.61		 47.87   	 -25.43		
  0.92   	-39.37   	 12.47   	  35.61		 47.77   	 -25.43		
  6.71   	-43.33   	 12.61   	  30.52		 47.67   	 -25.43		
 19.84   	-47.91   	 12.74   	  35.61		 47.57   	 -30.52		
 40.89   	-40.28   	 12.88   	  30.52		 47.45   	 -30.52		
 69.58   	 13.12   	 13.00   	  35.61		 47.32   	 -30.52		
103.76   	160.83   	 13.14   	  35.61		 47.20   	 -30.52		
134.58   	422.97   	 13.29   	  25.43		 47.08   	 -25.43		
141.30   	751.04   	 13.39   	  30.52		 46.98   	 -35.61		
 -7.93   	1123.35(R)	 13.51(E)	  25.43		 46.84   	 -30.52		
-148.93   	961.61   	 13.61   	  25.43		 46.71   	 -35.61		
-265.50   	593.57   	 13.71   	  20.35		 46.57   	 -30.52		
-298.77   	171.20   	 13.79   	  15.26		 46.45   	 -30.52		
-233.76   	-145.57   	 13.86   	  15.26		 46.33   	 -30.52		
-113.83   	-271.91   	 13.92   	  15.26		 46.21   	 -30.52		
 -9.46   	-225.83   	 13.98   	  20.35		 46.08   	 -30.52		
 33.87   	-101.62   	 14.06   	  30.52		 45.96   	 -20.35		
 19.23   	 -1.53   	 14.18   	  45.78		 45.88   	 -20.35		
-16.78   	 25.33   	 14.36   	  55.95		 45.80   	 -20.35		
-39.37   	 -7.02   	 14.59   	  55.95		 45.72   	 -20.35		
-38.15   	-54.02   	 14.81   	  50.86		 45.64   	 -25.43		
-25.33   	-77.51   	 15.02   	  55.95		 45.53   	 -25.43		
-15.56   	-69.89   	 15.24   	  76.30		 45.43   	 -30.52		
-14.95   	-47.30   	 15.54   	  86.47		 45.31   	 -35.61		
-19.23   	-31.13   	 15.89   	  86.47		 45.17   	 -35.61		
-22.58   	-28.38   	 16.24   	  76.30		 45.03   	 -35.61		
-21.36   	-32.04   	 16.54   	  50.86		 44.88   	 -35.61		
-16.48   	-32.65   	 16.74   	  25.43		 44.74   	 -30.52		
-10.07   	-27.16   	 16.85   	  81.38		 44.62   	 -20.35		
 -5.80   	-18.92   	 17.17   	 244.15		 44.54   	  -5.09		
 -4.58   	-12.21   	 18.15   	 335.71		 44.52   	   5.09		
 -5.80   	 -8.24   	 19.49   	 330.62		 44.54   	 -15.26		
 -7.63   	 -6.71   	 20.81   	 366.22		 44.48   	 -35.61		
 -9.16   	 -5.80   	 22.28   	 457.78		 44.33   	 -40.69		
 -9.46   	 -1.53   	 24.11   	 406.92		 44.17   	 -35.61		
 -7.93   	  1.22   	 25.74   	 371.31		 44.03   	 -40.69		
 -6.10   	  3.66   	 27.22   	 340.79		 43.87   	 -30.52		
 -3.97   	  5.80   	 28.59   	 284.84		 43.74   	 -25.43		
 -2.14   	  8.24   	 29.73   	 223.80		 43.64   	 -15.26		
 -0.31   	 11.29   	 30.62   	 178.03		 43.58   	 -20.35		
  1.83   	 15.26   	 31.33   	 137.33		 43.50   	 -25.43		
  3.97   	 19.84   	 31.88   	 106.82		 43.40   	 -30.52		
  6.41   	 25.33   	 32.31   	  76.30		 43.28   	 -35.61		
  8.54   	 31.13   	 32.61   	  55.95		 43.13   	 -35.61		
 10.38   	 36.62   	 32.84   	  50.86		 42.99   	 -35.61		
 12.21   	 41.81   	 33.04   	  40.69		 42.85   	 -35.61		
 14.95   	 46.69   	 33.20   	  30.52		 42.71   	 -35.61		
 18.01   	 51.57   	 33.33   	  40.69		 42.56   	 -30.52		
 21.97   	 57.37   	 33.49   	  40.69		 42.44   	 -30.52		
 25.33   	 64.70   	 33.65   	  50.86		 42.32   	 -35.61		
 27.47   	 72.02   	 33.86   	  50.86		 42.18   	 -25.43		
 28.99   	 79.04   	 34.06   	  55.95		 42.08   	 -25.43		
 29.60   	 84.53   	 34.28   	  55.95		 41.97   	 -20.35		
 30.52   	 89.11   	 34.51   	  55.95		 41.89(D)	   0.00		
 32.04   	 93.69   	 34.73   	  55.95		 41.89   	  15.26		
 34.48   	 99.79   	 34.95   	  50.86		 41.95   	  45.78		
 38.15   	106.81   	 35.16   	  45.78		 42.14   	 101.73		
 42.42   	114.44   	 35.34   	  40.69		 42.54   	 167.85		
 47.00   	121.15   	 35.50   	  35.61		 43.21   	 417.09		
 54.93   	133.06   	 35.65   	  25.43		 44.88   	 518.82		
